Year,UNIT_MEASURE,Administrativna jedinica,Spol,Value
2010,Broj,Federacija Bosne i Hercegovine,Oba spola,58
2011,Broj,Federacija Bosne i Hercegovine,Oba spola,66
2012,Broj,Federacija Bosne i Hercegovine,Oba spola,134
2013,Broj,Federacija Bosne i Hercegovine,Oba spola,380
2014,Broj,Federacija Bosne i Hercegovine,Oba spola,571
2015,Broj,Federacija Bosne i Hercegovine,Oba spola,597
2016,Broj,Federacija Bosne i Hercegovine,Oba spola,599
2017,Broj,Federacija Bosne i Hercegovine,Oba spola,627
2018,Broj,Federacija Bosne i Hercegovine,Oba spola,603
2019,Broj,Federacija Bosne i Hercegovine,Oba spola,898
2020,Broj,Federacija Bosne i Hercegovine,Oba spola,909
2021,Broj,Federacija Bosne i Hercegovine,Oba spola,753
2022,Broj,Federacija Bosne i Hercegovine,Oba spola,783
2010,Broj,Federacija Bosne i Hercegovine,M,18
2011,Broj,Federacija Bosne i Hercegovine,M,22
2012,Broj,Federacija Bosne i Hercegovine,M,44
2013,Broj,Federacija Bosne i Hercegovine,M,121
2014,Broj,Federacija Bosne i Hercegovine,M,190
2015,Broj,Federacija Bosne i Hercegovine,M,155
2016,Broj,Federacija Bosne i Hercegovine,M,160
2017,Broj,Federacija Bosne i Hercegovine,M,206
2018,Broj,Federacija Bosne i Hercegovine,M,191
2019,Broj,Federacija Bosne i Hercegovine,M,319
2020,Broj,Federacija Bosne i Hercegovine,M,333
2021,Broj,Federacija Bosne i Hercegovine,M,218
2022,Broj,Federacija Bosne i Hercegovine,M,217
2010,Broj,Federacija Bosne i Hercegovine,Ž,40
2011,Broj,Federacija Bosne i Hercegovine,Ž,44
2012,Broj,Federacija Bosne i Hercegovine,Ž,90
2013,Broj,Federacija Bosne i Hercegovine,Ž,259
2014,Broj,Federacija Bosne i Hercegovine,Ž,381
2015,Broj,Federacija Bosne i Hercegovine,Ž,442
2016,Broj,Federacija Bosne i Hercegovine,Ž,439
2017,Broj,Federacija Bosne i Hercegovine,Ž,421
2018,Broj,Federacija Bosne i Hercegovine,Ž,412
2019,Broj,Federacija Bosne i Hercegovine,Ž,579
2020,Broj,Federacija Bosne i Hercegovine,Ž,576
2021,Broj,Federacija Bosne i Hercegovine,Ž,535
2022,Broj,Federacija Bosne i Hercegovine,Ž,566
2013,Broj,Tuzlanski kanton,Oba spola,202
2014,Broj,Tuzlanski kanton,Oba spola,154
2015,Broj,Tuzlanski kanton,Oba spola,198
2016,Broj,Tuzlanski kanton,Oba spola,215
2017,Broj,Tuzlanski kanton,Oba spola,187
2018,Broj,Tuzlanski kanton,Oba spola,151
2019,Broj,Tuzlanski kanton,Oba spola,268
2020,Broj,Tuzlanski kanton,Oba spola,223
2021,Broj,Tuzlanski kanton,Oba spola,174
2022,Broj,Tuzlanski kanton,Oba spola,247
2013,Broj,Tuzlanski kanton,M,67
2014,Broj,Tuzlanski kanton,M,37
2015,Broj,Tuzlanski kanton,M,55
2016,Broj,Tuzlanski kanton,M,55
2017,Broj,Tuzlanski kanton,M,50
2018,Broj,Tuzlanski kanton,M,40
2019,Broj,Tuzlanski kanton,M,65
2020,Broj,Tuzlanski kanton,M,67
2021,Broj,Tuzlanski kanton,M,38
2022,Broj,Tuzlanski kanton,M,63
2013,Broj,Tuzlanski kanton,Ž,135
2014,Broj,Tuzlanski kanton,Ž,117
2015,Broj,Tuzlanski kanton,Ž,143
2016,Broj,Tuzlanski kanton,Ž,160
2017,Broj,Tuzlanski kanton,Ž,137
2018,Broj,Tuzlanski kanton,Ž,111
2019,Broj,Tuzlanski kanton,Ž,203
2020,Broj,Tuzlanski kanton,Ž,156
2021,Broj,Tuzlanski kanton,Ž,136
2022,Broj,Tuzlanski kanton,Ž,184
2022,Broj,Zeničko-dobojski kanton,Oba spola,4
2022,Broj,Zeničko-dobojski kanton,M,3
2022,Broj,Zeničko-dobojski kanton,Ž,1
2021,Broj,Bosansko-podrinjski kanton,Oba spola,15
2021,Broj,Bosansko-podrinjski kanton,M,6
2021,Broj,Bosansko-podrinjski kanton,Ž,9
2014,Broj,Srednjobosanski kanton,Oba spola,12
2015,Broj,Srednjobosanski kanton,Oba spola,46
2016,Broj,Srednjobosanski kanton,Oba spola,23
2017,Broj,Srednjobosanski kanton,Oba spola,19
2018,Broj,Srednjobosanski kanton,Oba spola,13
2019,Broj,Srednjobosanski kanton,Oba spola,145
2020,Broj,Srednjobosanski kanton,Oba spola,73
2021,Broj,Srednjobosanski kanton,Oba spola,43
2022,Broj,Srednjobosanski kanton,Oba spola,43
2015,Broj,Srednjobosanski kanton,M,5
2016,Broj,Srednjobosanski kanton,M,3
2017,Broj,Srednjobosanski kanton,M,10
2018,Broj,Srednjobosanski kanton,M,5
2019,Broj,Srednjobosanski kanton,M,91
2020,Broj,Srednjobosanski kanton,M,28
2021,Broj,Srednjobosanski kanton,M,14
2022,Broj,Srednjobosanski kanton,M,18
2014,Broj,Srednjobosanski kanton,Ž,12
2015,Broj,Srednjobosanski kanton,Ž,41
2016,Broj,Srednjobosanski kanton,Ž,20
2017,Broj,Srednjobosanski kanton,Ž,9
2018,Broj,Srednjobosanski kanton,Ž,8
2019,Broj,Srednjobosanski kanton,Ž,54
2020,Broj,Srednjobosanski kanton,Ž,45
2021,Broj,Srednjobosanski kanton,Ž,29
2022,Broj,Srednjobosanski kanton,Ž,25
2010,Broj,Hercegovačko-neretvanski kanton,Oba spola,40
2011,Broj,Hercegovačko-neretvanski kanton,Oba spola,53
2012,Broj,Hercegovačko-neretvanski kanton,Oba spola,115
2013,Broj,Hercegovačko-neretvanski kanton,Oba spola,137
2014,Broj,Hercegovačko-neretvanski kanton,Oba spola,178
2015,Broj,Hercegovačko-neretvanski kanton,Oba spola,184
2016,Broj,Hercegovačko-neretvanski kanton,Oba spola,168
2017,Broj,Hercegovačko-neretvanski kanton,Oba spola,74
2018,Broj,Hercegovačko-neretvanski kanton,Oba spola,99
2019,Broj,Hercegovačko-neretvanski kanton,Oba spola,124
2020,Broj,Hercegovačko-neretvanski kanton,Oba spola,142
2021,Broj,Hercegovačko-neretvanski kanton,Oba spola,76
2022,Broj,Hercegovačko-neretvanski kanton,Oba spola,108
2010,Broj,Hercegovačko-neretvanski kanton,M,10
2011,Broj,Hercegovačko-neretvanski kanton,M,16
2012,Broj,Hercegovačko-neretvanski kanton,M,36
2013,Broj,Hercegovačko-neretvanski kanton,M,38
2014,Broj,Hercegovačko-neretvanski kanton,M,54
2015,Broj,Hercegovačko-neretvanski kanton,M,59
2016,Broj,Hercegovačko-neretvanski kanton,M,54
2017,Broj,Hercegovačko-neretvanski kanton,M,21
2018,Broj,Hercegovačko-neretvanski kanton,M,28
2019,Broj,Hercegovačko-neretvanski kanton,M,43
2020,Broj,Hercegovačko-neretvanski kanton,M,57
2021,Broj,Hercegovačko-neretvanski kanton,M,22
2022,Broj,Hercegovačko-neretvanski kanton,M,37
2010,Broj,Hercegovačko-neretvanski kanton,Ž,30
2011,Broj,Hercegovačko-neretvanski kanton,Ž,37
2012,Broj,Hercegovačko-neretvanski kanton,Ž,79
2013,Broj,Hercegovačko-neretvanski kanton,Ž,99
2014,Broj,Hercegovačko-neretvanski kanton,Ž,124
2015,Broj,Hercegovačko-neretvanski kanton,Ž,125
2016,Broj,Hercegovačko-neretvanski kanton,Ž,114
2017,Broj,Hercegovačko-neretvanski kanton,Ž,53
2018,Broj,Hercegovačko-neretvanski kanton,Ž,71
2019,Broj,Hercegovačko-neretvanski kanton,Ž,81
2020,Broj,Hercegovačko-neretvanski kanton,Ž,85
2021,Broj,Hercegovačko-neretvanski kanton,Ž,54
2022,Broj,Hercegovačko-neretvanski kanton,Ž,71
2010,Broj,Zapadno-hercegovački kanton,Oba spola,16
2011,Broj,Zapadno-hercegovački kanton,Oba spola,13
2012,Broj,Zapadno-hercegovački kanton,Oba spola,19
2013,Broj,Zapadno-hercegovački kanton,Oba spola,14
2014,Broj,Zapadno-hercegovački kanton,Oba spola,9
2015,Broj,Zapadno-hercegovački kanton,Oba spola,16
2016,Broj,Zapadno-hercegovački kanton,Oba spola,15
2017,Broj,Zapadno-hercegovački kanton,Oba spola,25
2018,Broj,Zapadno-hercegovački kanton,Oba spola,16
2019,Broj,Zapadno-hercegovački kanton,Oba spola,6
2020,Broj,Zapadno-hercegovački kanton,Oba spola,17
2021,Broj,Zapadno-hercegovački kanton,Oba spola,16
2022,Broj,Zapadno-hercegovački kanton,Oba spola,13
2010,Broj,Zapadno-hercegovački kanton,M,6
2011,Broj,Zapadno-hercegovački kanton,M,6
2012,Broj,Zapadno-hercegovački kanton,M,8
2013,Broj,Zapadno-hercegovački kanton,M,7
2014,Broj,Zapadno-hercegovački kanton,M,4
2015,Broj,Zapadno-hercegovački kanton,M,5
2016,Broj,Zapadno-hercegovački kanton,M,7
2017,Broj,Zapadno-hercegovački kanton,M,6
2018,Broj,Zapadno-hercegovački kanton,M,6
2019,Broj,Zapadno-hercegovački kanton,M,2
2020,Broj,Zapadno-hercegovački kanton,M,7
2021,Broj,Zapadno-hercegovački kanton,M,7
2022,Broj,Zapadno-hercegovački kanton,M,2
2010,Broj,Zapadno-hercegovački kanton,Ž,10
2011,Broj,Zapadno-hercegovački kanton,Ž,7
2012,Broj,Zapadno-hercegovački kanton,Ž,11
2013,Broj,Zapadno-hercegovački kanton,Ž,7
2014,Broj,Zapadno-hercegovački kanton,Ž,5
2015,Broj,Zapadno-hercegovački kanton,Ž,11
2016,Broj,Zapadno-hercegovački kanton,Ž,8
2017,Broj,Zapadno-hercegovački kanton,Ž,19
2018,Broj,Zapadno-hercegovački kanton,Ž,10
2019,Broj,Zapadno-hercegovački kanton,Ž,4
2020,Broj,Zapadno-hercegovački kanton,Ž,10
2021,Broj,Zapadno-hercegovački kanton,Ž,9
2022,Broj,Zapadno-hercegovački kanton,Ž,11
2010,Broj,Kanton Sarajevo,Oba spola,2
2013,Broj,Kanton Sarajevo,Oba spola,27
2014,Broj,Kanton Sarajevo,Oba spola,218
2015,Broj,Kanton Sarajevo,Oba spola,153
2016,Broj,Kanton Sarajevo,Oba spola,178
2017,Broj,Kanton Sarajevo,Oba spola,322
2018,Broj,Kanton Sarajevo,Oba spola,324
2019,Broj,Kanton Sarajevo,Oba spola,351
2020,Broj,Kanton Sarajevo,Oba spola,454
2021,Broj,Kanton Sarajevo,Oba spola,429
2022,Broj,Kanton Sarajevo,Oba spola,368
2010,Broj,Kanton Sarajevo,M,2
2013,Broj,Kanton Sarajevo,M,9
2014,Broj,Kanton Sarajevo,M,95
2015,Broj,Kanton Sarajevo,M,31
2016,Broj,Kanton Sarajevo,M,41
2017,Broj,Kanton Sarajevo,M,119
2018,Broj,Kanton Sarajevo,M,112
2019,Broj,Kanton Sarajevo,M,116
2020,Broj,Kanton Sarajevo,M,174
2021,Broj,Kanton Sarajevo,M,131
2022,Broj,Kanton Sarajevo,M,94
2013,Broj,Kanton Sarajevo,Ž,18
2014,Broj,Kanton Sarajevo,Ž,123
2015,Broj,Kanton Sarajevo,Ž,122
2016,Broj,Kanton Sarajevo,Ž,137
2017,Broj,Kanton Sarajevo,Ž,203
2018,Broj,Kanton Sarajevo,Ž,212
2019,Broj,Kanton Sarajevo,Ž,235
2020,Broj,Kanton Sarajevo,Ž,280
2021,Broj,Kanton Sarajevo,Ž,298
2022,Broj,Kanton Sarajevo,Ž,274
