Year,UNIT_MEASURE,Administrativna jedinica,Spol,Value
2010,Broj,Federacija Bosne i Hercegovine,Oba spola,10179
2010,Broj,Unsko-sanska županija,Oba spola,996
2010,Broj,Posavska županija,Oba spola,117
2010,Broj,Tuzlanska županija,Oba spola,1865
2010,Broj,Zeničko-dobojska županija,Oba spola,1032
2010,Broj,Bosansko-podrinjska županija,Oba spola,158
2010,Broj,Srednjobosanska županija,Oba spola,703
2010,Broj,Hercegovačko-neretvanska županija,Oba spola,1445
2010,Broj,Zapadno-hercegovačka županija,Oba spola,679
2010,Broj,Sarajevska županija,Oba spola,2811
2010,Broj,Županija 10,Oba spola,373
2010,Broj,Federacija Bosne i Hercegovine,M,5359
2010,Broj,Unsko-sanska županija,M,534
2010,Broj,Posavska županija,M,55
2010,Broj,Tuzlanska županija,M,953
2010,Broj,Zeničko-dobojska županija,M,563
2010,Broj,Bosansko-podrinjska županija,M,82
2010,Broj,Srednjobosanska županija,M,400
2010,Broj,Hercegovačko-neretvanska županija,M,746
2010,Broj,Zapadno-hercegovačka županija,M,372
2010,Broj,Sarajevska županija,M,1456
2010,Broj,Županija 10,M,198
2010,Broj,Federacija Bosne i Hercegovine,Ž,4820
2010,Broj,Unsko-sanska županija,Ž,462
2010,Broj,Posavska županija,Ž,62
2010,Broj,Tuzlanska županija,Ž,912
2010,Broj,Zeničko-dobojska županija,Ž,469
2010,Broj,Bosansko-podrinjska županija,Ž,76
2010,Broj,Srednjobosanska županija,Ž,303
2010,Broj,Hercegovačko-neretvanska županija,Ž,699
2010,Broj,Zapadno-hercegovačka županija,Ž,307
2010,Broj,Sarajevska županija,Ž,1355
2010,Broj,Županija 10,Ž,175
2011,Broj,Federacija Bosne i Hercegovine,Oba spola,10179
2011,Broj,Unsko-sanska županija,Oba spola,996
2011,Broj,Posavska županija,Oba spola,117
2011,Broj,Tuzlanska županija,Oba spola,1865
2011,Broj,Zeničko-dobojska županija,Oba spola,1032
2011,Broj,Bosansko-podrinjska županija,Oba spola,158
2011,Broj,Srednjobosanska županija,Oba spola,703
2011,Broj,Hercegovačko-neretvanska županija,Oba spola,1445
2011,Broj,Zapadno-hercegovačka županija,Oba spola,679
2011,Broj,Sarajevska županija,Oba spola,2811
2011,Broj,Županija 10,Oba spola,373
2011,Broj,Federacija Bosne i Hercegovine,M,5359
2011,Broj,Unsko-sanska županija,M,534
2011,Broj,Posavska županija,M,55
2011,Broj,Tuzlanska županija,M,953
2011,Broj,Zeničko-dobojska županija,M,563
2011,Broj,Bosansko-podrinjska županija,M,82
2011,Broj,Srednjobosanska županija,M,400
2011,Broj,Hercegovačko-neretvanska županija,M,746
2011,Broj,Zapadno-hercegovačka županija,M,372
2011,Broj,Sarajevska županija,M,1456
2011,Broj,Županija 10,M,198
2011,Broj,Federacija Bosne i Hercegovine,Ž,4820
2011,Broj,Unsko-sanska županija,Ž,462
2011,Broj,Posavska županija,Ž,62
2011,Broj,Tuzlanska županija,Ž,912
2011,Broj,Zeničko-dobojska županija,Ž,469
2011,Broj,Bosansko-podrinjska županija,Ž,76
2011,Broj,Srednjobosanska županija,Ž,303
2011,Broj,Hercegovačko-neretvanska županija,Ž,699
2011,Broj,Zapadno-hercegovačka županija,Ž,307
2011,Broj,Sarajevska županija,Ž,1355
2011,Broj,Županija 10,Ž,175
2012,Broj,Federacija Bosne i Hercegovine,Oba spola,10969
2012,Broj,Unsko-sanska županija,Oba spola,1065
2012,Broj,Posavska županija,Oba spola,141
2012,Broj,Tuzlanska županija,Oba spola,2011
2012,Broj,Zeničko-dobojska županija,Oba spola,1251
2012,Broj,Bosansko-podrinjska županija,Oba spola,192
2012,Broj,Srednjobosanska županija,Oba spola,656
2012,Broj,Hercegovačko-neretvanska županija,Oba spola,1421
2012,Broj,Zapadno-hercegovačka županija,Oba spola,756
2012,Broj,Sarajevska županija,Oba spola,3101
2012,Broj,Županija 10,Oba spola,375
2012,Broj,Federacija Bosne i Hercegovine,M,5700
2012,Broj,Unsko-sanska županija,M,564
2012,Broj,Posavska županija,M,91
2012,Broj,Tuzlanska županija,M,1096
2012,Broj,Zeničko-dobojska županija,M,651
2012,Broj,Bosansko-podrinjska županija,M,92
2012,Broj,Srednjobosanska županija,M,332
2012,Broj,Hercegovačko-neretvanska županija,M,721
2012,Broj,Zapadno-hercegovačka županija,M,411
2012,Broj,Sarajevska županija,M,1550
2012,Broj,Županija 10,M,192
2012,Broj,Federacija Bosne i Hercegovine,Ž,5269
2012,Broj,Unsko-sanska županija,Ž,501
2012,Broj,Posavska županija,Ž,50
2012,Broj,Tuzlanska županija,Ž,915
2012,Broj,Zeničko-dobojska županija,Ž,600
2012,Broj,Bosansko-podrinjska županija,Ž,100
2012,Broj,Srednjobosanska županija,Ž,324
2012,Broj,Hercegovačko-neretvanska županija,Ž,700
2012,Broj,Zapadno-hercegovačka županija,Ž,345
2012,Broj,Sarajevska županija,Ž,1551
2012,Broj,Županija 10,Ž,183
2013,Broj,Federacija Bosne i Hercegovine,Oba spola,156
2013,Broj,Unsko-sanska županija,Oba spola,14
2013,Broj,Posavska županija,Oba spola,3
2013,Broj,Tuzlanska županija,Oba spola,21
2013,Broj,Zeničko-dobojska županija,Oba spola,24
2013,Broj,Bosansko-podrinjska županija,Oba spola,2
2013,Broj,Srednjobosanska županija,Oba spola,12
2013,Broj,Hercegovačko-neretvanska županija,Oba spola,22
2013,Broj,Zapadno-hercegovačka županija,Oba spola,12
2013,Broj,Sarajevska županija,Oba spola,40
2013,Broj,Županija 10,Oba spola,6
2013,Broj,Federacija Bosne i Hercegovine,M,6229
2013,Broj,Unsko-sanska županija,M,587
2013,Broj,Posavska županija,M,74
2013,Broj,Tuzlanska županija,M,1054
2013,Broj,Zeničko-dobojska županija,M,711
2013,Broj,Bosansko-podrinjska županija,M,91
2013,Broj,Srednjobosanska županija,M,290
2013,Broj,Hercegovačko-neretvanska županija,M,780
2013,Broj,Zapadno-hercegovačka županija,M,424
2013,Broj,Sarajevska županija,M,2028
2013,Broj,Županija 10,M,190
2013,Broj,Federacija Bosne i Hercegovine,Ž,5579
2013,Broj,Unsko-sanska županija,Ž,533
2013,Broj,Posavska županija,Ž,68
2013,Broj,Tuzlanska županija,Ž,858
2013,Broj,Zeničko-dobojska županija,Ž,687
2013,Broj,Bosansko-podrinjska županija,Ž,80
2013,Broj,Srednjobosanska županija,Ž,318
2013,Broj,Hercegovačko-neretvanska županija,Ž,739
2013,Broj,Zapadno-hercegovačka županija,Ž,371
2013,Broj,Sarajevska županija,Ž,1745
2013,Broj,Županija 10,Ž,180
2014,Broj,Federacija Bosne i Hercegovine,Oba spola,12737
2014,Broj,Unsko-sanska županija,Oba spola,1244
2014,Broj,Posavska županija,Oba spola,149
2014,Broj,Tuzlanska županija,Oba spola,2033
2014,Broj,Zeničko-dobojska županija,Oba spola,1406
2014,Broj,Bosansko-podrinjska županija,Oba spola,139
2014,Broj,Srednjobosanska županija,Oba spola,821
2014,Broj,Hercegovačko-neretvanska županija,Oba spola,1794
2014,Broj,Zapadno-hercegovačka županija,Oba spola,789
2014,Broj,Sarajevska županija,Oba spola,4003
2014,Broj,Županija 10,Oba spola,359
2014,Broj,Federacija Bosne i Hercegovine,M,6632
2014,Broj,Unsko-sanska županija,M,651
2014,Broj,Posavska županija,M,74
2014,Broj,Tuzlanska županija,M,1108
2014,Broj,Zeničko-dobojska županija,M,731
2014,Broj,Bosansko-podrinjska županija,M,64
2014,Broj,Srednjobosanska županija,M,420
2014,Broj,Hercegovačko-neretvanska županija,M,914
2014,Broj,Zapadno-hercegovačka županija,M,421
2014,Broj,Sarajevska županija,M,2070
2014,Broj,Županija 10,M,179
2014,Broj,Federacija Bosne i Hercegovine,Ž,6105
2014,Broj,Unsko-sanska županija,Ž,593
2014,Broj,Posavska županija,Ž,75
2014,Broj,Tuzlanska županija,Ž,925
2014,Broj,Zeničko-dobojska županija,Ž,675
2014,Broj,Bosansko-podrinjska županija,Ž,75
2014,Broj,Srednjobosanska županija,Ž,401
2014,Broj,Hercegovačko-neretvanska županija,Ž,880
2014,Broj,Zapadno-hercegovačka županija,Ž,368
2014,Broj,Sarajevska županija,Ž,1933
2014,Broj,Županija 10,Ž,180
2015,Broj,Federacija Bosne i Hercegovine,Oba spola,13268
2015,Broj,Unsko-sanska županija,Oba spola,1311
2015,Broj,Posavska županija,Oba spola,161
2015,Broj,Tuzlanska županija,Oba spola,2213
2015,Broj,Zeničko-dobojska županija,Oba spola,1594
2015,Broj,Bosansko-podrinjska županija,Oba spola,141
2015,Broj,Srednjobosanska županija,Oba spola,889
2015,Broj,Hercegovačko-neretvanska županija,Oba spola,1975
2015,Broj,Zapadno-hercegovačka županija,Oba spola,738
2015,Broj,Sarajevska županija,Oba spola,3856
2015,Broj,Županija 10,Oba spola,390
2015,Broj,Federacija Bosne i Hercegovine,M,6906
2015,Broj,Unsko-sanska županija,M,695
2015,Broj,Posavska županija,M,81
2015,Broj,Tuzlanska županija,M,1187
2015,Broj,Zeničko-dobojska županija,M,835
2015,Broj,Bosansko-podrinjska županija,M,67
2015,Broj,Srednjobosanska županija,M,447
2015,Broj,Hercegovačko-neretvanska županija,M,999
2015,Broj,Zapadno-hercegovačka županija,M,365
2015,Broj,Sarajevska županija,M,2037
2015,Broj,Županija 10,M,193
2015,Broj,Federacija Bosne i Hercegovine,Ž,6362
2015,Broj,Unsko-sanska županija,Ž,616
2015,Broj,Posavska županija,Ž,80
2015,Broj,Tuzlanska županija,Ž,1026
2015,Broj,Zeničko-dobojska županija,Ž,759
2015,Broj,Bosansko-podrinjska županija,Ž,74
2015,Broj,Srednjobosanska županija,Ž,442
2015,Broj,Hercegovačko-neretvanska županija,Ž,976
2015,Broj,Zapadno-hercegovačka županija,Ž,373
2015,Broj,Sarajevska županija,Ž,1819
2015,Broj,Županija 10,Ž,197
2016,Broj,Federacija Bosne i Hercegovine,Oba spola,14405
2016,Broj,Unsko-sanska županija,Oba spola,1351
2016,Broj,Posavska županija,Oba spola,160
2016,Broj,Tuzlanska županija,Oba spola,2337
2016,Broj,Zeničko-dobojska županija,Oba spola,1893
2016,Broj,Bosansko-podrinjska županija,Oba spola,146
2016,Broj,Srednjobosanska županija,Oba spola,970
2016,Broj,Hercegovačko-neretvanska županija,Oba spola,2100
2016,Broj,Zapadno-hercegovačka županija,Oba spola,851
2016,Broj,Sarajevska županija,Oba spola,4206
2016,Broj,Županija 10,Oba spola,391
2016,Broj,Federacija Bosne i Hercegovine,M,7604
2016,Broj,Unsko-sanska županija,M,743
2016,Broj,Posavska županija,M,83
2016,Broj,Tuzlanska županija,M,1252
2016,Broj,Zeničko-dobojska županija,M,968
2016,Broj,Bosansko-podrinjska županija,M,68
2016,Broj,Srednjobosanska županija,M,495
2016,Broj,Hercegovačko-neretvanska županija,M,1071
2016,Broj,Zapadno-hercegovačka županija,M,437
2016,Broj,Sarajevska županija,M,2298
2016,Broj,Županija 10,M,189
2016,Broj,Federacija Bosne i Hercegovine,Ž,6801
2016,Broj,Unsko-sanska županija,Ž,608
2016,Broj,Posavska županija,Ž,77
2016,Broj,Tuzlanska županija,Ž,1085
2016,Broj,Zeničko-dobojska županija,Ž,925
2016,Broj,Bosansko-podrinjska županija,Ž,78
2016,Broj,Srednjobosanska županija,Ž,475
2016,Broj,Hercegovačko-neretvanska županija,Ž,1029
2016,Broj,Zapadno-hercegovačka županija,Ž,414
2016,Broj,Sarajevska županija,Ž,1908
2016,Broj,Županija 10,Ž,202
2017,Broj,Federacija Bosne i Hercegovine,Oba spola,15093
2017,Broj,Unsko-sanska županija,Oba spola,1398
2017,Broj,Posavska županija,Oba spola,158
2017,Broj,Tuzlanska županija,Oba spola,2484
2017,Broj,Zeničko-dobojska županija,Oba spola,2017
2017,Broj,Bosansko-podrinjska županija,Oba spola,155
2017,Broj,Srednjobosanska županija,Oba spola,1034
2017,Broj,Hercegovačko-neretvanska županija,Oba spola,2317
2017,Broj,Zapadno-hercegovačka županija,Oba spola,901
2017,Broj,Sarajevska županija,Oba spola,4221
2017,Broj,Županija 10,Oba spola,408
2017,Broj,Federacija Bosne i Hercegovine,M,7850
2017,Broj,Unsko-sanska županija,M,768
2017,Broj,Posavska županija,M,84
2017,Broj,Tuzlanska županija,M,1289
2017,Broj,Zeničko-dobojska županija,M,998
2017,Broj,Bosansko-podrinjska županija,M,84
2017,Broj,Srednjobosanska županija,M,559
2017,Broj,Hercegovačko-neretvanska županija,M,1137
2017,Broj,Zapadno-hercegovačka županija,M,444
2017,Broj,Sarajevska županija,M,2284
2017,Broj,Županija 10,M,203
2017,Broj,Federacija Bosne i Hercegovine,Ž,7243
2017,Broj,Unsko-sanska županija,Ž,630
2017,Broj,Posavska županija,Ž,74
2017,Broj,Tuzlanska županija,Ž,1195
2017,Broj,Zeničko-dobojska županija,Ž,1019
2017,Broj,Bosansko-podrinjska županija,Ž,71
2017,Broj,Srednjobosanska županija,Ž,475
2017,Broj,Hercegovačko-neretvanska županija,Ž,1180
2017,Broj,Zapadno-hercegovačka županija,Ž,457
2017,Broj,Sarajevska županija,Ž,1937
2017,Broj,Županija 10,Ž,205
2018,Broj,Federacija Bosne i Hercegovine,Oba spola,15722
2018,Broj,Unsko-sanska županija,Oba spola,1428
2018,Broj,Posavska županija,Oba spola,165
2018,Broj,Tuzlanska županija,Oba spola,2492
2018,Broj,Zeničko-dobojska županija,Oba spola,2255
2018,Broj,Bosansko-podrinjska županija,Oba spola,165
2018,Broj,Srednjobosanska županija,Oba spola,1094
2018,Broj,Hercegovačko-neretvanska županija,Oba spola,2519
2018,Broj,Zapadno-hercegovačka županija,Oba spola,991
2018,Broj,Sarajevska županija,Oba spola,4204
2018,Broj,Županija 10,Oba spola,409
2018,Broj,Federacija Bosne i Hercegovine,M,8175
2018,Broj,Unsko-sanska županija,M,806
2018,Broj,Posavska županija,M,76
2018,Broj,Tuzlanska županija,M,1278
2018,Broj,Zeničko-dobojska županija,M,1126
2018,Broj,Bosansko-podrinjska županija,M,90
2018,Broj,Srednjobosanska županija,M,533
2018,Broj,Hercegovačko-neretvanska županija,M,1270
2018,Broj,Zapadno-hercegovačka županija,M,477
2018,Broj,Sarajevska županija,M,2311
2018,Broj,Županija 10,M,208
2018,Broj,Federacija Bosne i Hercegovine,Ž,7547
2018,Broj,Unsko-sanska županija,Ž,622
2018,Broj,Posavska županija,Ž,89
2018,Broj,Tuzlanska županija,Ž,1214
2018,Broj,Zeničko-dobojska županija,Ž,1129
2018,Broj,Bosansko-podrinjska županija,Ž,75
2018,Broj,Srednjobosanska županija,Ž,561
2018,Broj,Hercegovačko-neretvanska županija,Ž,1249
2018,Broj,Zapadno-hercegovačka županija,Ž,514
2018,Broj,Sarajevska županija,Ž,1893
2018,Broj,Županija 10,Ž,201
