Year,UNIT_MEASURE,ADMIN_AREA,SEX,Value
2009,NUMBER,federation_of_bih,_T,71610
2010,NUMBER,federation_of_bih,_T,74594
2011,NUMBER,federation_of_bih,_T,74565
2012,NUMBER,federation_of_bih,_T,72460
2013,NUMBER,federation_of_bih,_T,72601
2014,NUMBER,federation_of_bih,_T,71873
2015,NUMBER,federation_of_bih,_T,72112
2016,NUMBER,federation_of_bih,_T,69969
2017,NUMBER,federation_of_bih,_T,66027
2018,NUMBER,federation_of_bih,_T,62285
2009,NUMBER,federation_of_bih,M,31404
2010,NUMBER,federation_of_bih,M,32651
2011,NUMBER,federation_of_bih,M,32767
2012,NUMBER,federation_of_bih,M,31970
2013,NUMBER,federation_of_bih,M,31732
2014,NUMBER,federation_of_bih,M,31305
2015,NUMBER,federation_of_bih,M,31317
2016,NUMBER,federation_of_bih,M,30064
2017,NUMBER,federation_of_bih,M,28095
2018,NUMBER,federation_of_bih,M,25544
2009,NUMBER,federation_of_bih,F,40206
2010,NUMBER,federation_of_bih,F,41943
2011,NUMBER,federation_of_bih,F,41798
2012,NUMBER,federation_of_bih,F,40490
2013,NUMBER,federation_of_bih,F,40869
2014,NUMBER,federation_of_bih,F,40568
2015,NUMBER,federation_of_bih,F,40795
2016,NUMBER,federation_of_bih,F,39905
2017,NUMBER,federation_of_bih,F,37932
2018,NUMBER,federation_of_bih,F,36741
2009,NUMBER,una-sana_canton,_T,5008
2010,NUMBER,una-sana_canton,_T,4732
2011,NUMBER,una-sana_canton,_T,4588
2012,NUMBER,una-sana_canton,_T,3896
2013,NUMBER,una-sana_canton,_T,3355
2014,NUMBER,una-sana_canton,_T,3038
2015,NUMBER,una-sana_canton,_T,3011
2016,NUMBER,una-sana_canton,_T,2894
2017,NUMBER,una-sana_canton,_T,2547
2018,NUMBER,una-sana_canton,_T,2322
2009,NUMBER,una-sana_canton,M,2019
2010,NUMBER,una-sana_canton,M,1946
2011,NUMBER,una-sana_canton,M,1919
2012,NUMBER,una-sana_canton,M,1647
2013,NUMBER,una-sana_canton,M,1422
2014,NUMBER,una-sana_canton,M,1307
2015,NUMBER,una-sana_canton,M,1268
2016,NUMBER,una-sana_canton,M,1216
2017,NUMBER,una-sana_canton,M,1016
2018,NUMBER,una-sana_canton,M,893
2009,NUMBER,una-sana_canton,F,2989
2010,NUMBER,una-sana_canton,F,2786
2011,NUMBER,una-sana_canton,F,2669
2012,NUMBER,una-sana_canton,F,2249
2013,NUMBER,una-sana_canton,F,1933
2014,NUMBER,una-sana_canton,F,1731
2015,NUMBER,una-sana_canton,F,1743
2016,NUMBER,una-sana_canton,F,1678
2017,NUMBER,una-sana_canton,F,1531
2018,NUMBER,una-sana_canton,F,1429
2009,NUMBER,tuzla_canton,_T,13896
2010,NUMBER,tuzla_canton,_T,14557
2011,NUMBER,tuzla_canton,_T,13535
2012,NUMBER,tuzla_canton,_T,12147
2013,NUMBER,tuzla_canton,_T,11686
2014,NUMBER,tuzla_canton,_T,11074
2015,NUMBER,tuzla_canton,_T,11231
2016,NUMBER,tuzla_canton,_T,11338
2017,NUMBER,tuzla_canton,_T,10920
2018,NUMBER,tuzla_canton,_T,9956
2009,NUMBER,tuzla_canton,M,6038
2010,NUMBER,tuzla_canton,M,6284
2011,NUMBER,tuzla_canton,M,5710
2012,NUMBER,tuzla_canton,M,5103
2013,NUMBER,tuzla_canton,M,4770
2014,NUMBER,tuzla_canton,M,4499
2015,NUMBER,tuzla_canton,M,4626
2016,NUMBER,tuzla_canton,M,4746
2017,NUMBER,tuzla_canton,M,4540
2018,NUMBER,tuzla_canton,M,4073
2009,NUMBER,tuzla_canton,F,7858
2010,NUMBER,tuzla_canton,F,8273
2011,NUMBER,tuzla_canton,F,7825
2012,NUMBER,tuzla_canton,F,7044
2013,NUMBER,tuzla_canton,F,6916
2014,NUMBER,tuzla_canton,F,6575
2015,NUMBER,tuzla_canton,F,6605
2016,NUMBER,tuzla_canton,F,6592
2017,NUMBER,tuzla_canton,F,6380
2018,NUMBER,tuzla_canton,F,5883
2009,NUMBER,zenica-doboj_canton,_T,4463
2010,NUMBER,zenica-doboj_canton,_T,4655
2011,NUMBER,zenica-doboj_canton,_T,4278
2012,NUMBER,zenica-doboj_canton,_T,4151
2013,NUMBER,zenica-doboj_canton,_T,3917
2014,NUMBER,zenica-doboj_canton,_T,3927
2015,NUMBER,zenica-doboj_canton,_T,3687
2016,NUMBER,zenica-doboj_canton,_T,3495
2017,NUMBER,zenica-doboj_canton,_T,3124
2018,NUMBER,zenica-doboj_canton,_T,3173
2009,NUMBER,zenica-doboj_canton,M,1748
2010,NUMBER,zenica-doboj_canton,M,1797
2011,NUMBER,zenica-doboj_canton,M,1668
2012,NUMBER,zenica-doboj_canton,M,1637
2013,NUMBER,zenica-doboj_canton,M,1524
2014,NUMBER,zenica-doboj_canton,M,1542
2015,NUMBER,zenica-doboj_canton,M,1434
2016,NUMBER,zenica-doboj_canton,M,1297
2017,NUMBER,zenica-doboj_canton,M,1115
2018,NUMBER,zenica-doboj_canton,M,1098
2009,NUMBER,zenica-doboj_canton,F,2715
2010,NUMBER,zenica-doboj_canton,F,2858
2011,NUMBER,zenica-doboj_canton,F,2610
2012,NUMBER,zenica-doboj_canton,F,2514
2013,NUMBER,zenica-doboj_canton,F,2393
2014,NUMBER,zenica-doboj_canton,F,2385
2015,NUMBER,zenica-doboj_canton,F,2253
2016,NUMBER,zenica-doboj_canton,F,2198
2017,NUMBER,zenica-doboj_canton,F,2009
2018,NUMBER,zenica-doboj_canton,F,2075
2009,NUMBER,bosnian-podrinje_canton,_T,0
2010,NUMBER,bosnian-podrinje_canton,_T,0
2011,NUMBER,bosnian-podrinje_canton,_T,0
2012,NUMBER,bosnian-podrinje_canton,_T,0
2013,NUMBER,bosnian-podrinje_canton,_T,0
2014,NUMBER,bosnian-podrinje_canton,_T,31
2015,NUMBER,bosnian-podrinje_canton,_T,112
2016,NUMBER,bosnian-podrinje_canton,_T,144
2017,NUMBER,bosnian-podrinje_canton,_T,126
2018,NUMBER,bosnian-podrinje_canton,_T,77
2009,NUMBER,bosnian-podrinje_canton,M,0
2010,NUMBER,bosnian-podrinje_canton,M,0
2011,NUMBER,bosnian-podrinje_canton,M,0
2012,NUMBER,bosnian-podrinje_canton,M,0
2013,NUMBER,bosnian-podrinje_canton,M,0
2014,NUMBER,bosnian-podrinje_canton,M,9
2015,NUMBER,bosnian-podrinje_canton,M,42
2016,NUMBER,bosnian-podrinje_canton,M,54
2017,NUMBER,bosnian-podrinje_canton,M,50
2018,NUMBER,bosnian-podrinje_canton,M,31
2009,NUMBER,bosnian-podrinje_canton,F,0
2010,NUMBER,bosnian-podrinje_canton,F,0
2011,NUMBER,bosnian-podrinje_canton,F,0
2012,NUMBER,bosnian-podrinje_canton,F,0
2013,NUMBER,bosnian-podrinje_canton,F,0
2014,NUMBER,bosnian-podrinje_canton,F,22
2015,NUMBER,bosnian-podrinje_canton,F,70
2016,NUMBER,bosnian-podrinje_canton,F,90
2017,NUMBER,bosnian-podrinje_canton,F,76
2018,NUMBER,bosnian-podrinje_canton,F,46
2009,NUMBER,central_bosnia_canton,_T,2991
2010,NUMBER,central_bosnia_canton,_T,3665
2011,NUMBER,central_bosnia_canton,_T,4188
2012,NUMBER,central_bosnia_canton,_T,4500
2013,NUMBER,central_bosnia_canton,_T,4544
2014,NUMBER,central_bosnia_canton,_T,4688
2015,NUMBER,central_bosnia_canton,_T,4913
2016,NUMBER,central_bosnia_canton,_T,5184
2017,NUMBER,central_bosnia_canton,_T,5487
2018,NUMBER,central_bosnia_canton,_T,4489
2009,NUMBER,central_bosnia_canton,M,1791
2010,NUMBER,central_bosnia_canton,M,2184
2011,NUMBER,central_bosnia_canton,M,2545
2012,NUMBER,central_bosnia_canton,M,2814
2013,NUMBER,central_bosnia_canton,M,2825
2014,NUMBER,central_bosnia_canton,M,2964
2015,NUMBER,central_bosnia_canton,M,3068
2016,NUMBER,central_bosnia_canton,M,3200
2017,NUMBER,central_bosnia_canton,M,3354
2018,NUMBER,central_bosnia_canton,M,2603
2009,NUMBER,central_bosnia_canton,F,1200
2010,NUMBER,central_bosnia_canton,F,1481
2011,NUMBER,central_bosnia_canton,F,1643
2012,NUMBER,central_bosnia_canton,F,1686
2013,NUMBER,central_bosnia_canton,F,1719
2014,NUMBER,central_bosnia_canton,F,1724
2015,NUMBER,central_bosnia_canton,F,1845
2016,NUMBER,central_bosnia_canton,F,1984
2017,NUMBER,central_bosnia_canton,F,2133
2018,NUMBER,central_bosnia_canton,F,1886
2009,NUMBER,herzegovina-neretva_canton,_T,12909
2010,NUMBER,herzegovina-neretva_canton,_T,14187
2011,NUMBER,herzegovina-neretva_canton,_T,14541
2012,NUMBER,herzegovina-neretva_canton,_T,13856
2013,NUMBER,herzegovina-neretva_canton,_T,15150
2014,NUMBER,herzegovina-neretva_canton,_T,15046
2015,NUMBER,herzegovina-neretva_canton,_T,14485
2016,NUMBER,herzegovina-neretva_canton,_T,14315
2017,NUMBER,herzegovina-neretva_canton,_T,14120
2018,NUMBER,herzegovina-neretva_canton,_T,13426
2009,NUMBER,herzegovina-neretva_canton,M,5490
2010,NUMBER,herzegovina-neretva_canton,M,5937
2011,NUMBER,herzegovina-neretva_canton,M,6018
2012,NUMBER,herzegovina-neretva_canton,M,5698
2013,NUMBER,herzegovina-neretva_canton,M,6252
2014,NUMBER,herzegovina-neretva_canton,M,6339
2015,NUMBER,herzegovina-neretva_canton,M,6194
2016,NUMBER,herzegovina-neretva_canton,M,6063
2017,NUMBER,herzegovina-neretva_canton,M,5916
2018,NUMBER,herzegovina-neretva_canton,M,5395
2009,NUMBER,herzegovina-neretva_canton,F,7419
2010,NUMBER,herzegovina-neretva_canton,F,8250
2011,NUMBER,herzegovina-neretva_canton,F,8523
2012,NUMBER,herzegovina-neretva_canton,F,8158
2013,NUMBER,herzegovina-neretva_canton,F,8898
2014,NUMBER,herzegovina-neretva_canton,F,8707
2015,NUMBER,herzegovina-neretva_canton,F,8291
2016,NUMBER,herzegovina-neretva_canton,F,8252
2017,NUMBER,herzegovina-neretva_canton,F,8204
2018,NUMBER,herzegovina-neretva_canton,F,8031
2009,NUMBER,sarajevo_canton,_T,32343
2010,NUMBER,sarajevo_canton,_T,32798
2011,NUMBER,sarajevo_canton,_T,33435
2012,NUMBER,sarajevo_canton,_T,33910
2013,NUMBER,sarajevo_canton,_T,33949
2014,NUMBER,sarajevo_canton,_T,34069
2015,NUMBER,sarajevo_canton,_T,34673
2016,NUMBER,sarajevo_canton,_T,32599
2017,NUMBER,sarajevo_canton,_T,29703
2018,NUMBER,sarajevo_canton,_T,28842
2009,NUMBER,sarajevo_canton,M,13342
2010,NUMBER,sarajevo_canton,M,14503
2011,NUMBER,sarajevo_canton,M,14907
2012,NUMBER,sarajevo_canton,M,15071
2013,NUMBER,sarajevo_canton,M,14849
2014,NUMBER,sarajevo_canton,M,14645
