Year,UNIT_MEASURE,Admin_Area,Sex,Value
2010,NUMBER,federation_of_bih,_T,32569
2011,NUMBER,federation_of_bih,_T,35353
2012,NUMBER,federation_of_bih,_T,28573
2013,NUMBER,federation_of_bih,_T,21136
2014,NUMBER,federation_of_bih,_T,24237
2015,NUMBER,federation_of_bih,_T,23972
2016,NUMBER,federation_of_bih,_T,23499
2017,NUMBER,federation_of_bih,_T,24693
2018,NUMBER,federation_of_bih,_T,20156
2019,NUMBER,federation_of_bih,_T,20818
2020,NUMBER,federation_of_bih,_T,19934
2021,NUMBER,federation_of_bih,_T,19416
2022,NUMBER,federation_of_bih,_T,18992
2010,NUMBER,federation_of_bih,M,16593
2011,NUMBER,federation_of_bih,M,18197
2012,NUMBER,federation_of_bih,M,14815
2013,NUMBER,federation_of_bih,M,10772
2014,NUMBER,federation_of_bih,M,12206
2015,NUMBER,federation_of_bih,M,12303
2016,NUMBER,federation_of_bih,M,11999
2017,NUMBER,federation_of_bih,M,12619
2018,NUMBER,federation_of_bih,M,10328
2019,NUMBER,federation_of_bih,M,10715
2020,NUMBER,federation_of_bih,M,10216
2021,NUMBER,federation_of_bih,M,9933
2022,NUMBER,federation_of_bih,M,9880
2010,NUMBER,federation_of_bih,F,15976
2011,NUMBER,federation_of_bih,F,17156
2012,NUMBER,federation_of_bih,F,13758
2013,NUMBER,federation_of_bih,F,10364
2014,NUMBER,federation_of_bih,F,12031
2015,NUMBER,federation_of_bih,F,11669
2016,NUMBER,federation_of_bih,F,11500
2017,NUMBER,federation_of_bih,F,12074
2018,NUMBER,federation_of_bih,F,9828
2019,NUMBER,federation_of_bih,F,10103
2020,NUMBER,federation_of_bih,F,9718
2021,NUMBER,federation_of_bih,F,9483
2022,NUMBER,federation_of_bih,F,9112
2010,NUMBER,una-sana_canton,_T,3170
2011,NUMBER,una-sana_canton,_T,4752
2012,NUMBER,una-sana_canton,_T,3840
2013,NUMBER,una-sana_canton,_T,2231
2014,NUMBER,una-sana_canton,_T,3546
2015,NUMBER,una-sana_canton,_T,2997
2016,NUMBER,una-sana_canton,_T,2877
2017,NUMBER,una-sana_canton,_T,2676
2018,NUMBER,una-sana_canton,_T,2552
2019,NUMBER,una-sana_canton,_T,2375
2020,NUMBER,una-sana_canton,_T,2241
2021,NUMBER,una-sana_canton,_T,2021
2022,NUMBER,una-sana_canton,_T,1957
2010,NUMBER,una-sana_canton,M,1679
2011,NUMBER,una-sana_canton,M,2453
2012,NUMBER,una-sana_canton,M,1999
2013,NUMBER,una-sana_canton,M,1115
2014,NUMBER,una-sana_canton,M,1772
2015,NUMBER,una-sana_canton,M,1551
2016,NUMBER,una-sana_canton,M,1426
2017,NUMBER,una-sana_canton,M,1394
2018,NUMBER,una-sana_canton,M,1272
2019,NUMBER,una-sana_canton,M,1234
2020,NUMBER,una-sana_canton,M,1119
2021,NUMBER,una-sana_canton,M,1036
2022,NUMBER,una-sana_canton,M,1022
2010,NUMBER,una-sana_canton,F,1491
2011,NUMBER,una-sana_canton,F,2299
2012,NUMBER,una-sana_canton,F,1841
2013,NUMBER,una-sana_canton,F,1116
2014,NUMBER,una-sana_canton,F,1774
2015,NUMBER,una-sana_canton,F,1446
2016,NUMBER,una-sana_canton,F,1451
2017,NUMBER,una-sana_canton,F,1282
2018,NUMBER,una-sana_canton,F,1280
2019,NUMBER,una-sana_canton,F,1141
2020,NUMBER,una-sana_canton,F,1122
2021,NUMBER,una-sana_canton,F,985
2022,NUMBER,una-sana_canton,F,935
2010,NUMBER,posavina_canton,_T,482
2011,NUMBER,posavina_canton,_T,459
2012,NUMBER,posavina_canton,_T,499
2013,NUMBER,posavina_canton,_T,399
2014,NUMBER,posavina_canton,_T,428
2015,NUMBER,posavina_canton,_T,310
2016,NUMBER,posavina_canton,_T,344
2017,NUMBER,posavina_canton,_T,286
2018,NUMBER,posavina_canton,_T,291
2019,NUMBER,posavina_canton,_T,278
2020,NUMBER,posavina_canton,_T,236
2021,NUMBER,posavina_canton,_T,231
2022,NUMBER,posavina_canton,_T,229
2010,NUMBER,posavina_canton,M,262
2011,NUMBER,posavina_canton,M,225
2012,NUMBER,posavina_canton,M,255
2013,NUMBER,posavina_canton,M,200
2014,NUMBER,posavina_canton,M,223
2015,NUMBER,posavina_canton,M,170
2016,NUMBER,posavina_canton,M,181
2017,NUMBER,posavina_canton,M,139
2018,NUMBER,posavina_canton,M,150
2019,NUMBER,posavina_canton,M,139
2020,NUMBER,posavina_canton,M,119
2021,NUMBER,posavina_canton,M,123
2022,NUMBER,posavina_canton,M,125
2010,NUMBER,posavina_canton,F,220
2011,NUMBER,posavina_canton,F,234
2012,NUMBER,posavina_canton,F,244
2013,NUMBER,posavina_canton,F,199
2014,NUMBER,posavina_canton,F,205
2015,NUMBER,posavina_canton,F,140
2016,NUMBER,posavina_canton,F,163
2017,NUMBER,posavina_canton,F,147
2018,NUMBER,posavina_canton,F,141
2019,NUMBER,posavina_canton,F,139
2020,NUMBER,posavina_canton,F,117
2021,NUMBER,posavina_canton,F,108
2022,NUMBER,posavina_canton,F,104
2010,NUMBER,tuzla_canton,_T,7384
2011,NUMBER,tuzla_canton,_T,7674
2012,NUMBER,tuzla_canton,_T,6070
2013,NUMBER,tuzla_canton,_T,4077
2014,NUMBER,tuzla_canton,_T,4039
2015,NUMBER,tuzla_canton,_T,5119
2016,NUMBER,tuzla_canton,_T,5065
2017,NUMBER,tuzla_canton,_T,4514
2018,NUMBER,tuzla_canton,_T,4368
2019,NUMBER,tuzla_canton,_T,4302
2020,NUMBER,tuzla_canton,_T,4243
2021,NUMBER,tuzla_canton,_T,3869
2022,NUMBER,tuzla_canton,_T,3859
2010,NUMBER,tuzla_canton,M,3717
2011,NUMBER,tuzla_canton,M,3947
2012,NUMBER,tuzla_canton,M,3147
2013,NUMBER,tuzla_canton,M,2114
2014,NUMBER,tuzla_canton,M,2032
2015,NUMBER,tuzla_canton,M,2636
2016,NUMBER,tuzla_canton,M,2557
2017,NUMBER,tuzla_canton,M,2312
2018,NUMBER,tuzla_canton,M,2235
2019,NUMBER,tuzla_canton,M,2174
2020,NUMBER,tuzla_canton,M,2190
2021,NUMBER,tuzla_canton,M,2011
2022,NUMBER,tuzla_canton,M,2011
2010,NUMBER,tuzla_canton,F,3667
2011,NUMBER,tuzla_canton,F,3727
2012,NUMBER,tuzla_canton,F,2923
2013,NUMBER,tuzla_canton,F,1963
2014,NUMBER,tuzla_canton,F,2007
2015,NUMBER,tuzla_canton,F,2483
2016,NUMBER,tuzla_canton,F,2508
2017,NUMBER,tuzla_canton,F,2202
2018,NUMBER,tuzla_canton,F,2133
2019,NUMBER,tuzla_canton,F,2128
2020,NUMBER,tuzla_canton,F,2053
2021,NUMBER,tuzla_canton,F,1858
2022,NUMBER,tuzla_canton,F,1848
2010,NUMBER,zenica-doboj_canton,_T,6300
2011,NUMBER,zenica-doboj_canton,_T,6643
2012,NUMBER,zenica-doboj_canton,_T,4205
2013,NUMBER,zenica-doboj_canton,_T,3703
2014,NUMBER,zenica-doboj_canton,_T,4506
2015,NUMBER,zenica-doboj_canton,_T,4198
2016,NUMBER,zenica-doboj_canton,_T,3957
2017,NUMBER,zenica-doboj_canton,_T,5596
2018,NUMBER,zenica-doboj_canton,_T,4816
2019,NUMBER,zenica-doboj_canton,_T,3629
2020,NUMBER,zenica-doboj_canton,_T,3468
2021,NUMBER,zenica-doboj_canton,_T,3536
2022,NUMBER,zenica-doboj_canton,_T,3486
2010,NUMBER,zenica-doboj_canton,M,3192
2011,NUMBER,zenica-doboj_canton,M,3448
2012,NUMBER,zenica-doboj_canton,M,2144
2013,NUMBER,zenica-doboj_canton,M,1939
2014,NUMBER,zenica-doboj_canton,M,2292
2015,NUMBER,zenica-doboj_canton,M,2188
2016,NUMBER,zenica-doboj_canton,M,2007
2017,NUMBER,zenica-doboj_canton,M,2860
2018,NUMBER,zenica-doboj_canton,M,2447
2019,NUMBER,zenica-doboj_canton,M,1853
2020,NUMBER,zenica-doboj_canton,M,1764
2021,NUMBER,zenica-doboj_canton,M,1793
2022,NUMBER,zenica-doboj_canton,M,1797
2010,NUMBER,zenica-doboj_canton,F,3108
2011,NUMBER,zenica-doboj_canton,F,3195
2012,NUMBER,zenica-doboj_canton,F,2061
2013,NUMBER,zenica-doboj_canton,F,1764
2014,NUMBER,zenica-doboj_canton,F,2214
2015,NUMBER,zenica-doboj_canton,F,2010
2016,NUMBER,zenica-doboj_canton,F,1950
2017,NUMBER,zenica-doboj_canton,F,2736
2018,NUMBER,zenica-doboj_canton,F,2369
2019,NUMBER,zenica-doboj_canton,F,1776
2020,NUMBER,zenica-doboj_canton,F,1704
2021,NUMBER,zenica-doboj_canton,F,1743
2022,NUMBER,zenica-doboj_canton,F,1689
2010,NUMBER,bosnian-podrinje_canton,_T,360
2011,NUMBER,bosnian-podrinje_canton,_T,476
2012,NUMBER,bosnian-podrinje_canton,_T,374
2013,NUMBER,bosnian-podrinje_canton,_T,169
2014,NUMBER,bosnian-podrinje_canton,_T,319
2015,NUMBER,bosnian-podrinje_canton,_T,276
2016,NUMBER,bosnian-podrinje_canton,_T,238
2017,NUMBER,bosnian-podrinje_canton,_T,223
2018,NUMBER,bosnian-podrinje_canton,_T,207
2019,NUMBER,bosnian-podrinje_canton,_T,220
2020,NUMBER,bosnian-podrinje_canton,_T,209
2021,NUMBER,bosnian-podrinje_canton,_T,188
2022,NUMBER,bosnian-podrinje_canton,_T,174
2010,NUMBER,bosnian-podrinje_canton,M,200
2011,NUMBER,bosnian-podrinje_canton,M,261
2012,NUMBER,bosnian-podrinje_canton,M,198
2013,NUMBER,bosnian-podrinje_canton,M,90
2014,NUMBER,bosnian-podrinje_canton,M,173
2015,NUMBER,bosnian-podrinje_canton,M,129
2016,NUMBER,bosnian-podrinje_canton,M,113
2017,NUMBER,bosnian-podrinje_canton,M,121
2018,NUMBER,bosnian-podrinje_canton,M,102
2019,NUMBER,bosnian-podrinje_canton,M,122
2020,NUMBER,bosnian-podrinje_canton,M,113
2021,NUMBER,bosnian-podrinje_canton,M,96
2022,NUMBER,bosnian-podrinje_canton,M,83
2010,NUMBER,bosnian-podrinje_canton,F,160
2011,NUMBER,bosnian-podrinje_canton,F,215
2012,NUMBER,bosnian-podrinje_canton,F,176
2013,NUMBER,bosnian-podrinje_canton,F,79
2014,NUMBER,bosnian-podrinje_canton,F,146
2015,NUMBER,bosnian-podrinje_canton,F,147
2016,NUMBER,bosnian-podrinje_canton,F,125
2017,NUMBER,bosnian-podrinje_canton,F,102
2018,NUMBER,bosnian-podrinje_canton,F,105
2019,NUMBER,bosnian-podrinje_canton,F,98
2020,NUMBER,bosnian-podrinje_canton,F,96
2021,NUMBER,bosnian-podrinje_canton,F,92
2022,NUMBER,bosnian-podrinje_canton,F,91
2010,NUMBER,central_bosnia_canton,_T,4168
2011,NUMBER,central_bosnia_canton,_T,4223
2012,NUMBER,central_bosnia_canton,_T,3697
2013,NUMBER,central_bosnia_canton,_T,3404
2014,NUMBER,central_bosnia_canton,_T,3013
2015,NUMBER,central_bosnia_canton,_T,3076
2016,NUMBER,central_bosnia_canton,_T,2758
2017,NUMBER,central_bosnia_canton,_T,2881
2018,NUMBER,central_bosnia_canton,_T,967
2019,NUMBER,central_bosnia_canton,_T,2706
2020,NUMBER,central_bosnia_canton,_T,2506
