Year,UNIT_MEASURE,Admin_Area,Sex,Value
2010,Number,Federation of Bosnia and Herzegovina,Both sexes,10179
2010,Number,Una-Sana Canton,Both sexes,996
2010,Number,Posavina Canton,Both sexes,117
2010,Number,Tuzla Canton,Both sexes,1865
2010,Number,Zenica-Doboj Canton,Both sexes,1032
2010,Number,Bosnian-Podrinje Canton,Both sexes,158
2010,Number,Central Bosnia Canton,Both sexes,703
2010,Number,Herzegovina-Neretva Canton,Both sexes,1445
2010,Number,West Herzegovina Canton,Both sexes,679
2010,Number,Sarajevo Canton,Both sexes,2811
2010,Number,Canton 10,Both sexes,373
2010,Number,Federation of Bosnia and Herzegovina,M,5359
2010,Number,Una-Sana Canton,M,534
2010,Number,Posavina Canton,M,55
2010,Number,Tuzla Canton,M,953
2010,Number,Zenica-Doboj Canton,M,563
2010,Number,Bosnian-Podrinje Canton,M,82
2010,Number,Central Bosnia Canton,M,400
2010,Number,Herzegovina-Neretva Canton,M,746
2010,Number,West Herzegovina Canton,M,372
2010,Number,Sarajevo Canton,M,1456
2010,Number,Canton 10,M,198
2010,Number,Federation of Bosnia and Herzegovina,F,4820
2010,Number,Una-Sana Canton,F,462
2010,Number,Posavina Canton,F,62
2010,Number,Tuzla Canton,F,912
2010,Number,Zenica-Doboj Canton,F,469
2010,Number,Bosnian-Podrinje Canton,F,76
2010,Number,Central Bosnia Canton,F,303
2010,Number,Herzegovina-Neretva Canton,F,699
2010,Number,West Herzegovina Canton,F,307
2010,Number,Sarajevo Canton,F,1355
2010,Number,Canton 10,F,175
2011,Number,Federation of Bosnia and Herzegovina,Both sexes,10179
2011,Number,Una-Sana Canton,Both sexes,996
2011,Number,Posavina Canton,Both sexes,117
2011,Number,Tuzla Canton,Both sexes,1865
2011,Number,Zenica-Doboj Canton,Both sexes,1032
2011,Number,Bosnian-Podrinje Canton,Both sexes,158
2011,Number,Central Bosnia Canton,Both sexes,703
2011,Number,Herzegovina-Neretva Canton,Both sexes,1445
2011,Number,West Herzegovina Canton,Both sexes,679
2011,Number,Sarajevo Canton,Both sexes,2811
2011,Number,Canton 10,Both sexes,373
2011,Number,Federation of Bosnia and Herzegovina,M,5359
2011,Number,Una-Sana Canton,M,534
2011,Number,Posavina Canton,M,55
2011,Number,Tuzla Canton,M,953
2011,Number,Zenica-Doboj Canton,M,563
2011,Number,Bosnian-Podrinje Canton,M,82
2011,Number,Central Bosnia Canton,M,400
2011,Number,Herzegovina-Neretva Canton,M,746
2011,Number,West Herzegovina Canton,M,372
