Year,UNIT_MEASURE,Sex,Age,Value
2021,%,Both sexes,15 - 89,
2021,%,Both sexes,15 - 24,
2021,%,Both sexes,25 - 49,
2021,%,Both sexes,50 - 64,
2021,%,Both sexes,15 - 64,
2021,%,Both sexes,20 - 64,
2021,%,Both sexes,25 - 34,
2021,%,Both sexes,15 - 74,
2021,%,M,15 - 89,
2021,%,M,15 - 24,
2021,%,M,25 - 49,
2021,%,M,50 - 64,
2021,%,M,15 - 64,
2021,%,M,20 - 64,
2021,%,M,25 - 34,
2021,%,M,15 - 74,
2021,%,F,15 - 89,
2021,%,F,15 - 24,
2021,%,F,25 - 49,
2021,%,F,50 - 64,
2021,%,F,15 - 64,
2021,%,F,20 - 64,
2021,%,F,25 - 34,
2021,%,F,15 - 74,
2021,%,Both sexes,15 - 89,
2021,%,Both sexes,15 - 24,
2021,%,Both sexes,25 - 49,
2021,%,Both sexes,50 - 64,
2021,%,Both sexes,15 - 64,
2021,%,Both sexes,20 - 64,
2021,%,Both sexes,25 - 34,
2021,%,Both sexes,15 - 74,
2021,%,M,15 - 89,
2021,%,M,15 - 24,
2021,%,M,25 - 49,
2021,%,M,50 - 64,
2021,%,M,15 - 64,
2021,%,M,20 - 64,
2021,%,M,25 - 34,
2021,%,M,15 - 74,
2021,%,F,15 - 89,
2021,%,F,15 - 24,
2021,%,F,25 - 49,
2021,%,F,50 - 64,
2021,%,F,15 - 64,
2021,%,F,20 - 64,
2021,%,F,25 - 34,
2021,%,F,15 - 74,
2021,%,Both sexes,15 - 89,
2021,%,Both sexes,15 - 24,
2021,%,Both sexes,25 - 49,
2021,%,Both sexes,50 - 64,
2021,%,Both sexes,15 - 64,
2021,%,Both sexes,20 - 64,
2021,%,Both sexes,25 - 34,
2021,%,Both sexes,15 - 74,
2021,%,M,15 - 89,
2021,%,M,15 - 24,
2021,%,M,25 - 49,
2021,%,M,50 - 64,
2021,%,M,15 - 64,
2021,%,M,20 - 64,
2021,%,M,25 - 34,
2021,%,M,15 - 74,
2021,%,F,15 - 89,
2021,%,F,15 - 24,
2021,%,F,25 - 49,
2021,%,F,50 - 64,
2021,%,F,15 - 64,
