Year,UNIT_MEASURE,Administrative area,Sex,Value
2010,Number,federation_of_bih,Both sexes,1230
2010,Number,una-sana_canton,Both sexes,168
2010,Number,posavina_canton,Both sexes,18
2010,Number,tuzla_canton,Both sexes,246
2010,Number,zenica-doboj_canton,Both sexes,144
2010,Number,bosnian-podrinje_canton,Both sexes,30
2010,Number,central_bosnia_canton,Both sexes,78
2010,Number,herzegovina-neretva_canton,Both sexes,162
2010,Number,west_herzegovina_canton,Both sexes,72
2010,Number,sarajevo_canton,Both sexes,251
2010,Number,canton_10,Both sexes,61
2010,Number,federation_of_bih,M,76
2010,Number,una-sana_canton,M,14
2010,Number,posavina_canton,M,2
2010,Number,tuzla_canton,M,31
2010,Number,zenica-doboj_canton,M,9
2010,Number,bosnian-podrinje_canton,M,2
2010,Number,central_bosnia_canton,M,4
2010,Number,herzegovina-neretva_canton,M,2
2010,Number,west_herzegovina_canton,M,3
2010,Number,sarajevo_canton,M,6
2010,Number,canton_10,M,3
2010,Number,federation_of_bih,F,1154
2010,Number,una-sana_canton,F,154
2010,Number,posavina_canton,F,16
2010,Number,tuzla_canton,F,215
2010,Number,zenica-doboj_canton,F,135
2010,Number,bosnian-podrinje_canton,F,28
2010,Number,central_bosnia_canton,F,74
2010,Number,herzegovina-neretva_canton,F,160
2010,Number,west_herzegovina_canton,F,69
2010,Number,sarajevo_canton,F,245
2010,Number,canton_10,F,58
2011,Number,federation_of_bih,Both sexes,1441
2011,Number,una-sana_canton,Both sexes,170
2011,Number,posavina_canton,Both sexes,18
2011,Number,tuzla_canton,Both sexes,260
2011,Number,zenica-doboj_canton,Both sexes,189
2011,Number,bosnian-podrinje_canton,Both sexes,37
2011,Number,central_bosnia_canton,Both sexes,78
2011,Number,herzegovina-neretva_canton,Both sexes,198
2011,Number,west_herzegovina_canton,Both sexes,86
2011,Number,sarajevo_canton,Both sexes,342
2011,Number,canton_10,Both sexes,63
2011,Number,federation_of_bih,M,96
2011,Number,una-sana_canton,M,14
2011,Number,posavina_canton,M,2
2011,Number,tuzla_canton,M,32
2011,Number,zenica-doboj_canton,M,17
2011,Number,bosnian-podrinje_canton,M,2
2011,Number,central_bosnia_canton,M,4
2011,Number,herzegovina-neretva_canton,M,7
2011,Number,west_herzegovina_canton,M,4
2011,Number,sarajevo_canton,M,11
2011,Number,canton_10,M,3
2011,Number,federation_of_bih,F,1345
2011,Number,una-sana_canton,F,156
2011,Number,posavina_canton,F,16
2011,Number,tuzla_canton,F,228
2011,Number,zenica-doboj_canton,F,172
2011,Number,bosnian-podrinje_canton,F,35
2011,Number,central_bosnia_canton,F,74
2011,Number,herzegovina-neretva_canton,F,191
2011,Number,west_herzegovina_canton,F,82
2011,Number,sarajevo_canton,F,331
2011,Number,canton_10,F,60
2012,Number,federation_of_bih,Both sexes,1450
2012,Number,una-sana_canton,Both sexes,163
2012,Number,posavina_canton,Both sexes,21
2012,Number,tuzla_canton,Both sexes,258
2012,Number,zenica-doboj_canton,Both sexes,177
2012,Number,bosnian-podrinje_canton,Both sexes,36
2012,Number,central_bosnia_canton,Both sexes,97
2012,Number,herzegovina-neretva_canton,Both sexes,186
2012,Number,west_herzegovina_canton,Both sexes,92
2012,Number,sarajevo_canton,Both sexes,356
2012,Number,canton_10,Both sexes,64
2012,Number,federation_of_bih,M,85
2012,Number,una-sana_canton,M,11
2012,Number,posavina_canton,M,1
2012,Number,tuzla_canton,M,30
2012,Number,zenica-doboj_canton,M,9
2012,Number,bosnian-podrinje_canton,M,4
2012,Number,central_bosnia_canton,M,6
2012,Number,herzegovina-neretva_canton,M,4
2012,Number,west_herzegovina_canton,M,3
2012,Number,sarajevo_canton,M,15
2012,Number,canton_10,M,2
2012,Number,federation_of_bih,F,1365
2012,Number,una-sana_canton,F,152
2012,Number,posavina_canton,F,20
2012,Number,tuzla_canton,F,228
2012,Number,zenica-doboj_canton,F,168
2012,Number,bosnian-podrinje_canton,F,32
2012,Number,central_bosnia_canton,F,91
2012,Number,herzegovina-neretva_canton,F,182
2012,Number,west_herzegovina_canton,F,89
2012,Number,sarajevo_canton,F,341
2012,Number,canton_10,F,62
2013,Number,federation_of_bih,Both sexes,1537
2013,Number,una-sana_canton,Both sexes,185
2013,Number,posavina_canton,Both sexes,22
2013,Number,tuzla_canton,Both sexes,225
2013,Number,zenica-doboj_canton,Both sexes,214
2013,Number,bosnian-podrinje_canton,Both sexes,31
2013,Number,central_bosnia_canton,Both sexes,82
2013,Number,herzegovina-neretva_canton,Both sexes,187
2013,Number,west_herzegovina_canton,Both sexes,90
2013,Number,sarajevo_canton,Both sexes,447
2013,Number,canton_10,Both sexes,54
2013,Number,federation_of_bih,M,95
2013,Number,una-sana_canton,M,16
2013,Number,posavina_canton,M,1
2013,Number,tuzla_canton,M,26
2013,Number,zenica-doboj_canton,M,11
2013,Number,bosnian-podrinje_canton,M,4
2013,Number,central_bosnia_canton,M,5
2013,Number,herzegovina-neretva_canton,M,6
2013,Number,west_herzegovina_canton,M,2
2013,Number,sarajevo_canton,M,21
2013,Number,canton_10,M,3
2013,Number,federation_of_bih,F,1442
2013,Number,una-sana_canton,F,169
2013,Number,posavina_canton,F,21
2013,Number,tuzla_canton,F,199
2013,Number,zenica-doboj_canton,F,203
2013,Number,bosnian-podrinje_canton,F,27
2013,Number,central_bosnia_canton,F,77
2013,Number,herzegovina-neretva_canton,F,181
2013,Number,west_herzegovina_canton,F,88
2013,Number,sarajevo_canton,F,426
2013,Number,canton_10,F,51
2014,Number,federation_of_bih,Both sexes,1692
2014,Number,una-sana_canton,Both sexes,190
2014,Number,posavina_canton,Both sexes,23
2014,Number,tuzla_canton,Both sexes,211
2014,Number,zenica-doboj_canton,Both sexes,225
2014,Number,bosnian-podrinje_canton,Both sexes,29
2014,Number,central_bosnia_canton,Both sexes,127
2014,Number,herzegovina-neretva_canton,Both sexes,220
2014,Number,west_herzegovina_canton,Both sexes,99
2014,Number,sarajevo_canton,Both sexes,517
2014,Number,canton_10,Both sexes,51
2014,Number,federation_of_bih,M,117
2014,Number,una-sana_canton,M,16
2014,Number,posavina_canton,M,2
2014,Number,tuzla_canton,M,24
2014,Number,zenica-doboj_canton,M,18
2014,Number,bosnian-podrinje_canton,M,4
2014,Number,central_bosnia_canton,M,7
2014,Number,herzegovina-neretva_canton,M,8
2014,Number,west_herzegovina_canton,M,3
2014,Number,sarajevo_canton,M,31
2014,Number,canton_10,M,4
2014,Number,federation_of_bih,F,1575
2014,Number,una-sana_canton,F,174
2014,Number,posavina_canton,F,21
2014,Number,tuzla_canton,F,187
2014,Number,zenica-doboj_canton,F,207
2014,Number,bosnian-podrinje_canton,F,25
2014,Number,central_bosnia_canton,F,120
2014,Number,herzegovina-neretva_canton,F,212
2014,Number,west_herzegovina_canton,F,96
2014,Number,sarajevo_canton,F,486
2014,Number,canton_10,F,47
2015,Number,federation_of_bih,Both sexes,1781
2015,Number,una-sana_canton,Both sexes,195
2015,Number,posavina_canton,Both sexes,24
2015,Number,tuzla_canton,Both sexes,242
2015,Number,zenica-doboj_canton,Both sexes,244
2015,Number,bosnian-podrinje_canton,Both sexes,28
2015,Number,central_bosnia_canton,Both sexes,128
2015,Number,herzegovina-neretva_canton,Both sexes,252
2015,Number,west_herzegovina_canton,Both sexes,98
2015,Number,sarajevo_canton,Both sexes,518
2015,Number,canton_10,Both sexes,52
2015,Number,federation_of_bih,M,113
2015,Number,una-sana_canton,M,18
