Year,UNIT_MEASURE,Admin_Area,Sex,Value
2010,NUMBER,federation_of_bih,_T,11350
2011,NUMBER,federation_of_bih,_T,11209
2012,NUMBER,federation_of_bih,_T,12231
2013,NUMBER,federation_of_bih,_T,13491
2014,NUMBER,federation_of_bih,_T,12183
2015,NUMBER,federation_of_bih,_T,11846
2016,NUMBER,federation_of_bih,_T,12149
2017,NUMBER,federation_of_bih,_T,12060
2018,NUMBER,federation_of_bih,_T,11747
2019,NUMBER,federation_of_bih,_T,12359
2020,NUMBER,federation_of_bih,_T,11476
2021,NUMBER,federation_of_bih,_T,11537
2022,NUMBER,federation_of_bih,_T,10374
2010,NUMBER,federation_of_bih,M,4143
2011,NUMBER,federation_of_bih,M,4291
2012,NUMBER,federation_of_bih,M,4650
2013,NUMBER,federation_of_bih,M,5150
2014,NUMBER,federation_of_bih,M,4700
2015,NUMBER,federation_of_bih,M,4611
2016,NUMBER,federation_of_bih,M,4767
2017,NUMBER,federation_of_bih,M,4798
2018,NUMBER,federation_of_bih,M,4682
2019,NUMBER,federation_of_bih,M,4803
2020,NUMBER,federation_of_bih,M,4403
2021,NUMBER,federation_of_bih,M,4230
2022,NUMBER,federation_of_bih,M,3731
2010,NUMBER,federation_of_bih,F,7207
2011,NUMBER,federation_of_bih,F,6918
2012,NUMBER,federation_of_bih,F,7581
2013,NUMBER,federation_of_bih,F,8341
2014,NUMBER,federation_of_bih,F,7483
2015,NUMBER,federation_of_bih,F,7235
2016,NUMBER,federation_of_bih,F,7382
2017,NUMBER,federation_of_bih,F,7262
2018,NUMBER,federation_of_bih,F,7065
2019,NUMBER,federation_of_bih,F,7556
2020,NUMBER,federation_of_bih,F,7073
2021,NUMBER,federation_of_bih,F,7307
2022,NUMBER,federation_of_bih,F,6643
2010,NUMBER,una-sana_canton,_T,729
2011,NUMBER,una-sana_canton,_T,409
2012,NUMBER,una-sana_canton,_T,603
2013,NUMBER,una-sana_canton,_T,588
2014,NUMBER,una-sana_canton,_T,514
2015,NUMBER,una-sana_canton,_T,481
2016,NUMBER,una-sana_canton,_T,417
2017,NUMBER,una-sana_canton,_T,432
2018,NUMBER,una-sana_canton,_T,423
2019,NUMBER,una-sana_canton,_T,330
2020,NUMBER,una-sana_canton,_T,272
2021,NUMBER,una-sana_canton,_T,384
2022,NUMBER,una-sana_canton,_T,314
2010,NUMBER,una-sana_canton,M,249
2011,NUMBER,una-sana_canton,M,179
2012,NUMBER,una-sana_canton,M,204
2013,NUMBER,una-sana_canton,M,219
2014,NUMBER,una-sana_canton,M,195
2015,NUMBER,una-sana_canton,M,210
2016,NUMBER,una-sana_canton,M,158
2017,NUMBER,una-sana_canton,M,181
2018,NUMBER,una-sana_canton,M,178
2019,NUMBER,una-sana_canton,M,105
2020,NUMBER,una-sana_canton,M,91
2021,NUMBER,una-sana_canton,M,108
2022,NUMBER,una-sana_canton,M,84
2010,NUMBER,una-sana_canton,F,480
2011,NUMBER,una-sana_canton,F,230
2012,NUMBER,una-sana_canton,F,399
2013,NUMBER,una-sana_canton,F,369
2014,NUMBER,una-sana_canton,F,319
2015,NUMBER,una-sana_canton,F,271
2016,NUMBER,una-sana_canton,F,259
2017,NUMBER,una-sana_canton,F,251
2018,NUMBER,una-sana_canton,F,245
2019,NUMBER,una-sana_canton,F,225
2020,NUMBER,una-sana_canton,F,181
2021,NUMBER,una-sana_canton,F,276
2022,NUMBER,una-sana_canton,F,230
2010,NUMBER,tuzla_canton,_T,1938
2011,NUMBER,tuzla_canton,_T,2032
2012,NUMBER,tuzla_canton,_T,2046
2013,NUMBER,tuzla_canton,_T,2050
2014,NUMBER,tuzla_canton,_T,1943
2015,NUMBER,tuzla_canton,_T,1773
2016,NUMBER,tuzla_canton,_T,1548
2017,NUMBER,tuzla_canton,_T,1441
2018,NUMBER,tuzla_canton,_T,1449
2019,NUMBER,tuzla_canton,_T,1656
2020,NUMBER,tuzla_canton,_T,1496
2021,NUMBER,tuzla_canton,_T,1404
2022,NUMBER,tuzla_canton,_T,1346
2010,NUMBER,tuzla_canton,M,646
2011,NUMBER,tuzla_canton,M,698
2012,NUMBER,tuzla_canton,M,738
2013,NUMBER,tuzla_canton,M,732
2014,NUMBER,tuzla_canton,M,682
2015,NUMBER,tuzla_canton,M,595
2016,NUMBER,tuzla_canton,M,581
2017,NUMBER,tuzla_canton,M,540
2018,NUMBER,tuzla_canton,M,539
2019,NUMBER,tuzla_canton,M,569
2020,NUMBER,tuzla_canton,M,525
2021,NUMBER,tuzla_canton,M,485
2022,NUMBER,tuzla_canton,M,464
2010,NUMBER,tuzla_canton,F,1292
2011,NUMBER,tuzla_canton,F,1334
2012,NUMBER,tuzla_canton,F,1308
2013,NUMBER,tuzla_canton,F,1318
2014,NUMBER,tuzla_canton,F,1261
2015,NUMBER,tuzla_canton,F,1178
2016,NUMBER,tuzla_canton,F,967
2017,NUMBER,tuzla_canton,F,901
2018,NUMBER,tuzla_canton,F,910
2019,NUMBER,tuzla_canton,F,1087
2020,NUMBER,tuzla_canton,F,971
2021,NUMBER,tuzla_canton,F,919
2022,NUMBER,tuzla_canton,F,882
2010,NUMBER,zenica-doboj_canton,_T,235
2011,NUMBER,zenica-doboj_canton,_T,348
2012,NUMBER,zenica-doboj_canton,_T,596
2013,NUMBER,zenica-doboj_canton,_T,567
2014,NUMBER,zenica-doboj_canton,_T,271
2015,NUMBER,zenica-doboj_canton,_T,412
2016,NUMBER,zenica-doboj_canton,_T,445
2017,NUMBER,zenica-doboj_canton,_T,508
2018,NUMBER,zenica-doboj_canton,_T,519
2019,NUMBER,zenica-doboj_canton,_T,472
2020,NUMBER,zenica-doboj_canton,_T,454
2021,NUMBER,zenica-doboj_canton,_T,443
2022,NUMBER,zenica-doboj_canton,_T,398
2010,NUMBER,zenica-doboj_canton,M,85
2011,NUMBER,zenica-doboj_canton,M,107
2012,NUMBER,zenica-doboj_canton,M,161
2013,NUMBER,zenica-doboj_canton,M,170
2014,NUMBER,zenica-doboj_canton,M,95
2015,NUMBER,zenica-doboj_canton,M,111
2016,NUMBER,zenica-doboj_canton,M,153
2017,NUMBER,zenica-doboj_canton,M,159
2018,NUMBER,zenica-doboj_canton,M,189
2019,NUMBER,zenica-doboj_canton,M,148
2020,NUMBER,zenica-doboj_canton,M,133
2021,NUMBER,zenica-doboj_canton,M,156
2022,NUMBER,zenica-doboj_canton,M,97
2010,NUMBER,zenica-doboj_canton,F,150
2011,NUMBER,zenica-doboj_canton,F,241
2012,NUMBER,zenica-doboj_canton,F,435
2013,NUMBER,zenica-doboj_canton,F,397
2014,NUMBER,zenica-doboj_canton,F,176
2015,NUMBER,zenica-doboj_canton,F,301
2016,NUMBER,zenica-doboj_canton,F,292
2017,NUMBER,zenica-doboj_canton,F,349
2018,NUMBER,zenica-doboj_canton,F,330
2019,NUMBER,zenica-doboj_canton,F,324
2020,NUMBER,zenica-doboj_canton,F,321
2021,NUMBER,zenica-doboj_canton,F,287
2022,NUMBER,zenica-doboj_canton,F,301
2017,NUMBER,bosnian-podrinje_canton,_T,5
2018,NUMBER,bosnian-podrinje_canton,_T,15
2019,NUMBER,bosnian-podrinje_canton,_T,3
2020,NUMBER,bosnian-podrinje_canton,_T,11
2021,NUMBER,bosnian-podrinje_canton,_T,33
2022,NUMBER,bosnian-podrinje_canton,_T,6
2017,NUMBER,bosnian-podrinje_canton,M,4
2018,NUMBER,bosnian-podrinje_canton,M,3
2019,NUMBER,bosnian-podrinje_canton,M,3
2020,NUMBER,bosnian-podrinje_canton,M,7
2021,NUMBER,bosnian-podrinje_canton,M,10
2022,NUMBER,bosnian-podrinje_canton,M,2
2017,NUMBER,bosnian-podrinje_canton,F,1
2018,NUMBER,bosnian-podrinje_canton,F,12
2020,NUMBER,bosnian-podrinje_canton,F,4
2021,NUMBER,bosnian-podrinje_canton,F,23
2022,NUMBER,bosnian-podrinje_canton,F,4
2011,NUMBER,central_bosnia_canton,_T,135
2012,NUMBER,central_bosnia_canton,_T,472
2013,NUMBER,central_bosnia_canton,_T,910
2014,NUMBER,central_bosnia_canton,_T,867
2015,NUMBER,central_bosnia_canton,_T,1044
2016,NUMBER,central_bosnia_canton,_T,1188
2017,NUMBER,central_bosnia_canton,_T,1479
2018,NUMBER,central_bosnia_canton,_T,1244
2019,NUMBER,central_bosnia_canton,_T,1482
2020,NUMBER,central_bosnia_canton,_T,1461
2021,NUMBER,central_bosnia_canton,_T,1390
2022,NUMBER,central_bosnia_canton,_T,1546
2011,NUMBER,central_bosnia_canton,M,64
2012,NUMBER,central_bosnia_canton,M,279
2013,NUMBER,central_bosnia_canton,M,478
2014,NUMBER,central_bosnia_canton,M,484
2015,NUMBER,central_bosnia_canton,M,547
2016,NUMBER,central_bosnia_canton,M,732
2017,NUMBER,central_bosnia_canton,M,932
2018,NUMBER,central_bosnia_canton,M,769
2019,NUMBER,central_bosnia_canton,M,925
2020,NUMBER,central_bosnia_canton,M,842
2021,NUMBER,central_bosnia_canton,M,801
2022,NUMBER,central_bosnia_canton,M,835
2011,NUMBER,central_bosnia_canton,F,71
2012,NUMBER,central_bosnia_canton,F,193
2013,NUMBER,central_bosnia_canton,F,432
2014,NUMBER,central_bosnia_canton,F,383
2015,NUMBER,central_bosnia_canton,F,497
2016,NUMBER,central_bosnia_canton,F,456
2017,NUMBER,central_bosnia_canton,F,547
2018,NUMBER,central_bosnia_canton,F,475
2019,NUMBER,central_bosnia_canton,F,557
2020,NUMBER,central_bosnia_canton,F,619
2021,NUMBER,central_bosnia_canton,F,589
2022,NUMBER,central_bosnia_canton,F,711
2010,NUMBER,herzegovina-neretva_canton,_T,2138
2011,NUMBER,herzegovina-neretva_canton,_T,2421
2012,NUMBER,herzegovina-neretva_canton,_T,2422
2013,NUMBER,herzegovina-neretva_canton,_T,2952
2014,NUMBER,herzegovina-neretva_canton,_T,3088
2015,NUMBER,herzegovina-neretva_canton,_T,2767
2016,NUMBER,herzegovina-neretva_canton,_T,2774
2017,NUMBER,herzegovina-neretva_canton,_T,2918
2018,NUMBER,herzegovina-neretva_canton,_T,2622
2019,NUMBER,herzegovina-neretva_canton,_T,3082
2020,NUMBER,herzegovina-neretva_canton,_T,2612
2021,NUMBER,herzegovina-neretva_canton,_T,2867
2022,NUMBER,herzegovina-neretva_canton,_T,2242
2010,NUMBER,herzegovina-neretva_canton,M,719
2011,NUMBER,herzegovina-neretva_canton,M,823
2012,NUMBER,herzegovina-neretva_canton,M,815
2013,NUMBER,herzegovina-neretva_canton,M,873
2014,NUMBER,herzegovina-neretva_canton,M,982
2015,NUMBER,herzegovina-neretva_canton,M,929
2016,NUMBER,herzegovina-neretva_canton,M,935
2017,NUMBER,herzegovina-neretva_canton,M,910
2018,NUMBER,herzegovina-neretva_canton,M,879
