Year,UNIT_MEASURE,Admin_Area,AGE,Sex,Value
2013,NUMBER,tuzla_canton,42,F,3254
2013,NUMBER,tuzla_canton,43,F,3042
2013,NUMBER,tuzla_canton,44,F,3166
2013,NUMBER,tuzla_canton,45,F,3238
2013,NUMBER,tuzla_canton,46,F,3514
2013,NUMBER,tuzla_canton,47,F,3642
2013,NUMBER,tuzla_canton,48,F,3696
2013,NUMBER,tuzla_canton,49,F,3771
2013,NUMBER,tuzla_canton,50,F,3680
2013,NUMBER,tuzla_canton,51,F,3818
2013,NUMBER,tuzla_canton,52,F,3969
2013,NUMBER,tuzla_canton,53,F,3929
2013,NUMBER,tuzla_canton,54,F,3731
2013,NUMBER,tuzla_canton,55,F,3584
2013,NUMBER,tuzla_canton,56,F,3086
2013,NUMBER,tuzla_canton,57,F,3316
2013,NUMBER,tuzla_canton,58,F,3427
2013,NUMBER,tuzla_canton,59,F,3244
2013,NUMBER,tuzla_canton,60,F,3453
2013,NUMBER,tuzla_canton,61,F,3012
2013,NUMBER,tuzla_canton,62,F,2703
2013,NUMBER,tuzla_canton,63,F,2568
2013,NUMBER,tuzla_canton,64,F,2583
2013,NUMBER,tuzla_canton,65,F,2299
2013,NUMBER,tuzla_canton,66,F,2393
2013,NUMBER,tuzla_canton,67,F,2018
2013,NUMBER,tuzla_canton,68,F,1700
2013,NUMBER,tuzla_canton,69,F,1775
2013,NUMBER,tuzla_canton,70,F,1680
2013,NUMBER,tuzla_canton,71,F,1766
2013,NUMBER,tuzla_canton,72,F,1752
2013,NUMBER,tuzla_canton,73,F,1912
2013,NUMBER,tuzla_canton,74,F,1608
2013,NUMBER,tuzla_canton,75,F,1642
2013,NUMBER,tuzla_canton,76,F,1452
2013,NUMBER,tuzla_canton,77,F,1402
2013,NUMBER,tuzla_canton,78,F,1305
2013,NUMBER,tuzla_canton,79,F,1174
2013,NUMBER,tuzla_canton,80,F,994
2013,NUMBER,tuzla_canton,81,F,861
2013,NUMBER,tuzla_canton,82,F,715
2013,NUMBER,tuzla_canton,83,F,648
2013,NUMBER,tuzla_canton,84,F,508
2013,NUMBER,tuzla_canton,85+,F,1619
2013,NUMBER,zenica-doboj_canton,T,F,183653
2013,NUMBER,zenica-doboj_canton,0,F,1775
2013,NUMBER,zenica-doboj_canton,1,F,1880
2013,NUMBER,zenica-doboj_canton,2,F,1880
2013,NUMBER,zenica-doboj_canton,3,F,2055
2013,NUMBER,zenica-doboj_canton,4,F,2051
2013,NUMBER,zenica-doboj_canton,5,F,2050
2013,NUMBER,zenica-doboj_canton,6,F,1880
2013,NUMBER,zenica-doboj_canton,7,F,1862
2013,NUMBER,zenica-doboj_canton,8,F,1925
2013,NUMBER,zenica-doboj_canton,9,F,1883
2013,NUMBER,zenica-doboj_canton,10,F,1961
2013,NUMBER,zenica-doboj_canton,11,F,1922
2013,NUMBER,zenica-doboj_canton,12,F,2044
2013,NUMBER,zenica-doboj_canton,13,F,2107
2013,NUMBER,zenica-doboj_canton,14,F,2225
2013,NUMBER,zenica-doboj_canton,15,F,2428
2013,NUMBER,zenica-doboj_canton,16,F,2856
2013,NUMBER,zenica-doboj_canton,17,F,3172
2013,NUMBER,zenica-doboj_canton,18,F,2864
2013,NUMBER,zenica-doboj_canton,19,F,2002
2013,NUMBER,zenica-doboj_canton,20,F,2052
2013,NUMBER,zenica-doboj_canton,21,F,2516
2013,NUMBER,zenica-doboj_canton,22,F,2684
2013,NUMBER,zenica-doboj_canton,23,F,2594
2013,NUMBER,zenica-doboj_canton,24,F,2622
2013,NUMBER,zenica-doboj_canton,25,F,2685
2013,NUMBER,zenica-doboj_canton,26,F,2628
2013,NUMBER,zenica-doboj_canton,27,F,2553
2013,NUMBER,zenica-doboj_canton,28,F,2585
2013,NUMBER,zenica-doboj_canton,29,F,2660
2013,NUMBER,zenica-doboj_canton,30,F,2515
2013,NUMBER,zenica-doboj_canton,31,F,2575
2013,NUMBER,zenica-doboj_canton,32,F,2479
2013,NUMBER,zenica-doboj_canton,33,F,2440
2013,NUMBER,zenica-doboj_canton,34,F,2449
2013,NUMBER,zenica-doboj_canton,35,F,2502
2013,NUMBER,zenica-doboj_canton,36,F,2529
2013,NUMBER,zenica-doboj_canton,37,F,2620
2013,NUMBER,zenica-doboj_canton,38,F,2482
2013,NUMBER,zenica-doboj_canton,39,F,2499
2013,NUMBER,zenica-doboj_canton,40,F,2452
2013,NUMBER,zenica-doboj_canton,41,F,2641
2013,NUMBER,zenica-doboj_canton,42,F,2517
2013,NUMBER,zenica-doboj_canton,43,F,2476
2013,NUMBER,zenica-doboj_canton,44,F,2549
2013,NUMBER,zenica-doboj_canton,45,F,2640
2013,NUMBER,zenica-doboj_canton,46,F,2746
2013,NUMBER,zenica-doboj_canton,47,F,2926
2013,NUMBER,zenica-doboj_canton,48,F,2995
2013,NUMBER,zenica-doboj_canton,49,F,2801
2013,NUMBER,zenica-doboj_canton,50,F,2935
2013,NUMBER,zenica-doboj_canton,51,F,3103
2013,NUMBER,zenica-doboj_canton,52,F,3018
2013,NUMBER,zenica-doboj_canton,53,F,2987
2013,NUMBER,zenica-doboj_canton,54,F,2902
2013,NUMBER,zenica-doboj_canton,55,F,2874
2013,NUMBER,zenica-doboj_canton,56,F,2600
2013,NUMBER,zenica-doboj_canton,57,F,2662
2013,NUMBER,zenica-doboj_canton,58,F,2713
2013,NUMBER,zenica-doboj_canton,59,F,2521
2013,NUMBER,zenica-doboj_canton,60,F,2514
2013,NUMBER,zenica-doboj_canton,61,F,2360
2013,NUMBER,zenica-doboj_canton,62,F,2162
2013,NUMBER,zenica-doboj_canton,63,F,2158
2013,NUMBER,zenica-doboj_canton,64,F,1982
2013,NUMBER,zenica-doboj_canton,65,F,1838
2013,NUMBER,zenica-doboj_canton,66,F,1930
2013,NUMBER,zenica-doboj_canton,67,F,1516
2013,NUMBER,zenica-doboj_canton,68,F,1315
2013,NUMBER,zenica-doboj_canton,69,F,1158
2013,NUMBER,zenica-doboj_canton,70,F,1298
2013,NUMBER,zenica-doboj_canton,71,F,1412
2013,NUMBER,zenica-doboj_canton,72,F,1480
2013,NUMBER,zenica-doboj_canton,73,F,1491
2013,NUMBER,zenica-doboj_canton,74,F,1260
2013,NUMBER,zenica-doboj_canton,75,F,1288
2013,NUMBER,zenica-doboj_canton,76,F,1157
2013,NUMBER,zenica-doboj_canton,77,F,1132
2013,NUMBER,zenica-doboj_canton,78,F,982
2013,NUMBER,zenica-doboj_canton,79,F,809
2013,NUMBER,zenica-doboj_canton,80,F,710
2013,NUMBER,zenica-doboj_canton,81,F,690
2013,NUMBER,zenica-doboj_canton,82,F,507
2013,NUMBER,zenica-doboj_canton,83,F,472
2013,NUMBER,zenica-doboj_canton,84,F,363
2013,NUMBER,zenica-doboj_canton,85+,F,1120
2013,NUMBER,bosnian-podrinje_canton,T,F,12117
2013,NUMBER,bosnian-podrinje_canton,0,F,99
2013,NUMBER,bosnian-podrinje_canton,1,F,95
2013,NUMBER,bosnian-podrinje_canton,2,F,103
2013,NUMBER,bosnian-podrinje_canton,3,F,116
2013,NUMBER,bosnian-podrinje_canton,4,F,104
2013,NUMBER,bosnian-podrinje_canton,5,F,84
2013,NUMBER,bosnian-podrinje_canton,6,F,86
2013,NUMBER,bosnian-podrinje_canton,7,F,76
2013,NUMBER,bosnian-podrinje_canton,8,F,99
2013,NUMBER,bosnian-podrinje_canton,9,F,93
2013,NUMBER,bosnian-podrinje_canton,10,F,101
2013,NUMBER,bosnian-podrinje_canton,11,F,109
2013,NUMBER,bosnian-podrinje_canton,12,F,110
2013,NUMBER,bosnian-podrinje_canton,13,F,140
2013,NUMBER,bosnian-podrinje_canton,14,F,135
2013,NUMBER,bosnian-podrinje_canton,15,F,148
2013,NUMBER,bosnian-podrinje_canton,16,F,214
2013,NUMBER,bosnian-podrinje_canton,17,F,164
2013,NUMBER,bosnian-podrinje_canton,18,F,167
2013,NUMBER,bosnian-podrinje_canton,19,F,148
2013,NUMBER,bosnian-podrinje_canton,20,F,120
2013,NUMBER,bosnian-podrinje_canton,21,F,125
2013,NUMBER,bosnian-podrinje_canton,22,F,160
2013,NUMBER,bosnian-podrinje_canton,23,F,147
2013,NUMBER,bosnian-podrinje_canton,24,F,136
2013,NUMBER,bosnian-podrinje_canton,25,F,162
2013,NUMBER,bosnian-podrinje_canton,26,F,155
2013,NUMBER,bosnian-podrinje_canton,27,F,131
2013,NUMBER,bosnian-podrinje_canton,28,F,145
2013,NUMBER,bosnian-podrinje_canton,29,F,170
2013,NUMBER,bosnian-podrinje_canton,30,F,166
2013,NUMBER,bosnian-podrinje_canton,31,F,148
2013,NUMBER,bosnian-podrinje_canton,32,F,157
2013,NUMBER,bosnian-podrinje_canton,33,F,164
2013,NUMBER,bosnian-podrinje_canton,34,F,145
2013,NUMBER,bosnian-podrinje_canton,35,F,152
2013,NUMBER,bosnian-podrinje_canton,36,F,160
2013,NUMBER,bosnian-podrinje_canton,37,F,125
2013,NUMBER,bosnian-podrinje_canton,38,F,143
2013,NUMBER,bosnian-podrinje_canton,39,F,137
2013,NUMBER,bosnian-podrinje_canton,40,F,155
2013,NUMBER,bosnian-podrinje_canton,41,F,123
2013,NUMBER,bosnian-podrinje_canton,42,F,147
2013,NUMBER,bosnian-podrinje_canton,43,F,132
2013,NUMBER,bosnian-podrinje_canton,44,F,146
2013,NUMBER,bosnian-podrinje_canton,45,F,180
2013,NUMBER,bosnian-podrinje_canton,46,F,144
2013,NUMBER,bosnian-podrinje_canton,47,F,194
2013,NUMBER,bosnian-podrinje_canton,48,F,193
2013,NUMBER,bosnian-podrinje_canton,49,F,157
2013,NUMBER,bosnian-podrinje_canton,50,F,169
2013,NUMBER,bosnian-podrinje_canton,51,F,216
2013,NUMBER,bosnian-podrinje_canton,52,F,178
2013,NUMBER,bosnian-podrinje_canton,53,F,185
2013,NUMBER,bosnian-podrinje_canton,54,F,227
2013,NUMBER,bosnian-podrinje_canton,55,F,208
2013,NUMBER,bosnian-podrinje_canton,56,F,202
2013,NUMBER,bosnian-podrinje_canton,57,F,227
2013,NUMBER,bosnian-podrinje_canton,58,F,213
2013,NUMBER,bosnian-podrinje_canton,59,F,209
2013,NUMBER,bosnian-podrinje_canton,60,F,217
2013,NUMBER,bosnian-podrinje_canton,61,F,189
2013,NUMBER,bosnian-podrinje_canton,62,F,153
2013,NUMBER,bosnian-podrinje_canton,63,F,173
2013,NUMBER,bosnian-podrinje_canton,64,F,193
2013,NUMBER,bosnian-podrinje_canton,65,F,141
2013,NUMBER,bosnian-podrinje_canton,66,F,160
2013,NUMBER,bosnian-podrinje_canton,67,F,110
2013,NUMBER,bosnian-podrinje_canton,68,F,133
2013,NUMBER,bosnian-podrinje_canton,69,F,81
2013,NUMBER,bosnian-podrinje_canton,70,F,95
2013,NUMBER,bosnian-podrinje_canton,71,F,97
2013,NUMBER,bosnian-podrinje_canton,72,F,129
2013,NUMBER,bosnian-podrinje_canton,73,F,129
2013,NUMBER,bosnian-podrinje_canton,74,F,149
2013,NUMBER,bosnian-podrinje_canton,75,F,135
2013,NUMBER,bosnian-podrinje_canton,76,F,122
2013,NUMBER,bosnian-podrinje_canton,77,F,114
2013,NUMBER,bosnian-podrinje_canton,78,F,115
2013,NUMBER,bosnian-podrinje_canton,79,F,106
2013,NUMBER,bosnian-podrinje_canton,80,F,71
2013,NUMBER,bosnian-podrinje_canton,81,F,84
2013,NUMBER,bosnian-podrinje_canton,82,F,38
2013,NUMBER,bosnian-podrinje_canton,83,F,48
2013,NUMBER,bosnian-podrinje_canton,84,F,45
2013,NUMBER,bosnian-podrinje_canton,85+,F,146
2013,NUMBER,central_bosnia_canton,T,F,127420
2013,NUMBER,central_bosnia_canton,0,F,1170
2013,NUMBER,central_bosnia_canton,1,F,1209
2013,NUMBER,central_bosnia_canton,2,F,1283
2013,NUMBER,central_bosnia_canton,3,F,1295
2013,NUMBER,central_bosnia_canton,4,F,1298
2013,NUMBER,central_bosnia_canton,5,F,1343
2013,NUMBER,central_bosnia_canton,6,F,1334
2013,NUMBER,central_bosnia_canton,7,F,1430
2013,NUMBER,central_bosnia_canton,8,F,1411
2013,NUMBER,central_bosnia_canton,9,F,1415
2013,NUMBER,central_bosnia_canton,10,F,1454
2013,NUMBER,central_bosnia_canton,11,F,1423
2013,NUMBER,central_bosnia_canton,12,F,1569
2013,NUMBER,central_bosnia_canton,13,F,1563
2013,NUMBER,central_bosnia_canton,14,F,1754
2013,NUMBER,central_bosnia_canton,15,F,1809
2013,NUMBER,central_bosnia_canton,16,F,2057
2013,NUMBER,central_bosnia_canton,17,F,2156
2013,NUMBER,central_bosnia_canton,18,F,2115
2013,NUMBER,central_bosnia_canton,19,F,1510
2013,NUMBER,central_bosnia_canton,20,F,1425
2013,NUMBER,central_bosnia_canton,21,F,1730
2013,NUMBER,central_bosnia_canton,22,F,1830
2013,NUMBER,central_bosnia_canton,23,F,1778
2013,NUMBER,central_bosnia_canton,24,F,1833
2013,NUMBER,central_bosnia_canton,25,F,1893
2013,NUMBER,central_bosnia_canton,26,F,1685
2013,NUMBER,central_bosnia_canton,27,F,1790
2013,NUMBER,central_bosnia_canton,28,F,1740
2013,NUMBER,central_bosnia_canton,29,F,1841
2013,NUMBER,central_bosnia_canton,30,F,1773
2013,NUMBER,central_bosnia_canton,31,F,1682
2013,NUMBER,central_bosnia_canton,32,F,1803
2013,NUMBER,central_bosnia_canton,33,F,1754
2013,NUMBER,central_bosnia_canton,34,F,1758
2013,NUMBER,central_bosnia_canton,35,F,1775
2013,NUMBER,central_bosnia_canton,36,F,1785
2013,NUMBER,central_bosnia_canton,37,F,1817
2013,NUMBER,central_bosnia_canton,38,F,1749
2013,NUMBER,central_bosnia_canton,39,F,1765
2013,NUMBER,central_bosnia_canton,40,F,1740
2013,NUMBER,central_bosnia_canton,41,F,1814
2013,NUMBER,central_bosnia_canton,42,F,1746
2013,NUMBER,central_bosnia_canton,43,F,1685
2013,NUMBER,central_bosnia_canton,44,F,1876
2013,NUMBER,central_bosnia_canton,45,F,1904
2013,NUMBER,central_bosnia_canton,46,F,1876
2013,NUMBER,central_bosnia_canton,47,F,1981
2013,NUMBER,central_bosnia_canton,48,F,1960
2013,NUMBER,central_bosnia_canton,49,F,1948
2013,NUMBER,central_bosnia_canton,50,F,2062
2013,NUMBER,central_bosnia_canton,51,F,2086
2013,NUMBER,central_bosnia_canton,52,F,1957
2013,NUMBER,central_bosnia_canton,53,F,1989
2013,NUMBER,central_bosnia_canton,54,F,1982
2013,NUMBER,central_bosnia_canton,55,F,1849
2013,NUMBER,central_bosnia_canton,56,F,1834
2013,NUMBER,central_bosnia_canton,57,F,1805
2013,NUMBER,central_bosnia_canton,58,F,1785
2013,NUMBER,central_bosnia_canton,59,F,1697
2013,NUMBER,central_bosnia_canton,60,F,1640
2013,NUMBER,central_bosnia_canton,61,F,1514
2013,NUMBER,central_bosnia_canton,62,F,1397
2013,NUMBER,central_bosnia_canton,63,F,1446
2013,NUMBER,central_bosnia_canton,64,F,1306
2013,NUMBER,central_bosnia_canton,65,F,1225
2013,NUMBER,central_bosnia_canton,66,F,1159
2013,NUMBER,central_bosnia_canton,67,F,905
2013,NUMBER,central_bosnia_canton,68,F,891
2013,NUMBER,central_bosnia_canton,69,F,867
2013,NUMBER,central_bosnia_canton,70,F,938
2013,NUMBER,central_bosnia_canton,71,F,1022
2013,NUMBER,central_bosnia_canton,72,F,1024
2013,NUMBER,central_bosnia_canton,73,F,1143
2013,NUMBER,central_bosnia_canton,74,F,1008
2013,NUMBER,central_bosnia_canton,75,F,861
2013,NUMBER,central_bosnia_canton,76,F,804
2013,NUMBER,central_bosnia_canton,77,F,800
2013,NUMBER,central_bosnia_canton,78,F,712
2013,NUMBER,central_bosnia_canton,79,F,575
2013,NUMBER,central_bosnia_canton,80,F,500
2013,NUMBER,central_bosnia_canton,81,F,472
2013,NUMBER,central_bosnia_canton,82,F,378
2013,NUMBER,central_bosnia_canton,83,F,355
2013,NUMBER,central_bosnia_canton,84,F,259
2013,NUMBER,central_bosnia_canton,85+,F,839
2013,NUMBER,herzegovina-neretva_canton,T,F,112989
2013,NUMBER,herzegovina-neretva_canton,0,F,1031
2013,NUMBER,herzegovina-neretva_canton,1,F,1057
2013,NUMBER,herzegovina-neretva_canton,2,F,1054
2013,NUMBER,herzegovina-neretva_canton,3,F,1041
2013,NUMBER,herzegovina-neretva_canton,4,F,1086
2013,NUMBER,herzegovina-neretva_canton,5,F,1052
2013,NUMBER,herzegovina-neretva_canton,6,F,1009
2013,NUMBER,herzegovina-neretva_canton,7,F,1056
2013,NUMBER,herzegovina-neretva_canton,8,F,1080
2013,NUMBER,herzegovina-neretva_canton,9,F,1098
2013,NUMBER,herzegovina-neretva_canton,10,F,1121
2013,NUMBER,herzegovina-neretva_canton,11,F,1249
2013,NUMBER,herzegovina-neretva_canton,12,F,1196
2013,NUMBER,herzegovina-neretva_canton,13,F,1270
2013,NUMBER,herzegovina-neretva_canton,14,F,1370
2013,NUMBER,herzegovina-neretva_canton,15,F,1448
2013,NUMBER,herzegovina-neretva_canton,16,F,1600
2013,NUMBER,herzegovina-neretva_canton,17,F,1716
2013,NUMBER,herzegovina-neretva_canton,18,F,1725
2013,NUMBER,herzegovina-neretva_canton,19,F,1443
2013,NUMBER,herzegovina-neretva_canton,20,F,1221
2013,NUMBER,herzegovina-neretva_canton,21,F,1394
2013,NUMBER,herzegovina-neretva_canton,22,F,1502
2013,NUMBER,herzegovina-neretva_canton,23,F,1517
2013,NUMBER,herzegovina-neretva_canton,24,F,1536
2013,NUMBER,herzegovina-neretva_canton,25,F,1477
2013,NUMBER,herzegovina-neretva_canton,26,F,1476
2013,NUMBER,herzegovina-neretva_canton,27,F,1545
2013,NUMBER,herzegovina-neretva_canton,28,F,1528
2013,NUMBER,herzegovina-neretva_canton,29,F,1585
2013,NUMBER,herzegovina-neretva_canton,30,F,1504
2013,NUMBER,herzegovina-neretva_canton,31,F,1406
2013,NUMBER,herzegovina-neretva_canton,32,F,1515
2013,NUMBER,herzegovina-neretva_canton,33,F,1466
2013,NUMBER,herzegovina-neretva_canton,34,F,1441
2013,NUMBER,herzegovina-neretva_canton,35,F,1418
2013,NUMBER,herzegovina-neretva_canton,36,F,1482
2013,NUMBER,herzegovina-neretva_canton,37,F,1436
2013,NUMBER,herzegovina-neretva_canton,38,F,1424
2013,NUMBER,herzegovina-neretva_canton,39,F,1400
2013,NUMBER,herzegovina-neretva_canton,40,F,1466
2013,NUMBER,herzegovina-neretva_canton,41,F,1468
2013,NUMBER,herzegovina-neretva_canton,42,F,1362
2013,NUMBER,herzegovina-neretva_canton,43,F,1383
2013,NUMBER,herzegovina-neretva_canton,44,F,1504
2013,NUMBER,herzegovina-neretva_canton,45,F,1582
2013,NUMBER,herzegovina-neretva_canton,46,F,1583
2013,NUMBER,herzegovina-neretva_canton,47,F,1597
2013,NUMBER,herzegovina-neretva_canton,48,F,1698
2013,NUMBER,herzegovina-neretva_canton,49,F,1663
2013,NUMBER,herzegovina-neretva_canton,50,F,1715
2013,NUMBER,herzegovina-neretva_canton,51,F,1716
2013,NUMBER,herzegovina-neretva_canton,52,F,1733
2013,NUMBER,herzegovina-neretva_canton,53,F,1812
2013,NUMBER,herzegovina-neretva_canton,54,F,1810
2013,NUMBER,herzegovina-neretva_canton,55,F,1725
2013,NUMBER,herzegovina-neretva_canton,56,F,1622
2013,NUMBER,herzegovina-neretva_canton,57,F,1548
2013,NUMBER,herzegovina-neretva_canton,58,F,1561
2013,NUMBER,herzegovina-neretva_canton,59,F,1456
2013,NUMBER,herzegovina-neretva_canton,60,F,1471
2013,NUMBER,herzegovina-neretva_canton,61,F,1359
2013,NUMBER,herzegovina-neretva_canton,62,F,1315
2013,NUMBER,herzegovina-neretva_canton,63,F,1365
2013,NUMBER,herzegovina-neretva_canton,64,F,1255
2013,NUMBER,herzegovina-neretva_canton,65,F,1112
2013,NUMBER,herzegovina-neretva_canton,66,F,1182
2013,NUMBER,herzegovina-neretva_canton,67,F,809
2013,NUMBER,herzegovina-neretva_canton,68,F,925
2013,NUMBER,herzegovina-neretva_canton,69,F,889
2013,NUMBER,herzegovina-neretva_canton,70,F,843
2013,NUMBER,herzegovina-neretva_canton,71,F,1077
2013,NUMBER,herzegovina-neretva_canton,72,F,1103
2013,NUMBER,herzegovina-neretva_canton,73,F,1258
2013,NUMBER,herzegovina-neretva_canton,74,F,1168
2013,NUMBER,herzegovina-neretva_canton,75,F,1124
2013,NUMBER,herzegovina-neretva_canton,76,F,1001
2013,NUMBER,herzegovina-neretva_canton,77,F,935
2013,NUMBER,herzegovina-neretva_canton,78,F,934
2013,NUMBER,herzegovina-neretva_canton,79,F,892
2013,NUMBER,herzegovina-neretva_canton,80,F,772
2013,NUMBER,herzegovina-neretva_canton,81,F,754
2013,NUMBER,herzegovina-neretva_canton,82,F,632
2013,NUMBER,herzegovina-neretva_canton,83,F,513
2013,NUMBER,herzegovina-neretva_canton,84,F,453
2013,NUMBER,herzegovina-neretva_canton,85+,F,1869
2013,NUMBER,west_herzegovina_canton,T,F,47587
2013,NUMBER,west_herzegovina_canton,0,F,457
2013,NUMBER,west_herzegovina_canton,1,F,480
2013,NUMBER,west_herzegovina_canton,2,F,496
2013,NUMBER,west_herzegovina_canton,3,F,486
2013,NUMBER,west_herzegovina_canton,4,F,503
2013,NUMBER,west_herzegovina_canton,5,F,507
2013,NUMBER,west_herzegovina_canton,6,F,551
2013,NUMBER,west_herzegovina_canton,7,F,535
2013,NUMBER,west_herzegovina_canton,8,F,538
2013,NUMBER,west_herzegovina_canton,9,F,525
2013,NUMBER,west_herzegovina_canton,10,F,562
2013,NUMBER,west_herzegovina_canton,11,F,600
2013,NUMBER,west_herzegovina_canton,12,F,601
2013,NUMBER,west_herzegovina_canton,13,F,658
2013,NUMBER,west_herzegovina_canton,14,F,719
2013,NUMBER,west_herzegovina_canton,15,F,750
2013,NUMBER,west_herzegovina_canton,16,F,719
2013,NUMBER,west_herzegovina_canton,17,F,694
2013,NUMBER,west_herzegovina_canton,18,F,743
2013,NUMBER,west_herzegovina_canton,19,F,694
2013,NUMBER,west_herzegovina_canton,20,F,703
2013,NUMBER,west_herzegovina_canton,21,F,674
2013,NUMBER,west_herzegovina_canton,22,F,727
2013,NUMBER,west_herzegovina_canton,23,F,665
2013,NUMBER,west_herzegovina_canton,24,F,626
2013,NUMBER,west_herzegovina_canton,25,F,658
2013,NUMBER,west_herzegovina_canton,26,F,666
2013,NUMBER,west_herzegovina_canton,27,F,666
2013,NUMBER,west_herzegovina_canton,28,F,620
2013,NUMBER,west_herzegovina_canton,29,F,625
2013,NUMBER,west_herzegovina_canton,30,F,594
2013,NUMBER,west_herzegovina_canton,31,F,572
2013,NUMBER,west_herzegovina_canton,32,F,574
2013,NUMBER,west_herzegovina_canton,33,F,578
2013,NUMBER,west_herzegovina_canton,34,F,557
2013,NUMBER,west_herzegovina_canton,35,F,562
2013,NUMBER,west_herzegovina_canton,36,F,590
2013,NUMBER,west_herzegovina_canton,37,F,630
2013,NUMBER,west_herzegovina_canton,38,F,627
2013,NUMBER,west_herzegovina_canton,39,F,615
2013,NUMBER,west_herzegovina_canton,40,F,627
2013,NUMBER,west_herzegovina_canton,41,F,663
2013,NUMBER,west_herzegovina_canton,42,F,641
2013,NUMBER,west_herzegovina_canton,43,F,572
2013,NUMBER,west_herzegovina_canton,44,F,698
2013,NUMBER,west_herzegovina_canton,45,F,690
2013,NUMBER,west_herzegovina_canton,46,F,671
2013,NUMBER,west_herzegovina_canton,47,F,657
2013,NUMBER,west_herzegovina_canton,48,F,683
2013,NUMBER,west_herzegovina_canton,49,F,703
2013,NUMBER,west_herzegovina_canton,50,F,661
2013,NUMBER,west_herzegovina_canton,51,F,647
2013,NUMBER,west_herzegovina_canton,52,F,668
2013,NUMBER,west_herzegovina_canton,53,F,643
2013,NUMBER,west_herzegovina_canton,54,F,619
2013,NUMBER,west_herzegovina_canton,55,F,597
2013,NUMBER,west_herzegovina_canton,56,F,531
2013,NUMBER,west_herzegovina_canton,57,F,555
2013,NUMBER,west_herzegovina_canton,58,F,568
2013,NUMBER,west_herzegovina_canton,59,F,464
2013,NUMBER,west_herzegovina_canton,60,F,446
2013,NUMBER,west_herzegovina_canton,61,F,440
2013,NUMBER,west_herzegovina_canton,62,F,397
2013,NUMBER,west_herzegovina_canton,63,F,443
2013,NUMBER,west_herzegovina_canton,64,F,434
2013,NUMBER,west_herzegovina_canton,65,F,355
2013,NUMBER,west_herzegovina_canton,66,F,407
2013,NUMBER,west_herzegovina_canton,67,F,263
2013,NUMBER,west_herzegovina_canton,68,F,356
2013,NUMBER,west_herzegovina_canton,69,F,332
2013,NUMBER,west_herzegovina_canton,70,F,280
2013,NUMBER,west_herzegovina_canton,71,F,429
2013,NUMBER,west_herzegovina_canton,72,F,456
2013,NUMBER,west_herzegovina_canton,73,F,502
2013,NUMBER,west_herzegovina_canton,74,F,500
2013,NUMBER,west_herzegovina_canton,75,F,476
2013,NUMBER,west_herzegovina_canton,76,F,437
2013,NUMBER,west_herzegovina_canton,77,F,381
2013,NUMBER,west_herzegovina_canton,78,F,401
2013,NUMBER,west_herzegovina_canton,79,F,415
2013,NUMBER,west_herzegovina_canton,80,F,339
2013,NUMBER,west_herzegovina_canton,81,F,315
2013,NUMBER,west_herzegovina_canton,82,F,295
2013,NUMBER,west_herzegovina_canton,83,F,261
2013,NUMBER,west_herzegovina_canton,84,F,211
2013,NUMBER,west_herzegovina_canton,85+,F,1111
2013,NUMBER,sarajevo_canton,T,F,218432
2013,NUMBER,sarajevo_canton,0,F,2134
2013,NUMBER,sarajevo_canton,1,F,2173
2013,NUMBER,sarajevo_canton,2,F,2157
2013,NUMBER,sarajevo_canton,3,F,2176
2013,NUMBER,sarajevo_canton,4,F,2264
2013,NUMBER,sarajevo_canton,5,F,2123
2013,NUMBER,sarajevo_canton,6,F,2034
2013,NUMBER,sarajevo_canton,7,F,2023
2013,NUMBER,sarajevo_canton,8,F,1887
2013,NUMBER,sarajevo_canton,9,F,1887
2013,NUMBER,sarajevo_canton,10,F,1877
2013,NUMBER,sarajevo_canton,11,F,1886
2013,NUMBER,sarajevo_canton,12,F,1948
2013,NUMBER,sarajevo_canton,13,F,2053
2013,NUMBER,sarajevo_canton,14,F,2175
2013,NUMBER,sarajevo_canton,15,F,2420
2013,NUMBER,sarajevo_canton,16,F,2735
2013,NUMBER,sarajevo_canton,17,F,2661
2013,NUMBER,sarajevo_canton,18,F,2869
2013,NUMBER,sarajevo_canton,19,F,2207
2013,NUMBER,sarajevo_canton,20,F,1866
2013,NUMBER,sarajevo_canton,21,F,2443
2013,NUMBER,sarajevo_canton,22,F,2602
2013,NUMBER,sarajevo_canton,23,F,2830
2013,NUMBER,sarajevo_canton,24,F,2898
2013,NUMBER,sarajevo_canton,25,F,3130
2013,NUMBER,sarajevo_canton,26,F,3084
2013,NUMBER,sarajevo_canton,27,F,3271
2013,NUMBER,sarajevo_canton,28,F,3406
2013,NUMBER,sarajevo_canton,29,F,3506
2013,NUMBER,sarajevo_canton,30,F,3458
2013,NUMBER,sarajevo_canton,31,F,3591
2013,NUMBER,sarajevo_canton,32,F,3467
2013,NUMBER,sarajevo_canton,33,F,3543
2013,NUMBER,sarajevo_canton,34,F,3380
2013,NUMBER,sarajevo_canton,35,F,3289
2013,NUMBER,sarajevo_canton,36,F,3189
2013,NUMBER,sarajevo_canton,37,F,3172
2013,NUMBER,sarajevo_canton,38,F,2992
2013,NUMBER,sarajevo_canton,39,F,2983
2013,NUMBER,sarajevo_canton,40,F,2768
2013,NUMBER,sarajevo_canton,41,F,2831
2013,NUMBER,sarajevo_canton,42,F,2841
