Year,UNIT_MEASURE,Administrativna jedinica,Starosna dob,Spol,Value
2013,Broj,Tuzlanski kanton,27,Ž,3177
2013,Broj,Tuzlanski kanton,28,Ž,3103
2013,Broj,Tuzlanski kanton,29,Ž,3287
2013,Broj,Tuzlanski kanton,30,Ž,3114
2013,Broj,Tuzlanski kanton,31,Ž,3061
2013,Broj,Tuzlanski kanton,32,Ž,3201
2013,Broj,Tuzlanski kanton,33,Ž,3082
2013,Broj,Tuzlanski kanton,34,Ž,3072
2013,Broj,Tuzlanski kanton,35,Ž,3049
2013,Broj,Tuzlanski kanton,36,Ž,3088
2013,Broj,Tuzlanski kanton,37,Ž,3312
2013,Broj,Tuzlanski kanton,38,Ž,3165
2013,Broj,Tuzlanski kanton,39,Ž,3207
2013,Broj,Tuzlanski kanton,40,Ž,3200
2013,Broj,Tuzlanski kanton,41,Ž,3272
2013,Broj,Tuzlanski kanton,42,Ž,3254
2013,Broj,Tuzlanski kanton,43,Ž,3042
2013,Broj,Tuzlanski kanton,44,Ž,3166
2013,Broj,Tuzlanski kanton,45,Ž,3238
2013,Broj,Tuzlanski kanton,46,Ž,3514
2013,Broj,Tuzlanski kanton,47,Ž,3642
2013,Broj,Tuzlanski kanton,48,Ž,3696
2013,Broj,Tuzlanski kanton,49,Ž,3771
2013,Broj,Tuzlanski kanton,50,Ž,3680
2013,Broj,Tuzlanski kanton,51,Ž,3818
2013,Broj,Tuzlanski kanton,52,Ž,3969
2013,Broj,Tuzlanski kanton,53,Ž,3929
2013,Broj,Tuzlanski kanton,54,Ž,3731
2013,Broj,Tuzlanski kanton,55,Ž,3584
2013,Broj,Tuzlanski kanton,56,Ž,3086
2013,Broj,Tuzlanski kanton,57,Ž,3316
2013,Broj,Tuzlanski kanton,58,Ž,3427
2013,Broj,Tuzlanski kanton,59,Ž,3244
2013,Broj,Tuzlanski kanton,60,Ž,3453
2013,Broj,Tuzlanski kanton,61,Ž,3012
2013,Broj,Tuzlanski kanton,62,Ž,2703
2013,Broj,Tuzlanski kanton,63,Ž,2568
2013,Broj,Tuzlanski kanton,64,Ž,2583
2013,Broj,Tuzlanski kanton,65,Ž,2299
2013,Broj,Tuzlanski kanton,66,Ž,2393
2013,Broj,Tuzlanski kanton,67,Ž,2018
2013,Broj,Tuzlanski kanton,68,Ž,1700
2013,Broj,Tuzlanski kanton,69,Ž,1775
2013,Broj,Tuzlanski kanton,70,Ž,1680
2013,Broj,Tuzlanski kanton,71,Ž,1766
2013,Broj,Tuzlanski kanton,72,Ž,1752
2013,Broj,Tuzlanski kanton,73,Ž,1912
2013,Broj,Tuzlanski kanton,74,Ž,1608
2013,Broj,Tuzlanski kanton,75,Ž,1642
2013,Broj,Tuzlanski kanton,76,Ž,1452
2013,Broj,Tuzlanski kanton,77,Ž,1402
2013,Broj,Tuzlanski kanton,78,Ž,1305
2013,Broj,Tuzlanski kanton,79,Ž,1174
2013,Broj,Tuzlanski kanton,80,Ž,994
2013,Broj,Tuzlanski kanton,81,Ž,861
2013,Broj,Tuzlanski kanton,82,Ž,715
2013,Broj,Tuzlanski kanton,83,Ž,648
2013,Broj,Tuzlanski kanton,84,Ž,508
2013,Broj,Tuzlanski kanton,85+,Ž,1619
2013,Broj,Zeničko-dobojski kanton,Ukupno,Ž,183653
2013,Broj,Zeničko-dobojski kanton,0,Ž,1775
2013,Broj,Zeničko-dobojski kanton,1,Ž,1880
2013,Broj,Zeničko-dobojski kanton,2,Ž,1880
2013,Broj,Zeničko-dobojski kanton,3,Ž,2055
2013,Broj,Zeničko-dobojski kanton,4,Ž,2051
2013,Broj,Zeničko-dobojski kanton,5,Ž,2050
2013,Broj,Zeničko-dobojski kanton,6,Ž,1880
2013,Broj,Zeničko-dobojski kanton,7,Ž,1862
2013,Broj,Zeničko-dobojski kanton,8,Ž,1925
2013,Broj,Zeničko-dobojski kanton,9,Ž,1883
2013,Broj,Zeničko-dobojski kanton,10,Ž,1961
2013,Broj,Zeničko-dobojski kanton,11,Ž,1922
2013,Broj,Zeničko-dobojski kanton,12,Ž,2044
2013,Broj,Zeničko-dobojski kanton,13,Ž,2107
2013,Broj,Zeničko-dobojski kanton,14,Ž,2225
2013,Broj,Zeničko-dobojski kanton,15,Ž,2428
2013,Broj,Zeničko-dobojski kanton,16,Ž,2856
2013,Broj,Zeničko-dobojski kanton,17,Ž,3172
2013,Broj,Zeničko-dobojski kanton,18,Ž,2864
2013,Broj,Zeničko-dobojski kanton,19,Ž,2002
2013,Broj,Zeničko-dobojski kanton,20,Ž,2052
2013,Broj,Zeničko-dobojski kanton,21,Ž,2516
2013,Broj,Zeničko-dobojski kanton,22,Ž,2684
2013,Broj,Zeničko-dobojski kanton,23,Ž,2594
2013,Broj,Zeničko-dobojski kanton,24,Ž,2622
2013,Broj,Zeničko-dobojski kanton,25,Ž,2685
2013,Broj,Zeničko-dobojski kanton,26,Ž,2628
2013,Broj,Zeničko-dobojski kanton,27,Ž,2553
2013,Broj,Zeničko-dobojski kanton,28,Ž,2585
2013,Broj,Zeničko-dobojski kanton,29,Ž,2660
2013,Broj,Zeničko-dobojski kanton,30,Ž,2515
2013,Broj,Zeničko-dobojski kanton,31,Ž,2575
2013,Broj,Zeničko-dobojski kanton,32,Ž,2479
2013,Broj,Zeničko-dobojski kanton,33,Ž,2440
2013,Broj,Zeničko-dobojski kanton,34,Ž,2449
2013,Broj,Zeničko-dobojski kanton,35,Ž,2502
2013,Broj,Zeničko-dobojski kanton,36,Ž,2529
2013,Broj,Zeničko-dobojski kanton,37,Ž,2620
2013,Broj,Zeničko-dobojski kanton,38,Ž,2482
2013,Broj,Zeničko-dobojski kanton,39,Ž,2499
2013,Broj,Zeničko-dobojski kanton,40,Ž,2452
2013,Broj,Zeničko-dobojski kanton,41,Ž,2641
2013,Broj,Zeničko-dobojski kanton,42,Ž,2517
2013,Broj,Zeničko-dobojski kanton,43,Ž,2476
2013,Broj,Zeničko-dobojski kanton,44,Ž,2549
2013,Broj,Zeničko-dobojski kanton,45,Ž,2640
2013,Broj,Zeničko-dobojski kanton,46,Ž,2746
2013,Broj,Zeničko-dobojski kanton,47,Ž,2926
2013,Broj,Zeničko-dobojski kanton,48,Ž,2995
2013,Broj,Zeničko-dobojski kanton,49,Ž,2801
2013,Broj,Zeničko-dobojski kanton,50,Ž,2935
2013,Broj,Zeničko-dobojski kanton,51,Ž,3103
2013,Broj,Zeničko-dobojski kanton,52,Ž,3018
2013,Broj,Zeničko-dobojski kanton,53,Ž,2987
2013,Broj,Zeničko-dobojski kanton,54,Ž,2902
2013,Broj,Zeničko-dobojski kanton,55,Ž,2874
2013,Broj,Zeničko-dobojski kanton,56,Ž,2600
2013,Broj,Zeničko-dobojski kanton,57,Ž,2662
2013,Broj,Zeničko-dobojski kanton,58,Ž,2713
2013,Broj,Zeničko-dobojski kanton,59,Ž,2521
2013,Broj,Zeničko-dobojski kanton,60,Ž,2514
2013,Broj,Zeničko-dobojski kanton,61,Ž,2360
2013,Broj,Zeničko-dobojski kanton,62,Ž,2162
2013,Broj,Zeničko-dobojski kanton,63,Ž,2158
2013,Broj,Zeničko-dobojski kanton,64,Ž,1982
2013,Broj,Zeničko-dobojski kanton,65,Ž,1838
2013,Broj,Zeničko-dobojski kanton,66,Ž,1930
2013,Broj,Zeničko-dobojski kanton,67,Ž,1516
2013,Broj,Zeničko-dobojski kanton,68,Ž,1315
2013,Broj,Zeničko-dobojski kanton,69,Ž,1158
2013,Broj,Zeničko-dobojski kanton,70,Ž,1298
2013,Broj,Zeničko-dobojski kanton,71,Ž,1412
2013,Broj,Zeničko-dobojski kanton,72,Ž,1480
2013,Broj,Zeničko-dobojski kanton,73,Ž,1491
2013,Broj,Zeničko-dobojski kanton,74,Ž,1260
2013,Broj,Zeničko-dobojski kanton,75,Ž,1288
2013,Broj,Zeničko-dobojski kanton,76,Ž,1157
2013,Broj,Zeničko-dobojski kanton,77,Ž,1132
2013,Broj,Zeničko-dobojski kanton,78,Ž,982
2013,Broj,Zeničko-dobojski kanton,79,Ž,809
2013,Broj,Zeničko-dobojski kanton,80,Ž,710
2013,Broj,Zeničko-dobojski kanton,81,Ž,690
2013,Broj,Zeničko-dobojski kanton,82,Ž,507
2013,Broj,Zeničko-dobojski kanton,83,Ž,472
2013,Broj,Zeničko-dobojski kanton,84,Ž,363
2013,Broj,Zeničko-dobojski kanton,85+,Ž,1120
2013,Broj,Bosansko-podrinjski kanton,Ukupno,Ž,12117
2013,Broj,Bosansko-podrinjski kanton,0,Ž,99
2013,Broj,Bosansko-podrinjski kanton,1,Ž,95
2013,Broj,Bosansko-podrinjski kanton,2,Ž,103
2013,Broj,Bosansko-podrinjski kanton,3,Ž,116
2013,Broj,Bosansko-podrinjski kanton,4,Ž,104
2013,Broj,Bosansko-podrinjski kanton,5,Ž,84
2013,Broj,Bosansko-podrinjski kanton,6,Ž,86
2013,Broj,Bosansko-podrinjski kanton,7,Ž,76
2013,Broj,Bosansko-podrinjski kanton,8,Ž,99
2013,Broj,Bosansko-podrinjski kanton,9,Ž,93
2013,Broj,Bosansko-podrinjski kanton,10,Ž,101
2013,Broj,Bosansko-podrinjski kanton,11,Ž,109
2013,Broj,Bosansko-podrinjski kanton,12,Ž,110
2013,Broj,Bosansko-podrinjski kanton,13,Ž,140
2013,Broj,Bosansko-podrinjski kanton,14,Ž,135
2013,Broj,Bosansko-podrinjski kanton,15,Ž,148
2013,Broj,Bosansko-podrinjski kanton,16,Ž,214
2013,Broj,Bosansko-podrinjski kanton,17,Ž,164
2013,Broj,Bosansko-podrinjski kanton,18,Ž,167
2013,Broj,Bosansko-podrinjski kanton,19,Ž,148
2013,Broj,Bosansko-podrinjski kanton,20,Ž,120
2013,Broj,Bosansko-podrinjski kanton,21,Ž,125
2013,Broj,Bosansko-podrinjski kanton,22,Ž,160
2013,Broj,Bosansko-podrinjski kanton,23,Ž,147
2013,Broj,Bosansko-podrinjski kanton,24,Ž,136
2013,Broj,Bosansko-podrinjski kanton,25,Ž,162
2013,Broj,Bosansko-podrinjski kanton,26,Ž,155
2013,Broj,Bosansko-podrinjski kanton,27,Ž,131
2013,Broj,Bosansko-podrinjski kanton,28,Ž,145
2013,Broj,Bosansko-podrinjski kanton,29,Ž,170
2013,Broj,Bosansko-podrinjski kanton,30,Ž,166
2013,Broj,Bosansko-podrinjski kanton,31,Ž,148
2013,Broj,Bosansko-podrinjski kanton,32,Ž,157
2013,Broj,Bosansko-podrinjski kanton,33,Ž,164
2013,Broj,Bosansko-podrinjski kanton,34,Ž,145
2013,Broj,Bosansko-podrinjski kanton,35,Ž,152
2013,Broj,Bosansko-podrinjski kanton,36,Ž,160
2013,Broj,Bosansko-podrinjski kanton,37,Ž,125
2013,Broj,Bosansko-podrinjski kanton,38,Ž,143
2013,Broj,Bosansko-podrinjski kanton,39,Ž,137
2013,Broj,Bosansko-podrinjski kanton,40,Ž,155
2013,Broj,Bosansko-podrinjski kanton,41,Ž,123
2013,Broj,Bosansko-podrinjski kanton,42,Ž,147
2013,Broj,Bosansko-podrinjski kanton,43,Ž,132
2013,Broj,Bosansko-podrinjski kanton,44,Ž,146
2013,Broj,Bosansko-podrinjski kanton,45,Ž,180
2013,Broj,Bosansko-podrinjski kanton,46,Ž,144
2013,Broj,Bosansko-podrinjski kanton,47,Ž,194
2013,Broj,Bosansko-podrinjski kanton,48,Ž,193
2013,Broj,Bosansko-podrinjski kanton,49,Ž,157
2013,Broj,Bosansko-podrinjski kanton,50,Ž,169
2013,Broj,Bosansko-podrinjski kanton,51,Ž,216
2013,Broj,Bosansko-podrinjski kanton,52,Ž,178
2013,Broj,Bosansko-podrinjski kanton,53,Ž,185
2013,Broj,Bosansko-podrinjski kanton,54,Ž,227
2013,Broj,Bosansko-podrinjski kanton,55,Ž,208
2013,Broj,Bosansko-podrinjski kanton,56,Ž,202
2013,Broj,Bosansko-podrinjski kanton,57,Ž,227
2013,Broj,Bosansko-podrinjski kanton,58,Ž,213
2013,Broj,Bosansko-podrinjski kanton,59,Ž,209
2013,Broj,Bosansko-podrinjski kanton,60,Ž,217
2013,Broj,Bosansko-podrinjski kanton,61,Ž,189
2013,Broj,Bosansko-podrinjski kanton,62,Ž,153
2013,Broj,Bosansko-podrinjski kanton,63,Ž,173
2013,Broj,Bosansko-podrinjski kanton,64,Ž,193
2013,Broj,Bosansko-podrinjski kanton,65,Ž,141
2013,Broj,Bosansko-podrinjski kanton,66,Ž,160
2013,Broj,Bosansko-podrinjski kanton,67,Ž,110
2013,Broj,Bosansko-podrinjski kanton,68,Ž,133
2013,Broj,Bosansko-podrinjski kanton,69,Ž,81
2013,Broj,Bosansko-podrinjski kanton,70,Ž,95
2013,Broj,Bosansko-podrinjski kanton,71,Ž,97
2013,Broj,Bosansko-podrinjski kanton,72,Ž,129
2013,Broj,Bosansko-podrinjski kanton,73,Ž,129
2013,Broj,Bosansko-podrinjski kanton,74,Ž,149
2013,Broj,Bosansko-podrinjski kanton,75,Ž,135
2013,Broj,Bosansko-podrinjski kanton,76,Ž,122
2013,Broj,Bosansko-podrinjski kanton,77,Ž,114
2013,Broj,Bosansko-podrinjski kanton,78,Ž,115
2013,Broj,Bosansko-podrinjski kanton,79,Ž,106
2013,Broj,Bosansko-podrinjski kanton,80,Ž,71
2013,Broj,Bosansko-podrinjski kanton,81,Ž,84
2013,Broj,Bosansko-podrinjski kanton,82,Ž,38
2013,Broj,Bosansko-podrinjski kanton,83,Ž,48
2013,Broj,Bosansko-podrinjski kanton,84,Ž,45
2013,Broj,Bosansko-podrinjski kanton,85+,Ž,146
2013,Broj,Srednjobosanski kanton,Ukupno,Ž,127420
2013,Broj,Srednjobosanski kanton,0,Ž,1170
2013,Broj,Srednjobosanski kanton,1,Ž,1209
2013,Broj,Srednjobosanski kanton,2,Ž,1283
2013,Broj,Srednjobosanski kanton,3,Ž,1295
2013,Broj,Srednjobosanski kanton,4,Ž,1298
2013,Broj,Srednjobosanski kanton,5,Ž,1343
2013,Broj,Srednjobosanski kanton,6,Ž,1334
2013,Broj,Srednjobosanski kanton,7,Ž,1430
2013,Broj,Srednjobosanski kanton,8,Ž,1411
2013,Broj,Srednjobosanski kanton,9,Ž,1415
2013,Broj,Srednjobosanski kanton,10,Ž,1454
2013,Broj,Srednjobosanski kanton,11,Ž,1423
2013,Broj,Srednjobosanski kanton,12,Ž,1569
2013,Broj,Srednjobosanski kanton,13,Ž,1563
2013,Broj,Srednjobosanski kanton,14,Ž,1754
2013,Broj,Srednjobosanski kanton,15,Ž,1809
2013,Broj,Srednjobosanski kanton,16,Ž,2057
2013,Broj,Srednjobosanski kanton,17,Ž,2156
2013,Broj,Srednjobosanski kanton,18,Ž,2115
2013,Broj,Srednjobosanski kanton,19,Ž,1510
2013,Broj,Srednjobosanski kanton,20,Ž,1425
2013,Broj,Srednjobosanski kanton,21,Ž,1730
2013,Broj,Srednjobosanski kanton,22,Ž,1830
2013,Broj,Srednjobosanski kanton,23,Ž,1778
2013,Broj,Srednjobosanski kanton,24,Ž,1833
2013,Broj,Srednjobosanski kanton,25,Ž,1893
2013,Broj,Srednjobosanski kanton,26,Ž,1685
2013,Broj,Srednjobosanski kanton,27,Ž,1790
2013,Broj,Srednjobosanski kanton,28,Ž,1740
2013,Broj,Srednjobosanski kanton,29,Ž,1841
2013,Broj,Srednjobosanski kanton,30,Ž,1773
2013,Broj,Srednjobosanski kanton,31,Ž,1682
2013,Broj,Srednjobosanski kanton,32,Ž,1803
2013,Broj,Srednjobosanski kanton,33,Ž,1754
2013,Broj,Srednjobosanski kanton,34,Ž,1758
2013,Broj,Srednjobosanski kanton,35,Ž,1775
2013,Broj,Srednjobosanski kanton,36,Ž,1785
2013,Broj,Srednjobosanski kanton,37,Ž,1817
2013,Broj,Srednjobosanski kanton,38,Ž,1749
2013,Broj,Srednjobosanski kanton,39,Ž,1765
2013,Broj,Srednjobosanski kanton,40,Ž,1740
2013,Broj,Srednjobosanski kanton,41,Ž,1814
2013,Broj,Srednjobosanski kanton,42,Ž,1746
2013,Broj,Srednjobosanski kanton,43,Ž,1685
2013,Broj,Srednjobosanski kanton,44,Ž,1876
2013,Broj,Srednjobosanski kanton,45,Ž,1904
2013,Broj,Srednjobosanski kanton,46,Ž,1876
2013,Broj,Srednjobosanski kanton,47,Ž,1981
2013,Broj,Srednjobosanski kanton,48,Ž,1960
2013,Broj,Srednjobosanski kanton,49,Ž,1948
2013,Broj,Srednjobosanski kanton,50,Ž,2062
2013,Broj,Srednjobosanski kanton,51,Ž,2086
2013,Broj,Srednjobosanski kanton,52,Ž,1957
2013,Broj,Srednjobosanski kanton,53,Ž,1989
2013,Broj,Srednjobosanski kanton,54,Ž,1982
2013,Broj,Srednjobosanski kanton,55,Ž,1849
2013,Broj,Srednjobosanski kanton,56,Ž,1834
2013,Broj,Srednjobosanski kanton,57,Ž,1805
2013,Broj,Srednjobosanski kanton,58,Ž,1785
2013,Broj,Srednjobosanski kanton,59,Ž,1697
2013,Broj,Srednjobosanski kanton,60,Ž,1640
2013,Broj,Srednjobosanski kanton,61,Ž,1514
2013,Broj,Srednjobosanski kanton,62,Ž,1397
2013,Broj,Srednjobosanski kanton,63,Ž,1446
2013,Broj,Srednjobosanski kanton,64,Ž,1306
2013,Broj,Srednjobosanski kanton,65,Ž,1225
2013,Broj,Srednjobosanski kanton,66,Ž,1159
2013,Broj,Srednjobosanski kanton,67,Ž,905
2013,Broj,Srednjobosanski kanton,68,Ž,891
2013,Broj,Srednjobosanski kanton,69,Ž,867
2013,Broj,Srednjobosanski kanton,70,Ž,938
2013,Broj,Srednjobosanski kanton,71,Ž,1022
2013,Broj,Srednjobosanski kanton,72,Ž,1024
2013,Broj,Srednjobosanski kanton,73,Ž,1143
2013,Broj,Srednjobosanski kanton,74,Ž,1008
2013,Broj,Srednjobosanski kanton,75,Ž,861
2013,Broj,Srednjobosanski kanton,76,Ž,804
2013,Broj,Srednjobosanski kanton,77,Ž,800
2013,Broj,Srednjobosanski kanton,78,Ž,712
2013,Broj,Srednjobosanski kanton,79,Ž,575
2013,Broj,Srednjobosanski kanton,80,Ž,500
2013,Broj,Srednjobosanski kanton,81,Ž,472
2013,Broj,Srednjobosanski kanton,82,Ž,378
2013,Broj,Srednjobosanski kanton,83,Ž,355
2013,Broj,Srednjobosanski kanton,84,Ž,259
2013,Broj,Srednjobosanski kanton,85+,Ž,839
2013,Broj,Hercegovačko-neretvanski kanton,Ukupno,Ž,112989
2013,Broj,Hercegovačko-neretvanski kanton,0,Ž,1031
2013,Broj,Hercegovačko-neretvanski kanton,1,Ž,1057
2013,Broj,Hercegovačko-neretvanski kanton,2,Ž,1054
2013,Broj,Hercegovačko-neretvanski kanton,3,Ž,1041
2013,Broj,Hercegovačko-neretvanski kanton,4,Ž,1086
2013,Broj,Hercegovačko-neretvanski kanton,5,Ž,1052
2013,Broj,Hercegovačko-neretvanski kanton,6,Ž,1009
2013,Broj,Hercegovačko-neretvanski kanton,7,Ž,1056
2013,Broj,Hercegovačko-neretvanski kanton,8,Ž,1080
2013,Broj,Hercegovačko-neretvanski kanton,9,Ž,1098
2013,Broj,Hercegovačko-neretvanski kanton,10,Ž,1121
2013,Broj,Hercegovačko-neretvanski kanton,11,Ž,1249
2013,Broj,Hercegovačko-neretvanski kanton,12,Ž,1196
2013,Broj,Hercegovačko-neretvanski kanton,13,Ž,1270
2013,Broj,Hercegovačko-neretvanski kanton,14,Ž,1370
2013,Broj,Hercegovačko-neretvanski kanton,15,Ž,1448
2013,Broj,Hercegovačko-neretvanski kanton,16,Ž,1600
2013,Broj,Hercegovačko-neretvanski kanton,17,Ž,1716
2013,Broj,Hercegovačko-neretvanski kanton,18,Ž,1725
2013,Broj,Hercegovačko-neretvanski kanton,19,Ž,1443
2013,Broj,Hercegovačko-neretvanski kanton,20,Ž,1221
2013,Broj,Hercegovačko-neretvanski kanton,21,Ž,1394
2013,Broj,Hercegovačko-neretvanski kanton,22,Ž,1502
2013,Broj,Hercegovačko-neretvanski kanton,23,Ž,1517
2013,Broj,Hercegovačko-neretvanski kanton,24,Ž,1536
2013,Broj,Hercegovačko-neretvanski kanton,25,Ž,1477
2013,Broj,Hercegovačko-neretvanski kanton,26,Ž,1476
2013,Broj,Hercegovačko-neretvanski kanton,27,Ž,1545
2013,Broj,Hercegovačko-neretvanski kanton,28,Ž,1528
2013,Broj,Hercegovačko-neretvanski kanton,29,Ž,1585
2013,Broj,Hercegovačko-neretvanski kanton,30,Ž,1504
2013,Broj,Hercegovačko-neretvanski kanton,31,Ž,1406
2013,Broj,Hercegovačko-neretvanski kanton,32,Ž,1515
2013,Broj,Hercegovačko-neretvanski kanton,33,Ž,1466
2013,Broj,Hercegovačko-neretvanski kanton,34,Ž,1441
2013,Broj,Hercegovačko-neretvanski kanton,35,Ž,1418
2013,Broj,Hercegovačko-neretvanski kanton,36,Ž,1482
2013,Broj,Hercegovačko-neretvanski kanton,37,Ž,1436
2013,Broj,Hercegovačko-neretvanski kanton,38,Ž,1424
2013,Broj,Hercegovačko-neretvanski kanton,39,Ž,1400
2013,Broj,Hercegovačko-neretvanski kanton,40,Ž,1466
2013,Broj,Hercegovačko-neretvanski kanton,41,Ž,1468
2013,Broj,Hercegovačko-neretvanski kanton,42,Ž,1362
2013,Broj,Hercegovačko-neretvanski kanton,43,Ž,1383
2013,Broj,Hercegovačko-neretvanski kanton,44,Ž,1504
2013,Broj,Hercegovačko-neretvanski kanton,45,Ž,1582
2013,Broj,Hercegovačko-neretvanski kanton,46,Ž,1583
2013,Broj,Hercegovačko-neretvanski kanton,47,Ž,1597
2013,Broj,Hercegovačko-neretvanski kanton,48,Ž,1698
2013,Broj,Hercegovačko-neretvanski kanton,49,Ž,1663
2013,Broj,Hercegovačko-neretvanski kanton,50,Ž,1715
2013,Broj,Hercegovačko-neretvanski kanton,51,Ž,1716
2013,Broj,Hercegovačko-neretvanski kanton,52,Ž,1733
2013,Broj,Hercegovačko-neretvanski kanton,53,Ž,1812
2013,Broj,Hercegovačko-neretvanski kanton,54,Ž,1810
2013,Broj,Hercegovačko-neretvanski kanton,55,Ž,1725
2013,Broj,Hercegovačko-neretvanski kanton,56,Ž,1622
2013,Broj,Hercegovačko-neretvanski kanton,57,Ž,1548
2013,Broj,Hercegovačko-neretvanski kanton,58,Ž,1561
2013,Broj,Hercegovačko-neretvanski kanton,59,Ž,1456
2013,Broj,Hercegovačko-neretvanski kanton,60,Ž,1471
2013,Broj,Hercegovačko-neretvanski kanton,61,Ž,1359
2013,Broj,Hercegovačko-neretvanski kanton,62,Ž,1315
2013,Broj,Hercegovačko-neretvanski kanton,63,Ž,1365
2013,Broj,Hercegovačko-neretvanski kanton,64,Ž,1255
2013,Broj,Hercegovačko-neretvanski kanton,65,Ž,1112
2013,Broj,Hercegovačko-neretvanski kanton,66,Ž,1182
2013,Broj,Hercegovačko-neretvanski kanton,67,Ž,809
2013,Broj,Hercegovačko-neretvanski kanton,68,Ž,925
2013,Broj,Hercegovačko-neretvanski kanton,69,Ž,889
2013,Broj,Hercegovačko-neretvanski kanton,70,Ž,843
2013,Broj,Hercegovačko-neretvanski kanton,71,Ž,1077
2013,Broj,Hercegovačko-neretvanski kanton,72,Ž,1103
2013,Broj,Hercegovačko-neretvanski kanton,73,Ž,1258
2013,Broj,Hercegovačko-neretvanski kanton,74,Ž,1168
2013,Broj,Hercegovačko-neretvanski kanton,75,Ž,1124
2013,Broj,Hercegovačko-neretvanski kanton,76,Ž,1001
2013,Broj,Hercegovačko-neretvanski kanton,77,Ž,935
2013,Broj,Hercegovačko-neretvanski kanton,78,Ž,934
2013,Broj,Hercegovačko-neretvanski kanton,79,Ž,892
2013,Broj,Hercegovačko-neretvanski kanton,80,Ž,772
2013,Broj,Hercegovačko-neretvanski kanton,81,Ž,754
2013,Broj,Hercegovačko-neretvanski kanton,82,Ž,632
2013,Broj,Hercegovačko-neretvanski kanton,83,Ž,513
2013,Broj,Hercegovačko-neretvanski kanton,84,Ž,453
2013,Broj,Hercegovačko-neretvanski kanton,85+,Ž,1869
2013,Broj,Zapadno-hercegovački kanton,Ukupno,Ž,47587
2013,Broj,Zapadno-hercegovački kanton,0,Ž,457
2013,Broj,Zapadno-hercegovački kanton,1,Ž,480
2013,Broj,Zapadno-hercegovački kanton,2,Ž,496
2013,Broj,Zapadno-hercegovački kanton,3,Ž,486
2013,Broj,Zapadno-hercegovački kanton,4,Ž,503
2013,Broj,Zapadno-hercegovački kanton,5,Ž,507
2013,Broj,Zapadno-hercegovački kanton,6,Ž,551
2013,Broj,Zapadno-hercegovački kanton,7,Ž,535
2013,Broj,Zapadno-hercegovački kanton,8,Ž,538
2013,Broj,Zapadno-hercegovački kanton,9,Ž,525
2013,Broj,Zapadno-hercegovački kanton,10,Ž,562
2013,Broj,Zapadno-hercegovački kanton,11,Ž,600
2013,Broj,Zapadno-hercegovački kanton,12,Ž,601
2013,Broj,Zapadno-hercegovački kanton,13,Ž,658
2013,Broj,Zapadno-hercegovački kanton,14,Ž,719
2013,Broj,Zapadno-hercegovački kanton,15,Ž,750
2013,Broj,Zapadno-hercegovački kanton,16,Ž,719
2013,Broj,Zapadno-hercegovački kanton,17,Ž,694
2013,Broj,Zapadno-hercegovački kanton,18,Ž,743
2013,Broj,Zapadno-hercegovački kanton,19,Ž,694
2013,Broj,Zapadno-hercegovački kanton,20,Ž,703
2013,Broj,Zapadno-hercegovački kanton,21,Ž,674
2013,Broj,Zapadno-hercegovački kanton,22,Ž,727
2013,Broj,Zapadno-hercegovački kanton,23,Ž,665
2013,Broj,Zapadno-hercegovački kanton,24,Ž,626
2013,Broj,Zapadno-hercegovački kanton,25,Ž,658
2013,Broj,Zapadno-hercegovački kanton,26,Ž,666
2013,Broj,Zapadno-hercegovački kanton,27,Ž,666
2013,Broj,Zapadno-hercegovački kanton,28,Ž,620
2013,Broj,Zapadno-hercegovački kanton,29,Ž,625
2013,Broj,Zapadno-hercegovački kanton,30,Ž,594
2013,Broj,Zapadno-hercegovački kanton,31,Ž,572
2013,Broj,Zapadno-hercegovački kanton,32,Ž,574
2013,Broj,Zapadno-hercegovački kanton,33,Ž,578
2013,Broj,Zapadno-hercegovački kanton,34,Ž,557
2013,Broj,Zapadno-hercegovački kanton,35,Ž,562
2013,Broj,Zapadno-hercegovački kanton,36,Ž,590
2013,Broj,Zapadno-hercegovački kanton,37,Ž,630
2013,Broj,Zapadno-hercegovački kanton,38,Ž,627
2013,Broj,Zapadno-hercegovački kanton,39,Ž,615
2013,Broj,Zapadno-hercegovački kanton,40,Ž,627
2013,Broj,Zapadno-hercegovački kanton,41,Ž,663
2013,Broj,Zapadno-hercegovački kanton,42,Ž,641
2013,Broj,Zapadno-hercegovački kanton,43,Ž,572
2013,Broj,Zapadno-hercegovački kanton,44,Ž,698
2013,Broj,Zapadno-hercegovački kanton,45,Ž,690
2013,Broj,Zapadno-hercegovački kanton,46,Ž,671
2013,Broj,Zapadno-hercegovački kanton,47,Ž,657
2013,Broj,Zapadno-hercegovački kanton,48,Ž,683
2013,Broj,Zapadno-hercegovački kanton,49,Ž,703
2013,Broj,Zapadno-hercegovački kanton,50,Ž,661
2013,Broj,Zapadno-hercegovački kanton,51,Ž,647
2013,Broj,Zapadno-hercegovački kanton,52,Ž,668
2013,Broj,Zapadno-hercegovački kanton,53,Ž,643
2013,Broj,Zapadno-hercegovački kanton,54,Ž,619
2013,Broj,Zapadno-hercegovački kanton,55,Ž,597
2013,Broj,Zapadno-hercegovački kanton,56,Ž,531
2013,Broj,Zapadno-hercegovački kanton,57,Ž,555
2013,Broj,Zapadno-hercegovački kanton,58,Ž,568
2013,Broj,Zapadno-hercegovački kanton,59,Ž,464
