Year,UNIT_MEASURE,Administrativna jedinica,Spol,Value
2010,Broj,Federacija Bosne i Hercegovine,Oba spola,1230
2010,Broj,Unsko-sanska županija,Oba spola,168
2010,Broj,Posavska županija,Oba spola,18
2010,Broj,Tuzlanska županija,Oba spola,246
2010,Broj,Zeničko-dobojska županija,Oba spola,144
2010,Broj,Bosansko-podrinjska županija,Oba spola,30
2010,Broj,Srednjobosanska županija,Oba spola,78
2010,Broj,Hercegovačko-neretvanska županija,Oba spola,162
2010,Broj,Zapadno-hercegovačka županija,Oba spola,72
2010,Broj,Sarajevska županija,Oba spola,251
2010,Broj,Županija 10,Oba spola,61
2010,Broj,Federacija Bosne i Hercegovine,M,76
2010,Broj,Unsko-sanska županija,M,14
2010,Broj,Posavska županija,M,2
2010,Broj,Tuzlanska županija,M,31
2010,Broj,Zeničko-dobojska županija,M,9
2010,Broj,Bosansko-podrinjska županija,M,2
2010,Broj,Srednjobosanska županija,M,4
2010,Broj,Hercegovačko-neretvanska županija,M,2
2010,Broj,Zapadno-hercegovačka županija,M,3
2010,Broj,Sarajevska županija,M,6
2010,Broj,Županija 10,M,3
2010,Broj,Federacija Bosne i Hercegovine,Ž,1154
2010,Broj,Unsko-sanska županija,Ž,154
2010,Broj,Posavska županija,Ž,16
2010,Broj,Tuzlanska županija,Ž,215
2010,Broj,Zeničko-dobojska županija,Ž,135
2010,Broj,Bosansko-podrinjska županija,Ž,28
2010,Broj,Srednjobosanska županija,Ž,74
2010,Broj,Hercegovačko-neretvanska županija,Ž,160
2010,Broj,Zapadno-hercegovačka županija,Ž,69
2010,Broj,Sarajevska županija,Ž,245
2010,Broj,Županija 10,Ž,58
2011,Broj,Federacija Bosne i Hercegovine,Oba spola,1441
2011,Broj,Unsko-sanska županija,Oba spola,170
2011,Broj,Posavska županija,Oba spola,18
2011,Broj,Tuzlanska županija,Oba spola,260
2011,Broj,Zeničko-dobojska županija,Oba spola,189
2011,Broj,Bosansko-podrinjska županija,Oba spola,37
2011,Broj,Srednjobosanska županija,Oba spola,78
2011,Broj,Hercegovačko-neretvanska županija,Oba spola,198
2011,Broj,Zapadno-hercegovačka županija,Oba spola,86
2011,Broj,Sarajevska županija,Oba spola,342
2011,Broj,Županija 10,Oba spola,63
2011,Broj,Federacija Bosne i Hercegovine,M,96
2011,Broj,Unsko-sanska županija,M,14
2011,Broj,Posavska županija,M,2
2011,Broj,Tuzlanska županija,M,32
2011,Broj,Zeničko-dobojska županija,M,17
2011,Broj,Bosansko-podrinjska županija,M,2
2011,Broj,Srednjobosanska županija,M,4
2011,Broj,Hercegovačko-neretvanska županija,M,7
2011,Broj,Zapadno-hercegovačka županija,M,4
2011,Broj,Sarajevska županija,M,11
2011,Broj,Županija 10,M,3
2011,Broj,Federacija Bosne i Hercegovine,Ž,1345
2011,Broj,Unsko-sanska županija,Ž,156
2011,Broj,Posavska županija,Ž,16
2011,Broj,Tuzlanska županija,Ž,228
2011,Broj,Zeničko-dobojska županija,Ž,172
2011,Broj,Bosansko-podrinjska županija,Ž,35
2011,Broj,Srednjobosanska županija,Ž,74
2011,Broj,Hercegovačko-neretvanska županija,Ž,191
2011,Broj,Zapadno-hercegovačka županija,Ž,82
2011,Broj,Sarajevska županija,Ž,331
2011,Broj,Županija 10,Ž,60
2012,Broj,Federacija Bosne i Hercegovine,Oba spola,1450
2012,Broj,Unsko-sanska županija,Oba spola,163
2012,Broj,Posavska županija,Oba spola,21
2012,Broj,Tuzlanska županija,Oba spola,258
2012,Broj,Zeničko-dobojska županija,Oba spola,177
2012,Broj,Bosansko-podrinjska županija,Oba spola,36
2012,Broj,Srednjobosanska županija,Oba spola,97
2012,Broj,Hercegovačko-neretvanska županija,Oba spola,186
2012,Broj,Zapadno-hercegovačka županija,Oba spola,92
2012,Broj,Sarajevska županija,Oba spola,356
2012,Broj,Županija 10,Oba spola,64
2012,Broj,Federacija Bosne i Hercegovine,M,85
2012,Broj,Unsko-sanska županija,M,11
2012,Broj,Posavska županija,M,1
2012,Broj,Tuzlanska županija,M,30
2012,Broj,Zeničko-dobojska županija,M,9
2012,Broj,Bosansko-podrinjska županija,M,4
2012,Broj,Srednjobosanska županija,M,6
2012,Broj,Hercegovačko-neretvanska županija,M,4
2012,Broj,Zapadno-hercegovačka županija,M,3
2012,Broj,Sarajevska županija,M,15
2012,Broj,Županija 10,M,2
2012,Broj,Federacija Bosne i Hercegovine,Ž,1365
2012,Broj,Unsko-sanska županija,Ž,152
2012,Broj,Posavska županija,Ž,20
2012,Broj,Tuzlanska županija,Ž,228
2012,Broj,Zeničko-dobojska županija,Ž,168
2012,Broj,Bosansko-podrinjska županija,Ž,32
2012,Broj,Srednjobosanska županija,Ž,91
2012,Broj,Hercegovačko-neretvanska županija,Ž,182
2012,Broj,Zapadno-hercegovačka županija,Ž,89
2012,Broj,Sarajevska županija,Ž,341
2012,Broj,Županija 10,Ž,62
2013,Broj,Federacija Bosne i Hercegovine,Oba spola,1537
2013,Broj,Unsko-sanska županija,Oba spola,185
2013,Broj,Posavska županija,Oba spola,22
2013,Broj,Tuzlanska županija,Oba spola,225
2013,Broj,Zeničko-dobojska županija,Oba spola,214
2013,Broj,Bosansko-podrinjska županija,Oba spola,31
2013,Broj,Srednjobosanska županija,Oba spola,82
2013,Broj,Hercegovačko-neretvanska županija,Oba spola,187
2013,Broj,Zapadno-hercegovačka županija,Oba spola,90
2013,Broj,Sarajevska županija,Oba spola,447
2013,Broj,Županija 10,Oba spola,54
2013,Broj,Federacija Bosne i Hercegovine,M,95
2013,Broj,Unsko-sanska županija,M,16
2013,Broj,Posavska županija,M,1
2013,Broj,Tuzlanska županija,M,26
2013,Broj,Zeničko-dobojska županija,M,11
2013,Broj,Bosansko-podrinjska županija,M,4
2013,Broj,Srednjobosanska županija,M,5
2013,Broj,Hercegovačko-neretvanska županija,M,6
2013,Broj,Zapadno-hercegovačka županija,M,2
2013,Broj,Sarajevska županija,M,21
2013,Broj,Županija 10,M,3
2013,Broj,Federacija Bosne i Hercegovine,Ž,1442
2013,Broj,Unsko-sanska županija,Ž,169
2013,Broj,Posavska županija,Ž,21
2013,Broj,Tuzlanska županija,Ž,199
2013,Broj,Zeničko-dobojska županija,Ž,203
2013,Broj,Bosansko-podrinjska županija,Ž,27
2013,Broj,Srednjobosanska županija,Ž,77
2013,Broj,Hercegovačko-neretvanska županija,Ž,181
2013,Broj,Zapadno-hercegovačka županija,Ž,88
2013,Broj,Sarajevska županija,Ž,426
2013,Broj,Županija 10,Ž,51
2014,Broj,Federacija Bosne i Hercegovine,Oba spola,1692
2014,Broj,Unsko-sanska županija,Oba spola,190
2014,Broj,Posavska županija,Oba spola,23
2014,Broj,Tuzlanska županija,Oba spola,211
2014,Broj,Zeničko-dobojska županija,Oba spola,225
2014,Broj,Bosansko-podrinjska županija,Oba spola,29
2014,Broj,Srednjobosanska županija,Oba spola,127
2014,Broj,Hercegovačko-neretvanska županija,Oba spola,220
2014,Broj,Zapadno-hercegovačka županija,Oba spola,99
