Year,UNIT_MEASURE,Administrativna jedinica,Spol,Value
2016,Broj,Federacija Bosne i Hercegovine,Oba spola,8568
2016,Broj,Federacija Bosne i Hercegovine,M,3474
2016,Broj,Federacija Bosne i Hercegovine,Ž,5094
2017,Broj,Federacija Bosne i Hercegovine,Oba spola,8564
2017,Broj,Federacija Bosne i Hercegovine,M,3370
2017,Broj,Federacija Bosne i Hercegovine,Ž,5194
2018,Broj,Federacija Bosne i Hercegovine,Oba spola,8393
2018,Broj,Federacija Bosne i Hercegovine,M,3274
2018,Broj,Federacija Bosne i Hercegovine,Ž,5119
2019,Broj,Federacija Bosne i Hercegovine,Oba spola,8516
2019,Broj,Federacija Bosne i Hercegovine,M,3316
2019,Broj,Federacija Bosne i Hercegovine,Ž,5200
2020,Broj,Federacija Bosne i Hercegovine,Oba spola,8543
2020,Broj,Federacija Bosne i Hercegovine,M,3244
2020,Broj,Federacija Bosne i Hercegovine,Ž,5299
2021,Broj,Federacija Bosne i Hercegovine,Oba spola,8644
2021,Broj,Federacija Bosne i Hercegovine,M,3248
2021,Broj,Federacija Bosne i Hercegovine,Ž,5396
2022,Broj,Federacija Bosne i Hercegovine,Oba spola,8763
2022,Broj,Federacija Bosne i Hercegovine,M,3206
2022,Broj,Federacija Bosne i Hercegovine,Ž,5557
2016,Broj,Unsko-sanska županija,Oba spola,908
2016,Broj,Unsko-sanska županija,M,445
2016,Broj,Unsko-sanska županija,Ž,463
2017,Broj,Unsko-sanska županija,Oba spola,912
2017,Broj,Unsko-sanska županija,M,439
2017,Broj,Unsko-sanska županija,Ž,473
2018,Broj,Unsko-sanska županija,Oba spola,857
2018,Broj,Unsko-sanska županija,M,407
2018,Broj,Unsko-sanska županija,Ž,450
2019,Broj,Unsko-sanska županija,Oba spola,832
2019,Broj,Unsko-sanska županija,M,395
2019,Broj,Unsko-sanska županija,Ž,437
2020,Broj,Unsko-sanska županija,Oba spola,815
2020,Broj,Unsko-sanska županija,M,357
2020,Broj,Unsko-sanska županija,Ž,458
2021,Broj,Unsko-sanska županija,Oba spola,835
2021,Broj,Unsko-sanska županija,M,382
2021,Broj,Unsko-sanska županija,Ž,453
2022,Broj,Unsko-sanska županija,Oba spola,822
2022,Broj,Unsko-sanska županija,M,356
2022,Broj,Unsko-sanska županija,Ž,466
2016,Broj,Posavska županija,Oba spola,130
2016,Broj,Posavska županija,M,61
2016,Broj,Posavska županija,Ž,69
2017,Broj,Posavska županija,Oba spola,110
2017,Broj,Posavska županija,M,49
2017,Broj,Posavska županija,Ž,61
2018,Broj,Posavska županija,Oba spola,115
2018,Broj,Posavska županija,M,50
2018,Broj,Posavska županija,Ž,65
2019,Broj,Posavska županija,Oba spola,114
2019,Broj,Posavska županija,M,47
2019,Broj,Posavska županija,Ž,67
2020,Broj,Posavska županija,Oba spola,103
2020,Broj,Posavska županija,M,39
2020,Broj,Posavska županija,Ž,64
2021,Broj,Posavska županija,Oba spola,96
2021,Broj,Posavska županija,M,39
2021,Broj,Posavska županija,Ž,57
2022,Broj,Posavska županija,Oba spola,94
2022,Broj,Posavska županija,M,36
2022,Broj,Posavska županija,Ž,58
2016,Broj,Tuzlanska županija,Oba spola,1741
2016,Broj,Tuzlanska županija,M,780
2016,Broj,Tuzlanska županija,Ž,961
2017,Broj,Tuzlanska županija,Oba spola,1683
2017,Broj,Tuzlanska županija,M,727
2017,Broj,Tuzlanska županija,Ž,956
2018,Broj,Tuzlanska županija,Oba spola,1687
2018,Broj,Tuzlanska županija,M,731
2018,Broj,Tuzlanska županija,Ž,956
2019,Broj,Tuzlanska županija,Oba spola,1658
2019,Broj,Tuzlanska županija,M,740
2019,Broj,Tuzlanska županija,Ž,918
