Year,UNIT_MEASURE,Administrativna jedinica,Spol,Value
2009,Broj,Federacija Bosne i Hercegovine,Oba spola,66
2010,Broj,Federacija Bosne i Hercegovine,Oba spola,108
2011,Broj,Federacija Bosne i Hercegovine,Oba spola,169
2012,Broj,Federacija Bosne i Hercegovine,Oba spola,419
2013,Broj,Federacija Bosne i Hercegovine,Oba spola,529
2014,Broj,Federacija Bosne i Hercegovine,Oba spola,630
2015,Broj,Federacija Bosne i Hercegovine,Oba spola,737
2016,Broj,Federacija Bosne i Hercegovine,Oba spola,779
2017,Broj,Federacija Bosne i Hercegovine,Oba spola,713
2018,Broj,Federacija Bosne i Hercegovine,Oba spola,841
2019,Broj,Federacija Bosne i Hercegovine,Oba spola,829
2020,Broj,Federacija Bosne i Hercegovine,Oba spola,1009
2021,Broj,Federacija Bosne i Hercegovine,Oba spola,999
2022,Broj,Federacija Bosne i Hercegovine,Oba spola,996
2009,Broj,Federacija Bosne i Hercegovine,M,37
2010,Broj,Federacija Bosne i Hercegovine,M,55
2011,Broj,Federacija Bosne i Hercegovine,M,90
2012,Broj,Federacija Bosne i Hercegovine,M,249
2013,Broj,Federacija Bosne i Hercegovine,M,335
2014,Broj,Federacija Bosne i Hercegovine,M,336
2015,Broj,Federacija Bosne i Hercegovine,M,420
2016,Broj,Federacija Bosne i Hercegovine,M,415
2017,Broj,Federacija Bosne i Hercegovine,M,406
2018,Broj,Federacija Bosne i Hercegovine,M,437
2019,Broj,Federacija Bosne i Hercegovine,M,404
2020,Broj,Federacija Bosne i Hercegovine,M,519
2021,Broj,Federacija Bosne i Hercegovine,M,491
2022,Broj,Federacija Bosne i Hercegovine,M,475
2009,Broj,Federacija Bosne i Hercegovine,Ž,29
2010,Broj,Federacija Bosne i Hercegovine,Ž,53
2011,Broj,Federacija Bosne i Hercegovine,Ž,79
2012,Broj,Federacija Bosne i Hercegovine,Ž,170
2013,Broj,Federacija Bosne i Hercegovine,Ž,194
2014,Broj,Federacija Bosne i Hercegovine,Ž,294
2015,Broj,Federacija Bosne i Hercegovine,Ž,317
2016,Broj,Federacija Bosne i Hercegovine,Ž,364
2017,Broj,Federacija Bosne i Hercegovine,Ž,307
2018,Broj,Federacija Bosne i Hercegovine,Ž,404
2019,Broj,Federacija Bosne i Hercegovine,Ž,425
2020,Broj,Federacija Bosne i Hercegovine,Ž,490
2021,Broj,Federacija Bosne i Hercegovine,Ž,508
2022,Broj,Federacija Bosne i Hercegovine,Ž,521
2017,Broj,Unsko-sanska županija,Oba spola,4
2018,Broj,Unsko-sanska županija,Oba spola,1
2019,Broj,Unsko-sanska županija,Oba spola,1
2020,Broj,Unsko-sanska županija,Oba spola,1
2021,Broj,Unsko-sanska županija,Oba spola,5
2017,Broj,Unsko-sanska županija,M,4
2018,Broj,Unsko-sanska županija,M,1
2019,Broj,Unsko-sanska županija,M,1
2020,Broj,Unsko-sanska županija,M,1
2021,Broj,Unsko-sanska županija,M,4
2021,Broj,Unsko-sanska županija,Ž,1
2014,Broj,Tuzlanska županija,Oba spola,31
2015,Broj,Tuzlanska županija,Oba spola,11
2016,Broj,Tuzlanska županija,Oba spola,135
2017,Broj,Tuzlanska županija,Oba spola,98
2018,Broj,Tuzlanska županija,Oba spola,226
2019,Broj,Tuzlanska županija,Oba spola,200
2020,Broj,Tuzlanska županija,Oba spola,189
2021,Broj,Tuzlanska županija,Oba spola,191
2022,Broj,Tuzlanska županija,Oba spola,207
2014,Broj,Tuzlanska županija,M,6
2015,Broj,Tuzlanska županija,M,9
2016,Broj,Tuzlanska županija,M,67
2017,Broj,Tuzlanska županija,M,43
2018,Broj,Tuzlanska županija,M,100
2019,Broj,Tuzlanska županija,M,104
2020,Broj,Tuzlanska županija,M,97
2021,Broj,Tuzlanska županija,M,89
2022,Broj,Tuzlanska županija,M,89
2014,Broj,Tuzlanska županija,Ž,25
2015,Broj,Tuzlanska županija,Ž,2
2016,Broj,Tuzlanska županija,Ž,68
2017,Broj,Tuzlanska županija,Ž,55
2018,Broj,Tuzlanska županija,Ž,126
2019,Broj,Tuzlanska županija,Ž,96
2020,Broj,Tuzlanska županija,Ž,92
2021,Broj,Tuzlanska županija,Ž,102
2022,Broj,Tuzlanska županija,Ž,118
2014,Broj,Zeničko-dobojska županija,Oba spola,18
2017,Broj,Zeničko-dobojska županija,Oba spola,12
2018,Broj,Zeničko-dobojska županija,Oba spola,25
2019,Broj,Zeničko-dobojska županija,Oba spola,15
2020,Broj,Zeničko-dobojska županija,Oba spola,21
2021,Broj,Zeničko-dobojska županija,Oba spola,33
2022,Broj,Zeničko-dobojska županija,Oba spola,34
2014,Broj,Zeničko-dobojska županija,M,11
2017,Broj,Zeničko-dobojska županija,M,10
2018,Broj,Zeničko-dobojska županija,M,16
2019,Broj,Zeničko-dobojska županija,M,10
2020,Broj,Zeničko-dobojska županija,M,13
2021,Broj,Zeničko-dobojska županija,M,22
2022,Broj,Zeničko-dobojska županija,M,19
2014,Broj,Zeničko-dobojska županija,Ž,7
2017,Broj,Zeničko-dobojska županija,Ž,2
2018,Broj,Zeničko-dobojska županija,Ž,9
2019,Broj,Zeničko-dobojska županija,Ž,5
2020,Broj,Zeničko-dobojska županija,Ž,8
2021,Broj,Zeničko-dobojska županija,Ž,11
2022,Broj,Zeničko-dobojska županija,Ž,15
2016,Broj,Bosansko-podrinjska županija,Oba spola,5
2017,Broj,Bosansko-podrinjska županija,Oba spola,9
2019,Broj,Bosansko-podrinjska županija,Oba spola,2
2020,Broj,Bosansko-podrinjska županija,Oba spola,2
2021,Broj,Bosansko-podrinjska županija,Oba spola,2
2016,Broj,Bosansko-podrinjska županija,M,2
2017,Broj,Bosansko-podrinjska županija,M,6
2019,Broj,Bosansko-podrinjska županija,M,1
2020,Broj,Bosansko-podrinjska županija,M,1
2021,Broj,Bosansko-podrinjska županija,M,2
2016,Broj,Bosansko-podrinjska županija,Ž,3
2017,Broj,Bosansko-podrinjska županija,Ž,3
2019,Broj,Bosansko-podrinjska županija,Ž,1
2020,Broj,Bosansko-podrinjska županija,Ž,1
2012,Broj,Srednjobosanska županija,Oba spola,57
2013,Broj,Srednjobosanska županija,Oba spola,88
2014,Broj,Srednjobosanska županija,Oba spola,86
2015,Broj,Srednjobosanska županija,Oba spola,81
2016,Broj,Srednjobosanska županija,Oba spola,87
2017,Broj,Srednjobosanska županija,Oba spola,88
2018,Broj,Srednjobosanska županija,Oba spola,85
2019,Broj,Srednjobosanska županija,Oba spola,76
2020,Broj,Srednjobosanska županija,Oba spola,78
2021,Broj,Srednjobosanska županija,Oba spola,97
2022,Broj,Srednjobosanska županija,Oba spola,70
2012,Broj,Srednjobosanska županija,M,45
2013,Broj,Srednjobosanska županija,M,70
2014,Broj,Srednjobosanska županija,M,63
2015,Broj,Srednjobosanska županija,M,58
2016,Broj,Srednjobosanska županija,M,62
2017,Broj,Srednjobosanska županija,M,54
2018,Broj,Srednjobosanska županija,M,52
2019,Broj,Srednjobosanska županija,M,44
2020,Broj,Srednjobosanska županija,M,42
2021,Broj,Srednjobosanska županija,M,43
2022,Broj,Srednjobosanska županija,M,27
2012,Broj,Srednjobosanska županija,Ž,12
2013,Broj,Srednjobosanska županija,Ž,18
2014,Broj,Srednjobosanska županija,Ž,23
2015,Broj,Srednjobosanska županija,Ž,23
