Year,UNIT_MEASURE,Administrativna jedinica,Spol,Value
2010,Broj,Federacija Bosne i Hercegovine,Oba spola,99228
2011,Broj,Federacija Bosne i Hercegovine,Oba spola,108957
2012,Broj,Federacija Bosne i Hercegovine,Oba spola,113214
2013,Broj,Federacija Bosne i Hercegovine,Oba spola,106056
2014,Broj,Federacija Bosne i Hercegovine,Oba spola,96331
2015,Broj,Federacija Bosne i Hercegovine,Oba spola,87813
2016,Broj,Federacija Bosne i Hercegovine,Oba spola,82675
2017,Broj,Federacija Bosne i Hercegovine,Oba spola,81454
2018,Broj,Federacija Bosne i Hercegovine,Oba spola,76164
2019,Broj,Federacija Bosne i Hercegovine,Oba spola,72892
2020,Broj,Federacija Bosne i Hercegovine,Oba spola,71328
2021,Broj,Federacija Bosne i Hercegovine,Oba spola,70024
2022,Broj,Federacija Bosne i Hercegovine,Oba spola,70325
2010,Broj,Federacija Bosne i Hercegovine,M,50211
2011,Broj,Federacija Bosne i Hercegovine,M,55366
2012,Broj,Federacija Bosne i Hercegovine,M,57539
2013,Broj,Federacija Bosne i Hercegovine,M,53616
2014,Broj,Federacija Bosne i Hercegovine,M,48240
2015,Broj,Federacija Bosne i Hercegovine,M,43953
2016,Broj,Federacija Bosne i Hercegovine,M,41231
2017,Broj,Federacija Bosne i Hercegovine,M,40710
2018,Broj,Federacija Bosne i Hercegovine,M,38140
2019,Broj,Federacija Bosne i Hercegovine,M,36506
2020,Broj,Federacija Bosne i Hercegovine,M,35711
2021,Broj,Federacija Bosne i Hercegovine,M,35018
2022,Broj,Federacija Bosne i Hercegovine,M,35016
2010,Broj,Federacija Bosne i Hercegovine,Ž,49017
2011,Broj,Federacija Bosne i Hercegovine,Ž,53591
2012,Broj,Federacija Bosne i Hercegovine,Ž,55675
2013,Broj,Federacija Bosne i Hercegovine,Ž,52440
2014,Broj,Federacija Bosne i Hercegovine,Ž,48091
2015,Broj,Federacija Bosne i Hercegovine,Ž,43860
2016,Broj,Federacija Bosne i Hercegovine,Ž,41444
2017,Broj,Federacija Bosne i Hercegovine,Ž,40744
2018,Broj,Federacija Bosne i Hercegovine,Ž,38024
2019,Broj,Federacija Bosne i Hercegovine,Ž,36386
2020,Broj,Federacija Bosne i Hercegovine,Ž,35617
2021,Broj,Federacija Bosne i Hercegovine,Ž,35006
2022,Broj,Federacija Bosne i Hercegovine,Ž,35309
2010,Broj,Unsko-sanska županija,Oba spola,10302
2011,Broj,Unsko-sanska županija,Oba spola,11913
2012,Broj,Unsko-sanska županija,Oba spola,12734
2013,Broj,Unsko-sanska županija,Oba spola,11904
2014,Broj,Unsko-sanska županija,Oba spola,11058
2015,Broj,Unsko-sanska županija,Oba spola,10239
2016,Broj,Unsko-sanska županija,Oba spola,9619
2017,Broj,Unsko-sanska županija,Oba spola,9496
2018,Broj,Unsko-sanska županija,Oba spola,8698
2019,Broj,Unsko-sanska županija,Oba spola,8046
2020,Broj,Unsko-sanska županija,Oba spola,7501
2021,Broj,Unsko-sanska županija,Oba spola,7107
2022,Broj,Unsko-sanska županija,Oba spola,6792
2010,Broj,Unsko-sanska županija,M,5247
2011,Broj,Unsko-sanska županija,M,6049
2012,Broj,Unsko-sanska županija,M,6505
2013,Broj,Unsko-sanska županija,M,6051
2014,Broj,Unsko-sanska županija,M,5573
2015,Broj,Unsko-sanska županija,M,5060
2016,Broj,Unsko-sanska županija,M,4755
2017,Broj,Unsko-sanska županija,M,4705
2018,Broj,Unsko-sanska županija,M,4268
2019,Broj,Unsko-sanska županija,M,3997
2020,Broj,Unsko-sanska županija,M,3676
2021,Broj,Unsko-sanska županija,M,3470
2022,Broj,Unsko-sanska županija,M,3341
2010,Broj,Unsko-sanska županija,Ž,5055
2011,Broj,Unsko-sanska županija,Ž,5864
2012,Broj,Unsko-sanska županija,Ž,6229
2013,Broj,Unsko-sanska županija,Ž,5853
2014,Broj,Unsko-sanska županija,Ž,5485
2015,Broj,Unsko-sanska županija,Ž,5179
2016,Broj,Unsko-sanska županija,Ž,4864
2017,Broj,Unsko-sanska županija,Ž,4791
2018,Broj,Unsko-sanska županija,Ž,4430
2019,Broj,Unsko-sanska županija,Ž,4049
2020,Broj,Unsko-sanska županija,Ž,3825
2021,Broj,Unsko-sanska županija,Ž,3637
2022,Broj,Unsko-sanska županija,Ž,3451
2010,Broj,Posavska županija,Oba spola,1516
2011,Broj,Posavska županija,Oba spola,1591
2012,Broj,Posavska županija,Oba spola,1673
2013,Broj,Posavska županija,Oba spola,1670
2014,Broj,Posavska županija,Oba spola,1600
2015,Broj,Posavska županija,Oba spola,1413
2016,Broj,Posavska županija,Oba spola,1300
2017,Broj,Posavska županija,Oba spola,1160
2018,Broj,Posavska županija,Oba spola,1037
2019,Broj,Posavska županija,Oba spola,986
2020,Broj,Posavska županija,Oba spola,896
2021,Broj,Posavska županija,Oba spola,865
2022,Broj,Posavska županija,Oba spola,805
2010,Broj,Posavska županija,M,738
2011,Broj,Posavska županija,M,779
2012,Broj,Posavska županija,M,807
2013,Broj,Posavska županija,M,809
2014,Broj,Posavska županija,M,793
2015,Broj,Posavska županija,M,694
2016,Broj,Posavska županija,M,649
2017,Broj,Posavska županija,M,577
2018,Broj,Posavska županija,M,530
2019,Broj,Posavska županija,M,488
2020,Broj,Posavska županija,M,437
2021,Broj,Posavska županija,M,430
2022,Broj,Posavska županija,M,403
2010,Broj,Posavska županija,Ž,778
2011,Broj,Posavska županija,Ž,812
2012,Broj,Posavska županija,Ž,866
2013,Broj,Posavska županija,Ž,861
2014,Broj,Posavska županija,Ž,807
2015,Broj,Posavska županija,Ž,719
2016,Broj,Posavska županija,Ž,651
2017,Broj,Posavska županija,Ž,583
2018,Broj,Posavska županija,Ž,507
2019,Broj,Posavska županija,Ž,498
2020,Broj,Posavska županija,Ž,459
2021,Broj,Posavska županija,Ž,435
2022,Broj,Posavska županija,Ž,402
2010,Broj,Tuzlanska županija,Oba spola,22329
2011,Broj,Tuzlanska županija,Oba spola,24166
2012,Broj,Tuzlanska županija,Oba spola,24680
2013,Broj,Tuzlanska županija,Oba spola,22484
2014,Broj,Tuzlanska županija,Oba spola,19226
2015,Broj,Tuzlanska županija,Oba spola,16850
2016,Broj,Tuzlanska županija,Oba spola,15751
2017,Broj,Tuzlanska županija,Oba spola,15966
2018,Broj,Tuzlanska županija,Oba spola,15582
2019,Broj,Tuzlanska županija,Oba spola,15078
2020,Broj,Tuzlanska županija,Oba spola,14923
2021,Broj,Tuzlanska županija,Oba spola,14384
2022,Broj,Tuzlanska županija,Oba spola,14128
2010,Broj,Tuzlanska županija,M,11405
2011,Broj,Tuzlanska županija,M,12336
2012,Broj,Tuzlanska županija,M,12559
2013,Broj,Tuzlanska županija,M,11367
2014,Broj,Tuzlanska županija,M,9641
2015,Broj,Tuzlanska županija,M,8378
2016,Broj,Tuzlanska županija,M,7893
2017,Broj,Tuzlanska županija,M,7965
2018,Broj,Tuzlanska županija,M,7742
2019,Broj,Tuzlanska županija,M,7506
2020,Broj,Tuzlanska županija,M,7496
2021,Broj,Tuzlanska županija,M,7197
2022,Broj,Tuzlanska županija,M,7048
2010,Broj,Tuzlanska županija,Ž,10924
2011,Broj,Tuzlanska županija,Ž,11830
2012,Broj,Tuzlanska županija,Ž,12121
2013,Broj,Tuzlanska županija,Ž,11117
2014,Broj,Tuzlanska županija,Ž,9585
2015,Broj,Tuzlanska županija,Ž,8472
2016,Broj,Tuzlanska županija,Ž,7858
2017,Broj,Tuzlanska županija,Ž,8001
2018,Broj,Tuzlanska županija,Ž,7840
2019,Broj,Tuzlanska županija,Ž,7572
2020,Broj,Tuzlanska županija,Ž,7427
2021,Broj,Tuzlanska županija,Ž,7187
2022,Broj,Tuzlanska županija,Ž,7080
2010,Broj,Zeničko-dobojska županija,Oba spola,17124
2011,Broj,Zeničko-dobojska županija,Oba spola,19199
2012,Broj,Zeničko-dobojska županija,Oba spola,19271
2013,Broj,Zeničko-dobojska županija,Oba spola,17900
2014,Broj,Zeničko-dobojska županija,Oba spola,16228
2015,Broj,Zeničko-dobojska županija,Oba spola,14778
2016,Broj,Zeničko-dobojska županija,Oba spola,14478
2017,Broj,Zeničko-dobojska županija,Oba spola,14006
2018,Broj,Zeničko-dobojska županija,Oba spola,13558
2019,Broj,Zeničko-dobojska županija,Oba spola,12688
2020,Broj,Zeničko-dobojska županija,Oba spola,12365
2021,Broj,Zeničko-dobojska županija,Oba spola,11908
2022,Broj,Zeničko-dobojska županija,Oba spola,11875
2010,Broj,Zeničko-dobojska županija,M,8791
2011,Broj,Zeničko-dobojska županija,M,9949
2012,Broj,Zeničko-dobojska županija,M,9976
2013,Broj,Zeničko-dobojska županija,M,9177
2014,Broj,Zeničko-dobojska županija,M,8257
2015,Broj,Zeničko-dobojska županija,M,7575
2016,Broj,Zeničko-dobojska županija,M,7382
2017,Broj,Zeničko-dobojska županija,M,7162
2018,Broj,Zeničko-dobojska županija,M,6944
2019,Broj,Zeničko-dobojska županija,M,6446
2020,Broj,Zeničko-dobojska županija,M,6217
2021,Broj,Zeničko-dobojska županija,M,5904
2022,Broj,Zeničko-dobojska županija,M,5943
2010,Broj,Zeničko-dobojska županija,Ž,8333
2011,Broj,Zeničko-dobojska županija,Ž,9250
2012,Broj,Zeničko-dobojska županija,Ž,9295
2013,Broj,Zeničko-dobojska županija,Ž,8723
2014,Broj,Zeničko-dobojska županija,Ž,7971
2015,Broj,Zeničko-dobojska županija,Ž,7203
2016,Broj,Zeničko-dobojska županija,Ž,7096
2017,Broj,Zeničko-dobojska županija,Ž,6844
2018,Broj,Zeničko-dobojska županija,Ž,6614
2019,Broj,Zeničko-dobojska županija,Ž,6242
2020,Broj,Zeničko-dobojska županija,Ž,6148
2021,Broj,Zeničko-dobojska županija,Ž,6004
2022,Broj,Zeničko-dobojska županija,Ž,5932
2010,Broj,Bosansko-podrinjska županija,Oba spola,1136
2011,Broj,Bosansko-podrinjska županija,Oba spola,1247
2012,Broj,Bosansko-podrinjska županija,Oba spola,1389
2013,Broj,Bosansko-podrinjska županija,Oba spola,1242
2014,Broj,Bosansko-podrinjska županija,Oba spola,1202
2015,Broj,Bosansko-podrinjska županija,Oba spola,1031
2016,Broj,Bosansko-podrinjska županija,Oba spola,948
2017,Broj,Bosansko-podrinjska županija,Oba spola,964
2018,Broj,Bosansko-podrinjska županija,Oba spola,886
2019,Broj,Bosansko-podrinjska županija,Oba spola,832
2020,Broj,Bosansko-podrinjska županija,Oba spola,788
2021,Broj,Bosansko-podrinjska županija,Oba spola,748
2022,Broj,Bosansko-podrinjska županija,Oba spola,706
2010,Broj,Bosansko-podrinjska županija,M,591
2011,Broj,Bosansko-podrinjska županija,M,659
2012,Broj,Bosansko-podrinjska županija,M,717
2013,Broj,Bosansko-podrinjska županija,M,655
2014,Broj,Bosansko-podrinjska županija,M,644
2015,Broj,Bosansko-podrinjska županija,M,552
2016,Broj,Bosansko-podrinjska županija,M,479
2017,Broj,Bosansko-podrinjska županija,M,485
2018,Broj,Bosansko-podrinjska županija,M,452
2019,Broj,Bosansko-podrinjska županija,M,441
2020,Broj,Bosansko-podrinjska županija,M,423
2021,Broj,Bosansko-podrinjska županija,M,388
