Year,UNIT_MEASURE,Административна јединица,Старосна доб,Пол,Value
2013,Број,Федерација Босне и Херцеговине,Укупно,Оба пола,2219220
2013,Број,Федерација Босне и Херцеговине,0,Оба пола,21718
2013,Број,Федерација Босне и Херцеговине,1,Оба пола,22690
2013,Број,Федерација Босне и Херцеговине,2,Оба пола,22691
2013,Број,Федерација Босне и Херцеговине,3,Оба пола,23664
2013,Број,Федерација Босне и Херцеговине,4,Оба пола,24080
2013,Број,Федерација Босне и Херцеговине,5,Оба пола,23892
2013,Број,Федерација Босне и Херцеговине,6,Оба пола,22901
2013,Број,Федерација Босне и Херцеговине,7,Оба пола,22965
2013,Број,Федерација Босне и Херцеговине,8,Оба пола,23147
2013,Број,Федерација Босне и Херцеговине,9,Оба пола,23147
2013,Број,Федерација Босне и Херцеговине,10,Оба пола,23884
2013,Број,Федерација Босне и Херцеговине,11,Оба пола,24043
2013,Број,Федерација Босне и Херцеговине,12,Оба пола,24989
2013,Број,Федерација Босне и Херцеговине,13,Оба пола,25785
2013,Број,Федерација Босне и Херцеговине,14,Оба пола,27352
2013,Број,Федерација Босне и Херцеговине,15,Оба пола,30464
2013,Број,Федерација Босне и Херцеговине,16,Оба пола,35091
2013,Број,Федерација Босне и Херцеговине,17,Оба пола,35286
2013,Број,Федерација Босне и Херцеговине,18,Оба пола,33903
2013,Број,Федерација Босне и Херцеговине,19,Оба пола,27137
2013,Број,Федерација Босне и Херцеговине,20,Оба пола,25325
2013,Број,Федерација Босне и Херцеговине,21,Оба пола,29600
2013,Број,Федерација Босне и Херцеговине,22,Оба пола,32119
2013,Број,Федерација Босне и Херцеговине,23,Оба пола,31990
2013,Број,Федерација Босне и Херцеговине,24,Оба пола,31868
2013,Број,Федерација Босне и Херцеговине,25,Оба пола,32919
2013,Број,Федерација Босне и Херцеговине,26,Оба пола,32539
2013,Број,Федерација Босне и Херцеговине,27,Оба пола,32484
2013,Број,Федерација Босне и Херцеговине,28,Оба пола,32610
2013,Број,Федерација Босне и Херцеговине,29,Оба пола,33651
2013,Број,Федерација Босне и Херцеговине,30,Оба пола,32390
2013,Број,Федерација Босне и Херцеговине,31,Оба пола,32319
2013,Број,Федерација Босне и Херцеговине,32,Оба пола,32749
2013,Број,Федерација Босне и Херцеговине,33,Оба пола,31974
2013,Број,Федерација Босне и Херцеговине,34,Оба пола,31556
2013,Број,Федерација Босне и Херцеговине,35,Оба пола,31528
2013,Број,Федерација Босне и Херцеговине,36,Оба пола,31538
2013,Број,Федерација Босне и Херцеговине,37,Оба пола,32341
2013,Број,Федерација Босне и Херцеговине,38,Оба пола,31321
2013,Број,Федерација Босне и Херцеговине,39,Оба пола,30987
2013,Број,Федерација Босне и Херцеговине,40,Оба пола,30584
2013,Број,Федерација Босне и Херцеговине,41,Оба пола,31771
2013,Број,Федерација Босне и Херцеговине,42,Оба пола,31017
2013,Број,Федерација Босне и Херцеговине,43,Оба пола,29652
2013,Број,Федерација Босне и Херцеговине,44,Оба пола,31806
2013,Број,Федерација Босне и Херцеговине,45,Оба пола,32017
2013,Број,Федерација Босне и Херцеговине,46,Оба пола,33018
2013,Број,Федерација Босне и Херцеговине,47,Оба пола,33813
2013,Број,Федерација Босне и Херцеговине,48,Оба пола,34178
2013,Број,Федерација Босне и Херцеговине,49,Оба пола,34083
2013,Број,Федерација Босне и Херцеговине,50,Оба пола,34340
2013,Број,Федерација Босне и Херцеговине,51,Оба пола,35525
2013,Број,Федерација Босне и Херцеговине,52,Оба пола,35006
2013,Број,Федерација Босне и Херцеговине,53,Оба пола,34518
2013,Број,Федерација Босне и Херцеговине,54,Оба пола,34607
2013,Број,Федерација Босне и Херцеговине,55,Оба пола,32581
2013,Број,Федерација Босне и Херцеговине,56,Оба пола,30906
2013,Број,Федерација Босне и Херцеговине,57,Оба пола,31264
2013,Број,Федерација Босне и Херцеговине,58,Оба пола,31461
2013,Број,Федерација Босне и Херцеговине,59,Оба пола,29877
2013,Број,Федерација Босне и Херцеговине,60,Оба пола,29631
2013,Број,Федерација Босне и Херцеговине,61,Оба пола,26762
2013,Број,Федерација Босне и Херцеговине,62,Оба пола,24438
2013,Број,Федерација Босне и Херцеговине,63,Оба пола,24535
2013,Број,Федерација Босне и Херцеговине,64,Оба пола,23247
2013,Број,Федерација Босне и Херцеговине,65,Оба пола,20490
2013,Број,Федерација Босне и Херцеговине,66,Оба пола,21656
2013,Број,Федерација Босне и Херцеговине,67,Оба пола,16531
2013,Број,Федерација Босне и Херцеговине,68,Оба пола,15234
2013,Број,Федерација Босне и Херцеговине,69,Оба пола,14480
2013,Број,Федерација Босне и Херцеговине,70,Оба пола,14562
2013,Број,Федерација Босне и Херцеговине,71,Оба пола,16128
2013,Број,Федерација Босне и Херцеговине,72,Оба пола,16725
2013,Број,Федерација Босне и Херцеговине,73,Оба пола,17668
2013,Број,Федерација Босне и Херцеговине,74,Оба пола,15940
2013,Број,Федерација Босне и Херцеговине,75,Оба пола,15320
2013,Број,Федерација Босне и Херцеговине,76,Оба пола,14194
2013,Број,Федерација Босне и Херцеговине,77,Оба пола,13342
2013,Број,Федерација Босне и Херцеговине,78,Оба пола,11991
2013,Број,Федерација Босне и Херцеговине,79,Оба пола,10766
2013,Број,Федерација Босне и Херцеговине,80,Оба пола,9117
2013,Број,Федерација Босне и Херцеговине,81,Оба пола,8359
2013,Број,Федерација Босне и Херцеговине,82,Оба пола,6844
2013,Број,Федерација Босне и Херцеговине,83,Оба пола,6095
2013,Број,Федерација Босне и Херцеговине,84,Оба пола,4812
2013,Број,Федерација Босне и Херцеговине,85+,Оба пола,15692
2013,Број,Унско-сански кантон,Укупно,Оба пола,273261
2013,Број,Унско-сански кантон,0,Оба пола,2742
2013,Број,Унско-сански кантон,1,Оба пола,2879
2013,Број,Унско-сански кантон,2,Оба пола,2927
2013,Број,Унско-сански кантон,3,Оба пола,3078
2013,Број,Унско-сански кантон,4,Оба пола,3179
2013,Број,Унско-сански кантон,5,Оба пола,3277
2013,Број,Унско-сански кантон,6,Оба пола,3117
2013,Број,Унско-сански кантон,7,Оба пола,3091
2013,Број,Унско-сански кантон,8,Оба пола,3125
2013,Број,Унско-сански кантон,9,Оба пола,3167
2013,Број,Унско-сански кантон,10,Оба пола,3270
2013,Број,Унско-сански кантон,11,Оба пола,3327
2013,Број,Унско-сански кантон,12,Оба пола,3466
2013,Број,Унско-сански кантон,13,Оба пола,3522
2013,Број,Унско-сански кантон,14,Оба пола,3865
2013,Број,Унско-сански кантон,15,Оба пола,4480
2013,Број,Унско-сански кантон,16,Оба пола,5326
2013,Број,Унско-сански кантон,17,Оба пола,4257
2013,Број,Унско-сански кантон,18,Оба пола,3768
2013,Број,Унско-сански кантон,19,Оба пола,3497
2013,Број,Унско-сански кантон,20,Оба пола,3282
2013,Број,Унско-сански кантон,21,Оба пола,3826
2013,Број,Унско-сански кантон,22,Оба пола,4146
2013,Број,Унско-сански кантон,23,Оба пола,4100
2013,Број,Унско-сански кантон,24,Оба пола,4187
2013,Број,Унско-сански кантон,25,Оба пола,4155
2013,Број,Унско-сански кантон,26,Оба пола,4294
2013,Број,Унско-сански кантон,27,Оба пола,4087
2013,Број,Унско-сански кантон,28,Оба пола,4133
2013,Број,Унско-сански кантон,29,Оба пола,4243
2013,Број,Унско-сански кантон,30,Оба пола,4048
2013,Број,Унско-сански кантон,31,Оба пола,4051
2013,Број,Унско-сански кантон,32,Оба пола,4334
2013,Број,Унско-сански кантон,33,Оба пола,4111
2013,Број,Унско-сански кантон,34,Оба пола,4132
2013,Број,Унско-сански кантон,35,Оба пола,4294
2013,Број,Унско-сански кантон,36,Оба пола,4234
2013,Број,Унско-сански кантон,37,Оба пола,4381
2013,Број,Унско-сански кантон,38,Оба пола,4346
2013,Број,Унско-сански кантон,39,Оба пола,4309
2013,Број,Унско-сански кантон,40,Оба пола,4129
2013,Број,Унско-сански кантон,41,Оба пола,4264
2013,Број,Унско-сански кантон,42,Оба пола,4139
2013,Број,Унско-сански кантон,43,Оба пола,3895
2013,Број,Унско-сански кантон,44,Оба пола,4260
2013,Број,Унско-сански кантон,45,Оба пола,4248
2013,Број,Унско-сански кантон,46,Оба пола,4211
2013,Број,Унско-сански кантон,47,Оба пола,4150
2013,Број,Унско-сански кантон,48,Оба пола,4004
2013,Број,Унско-сански кантон,49,Оба пола,4088
2013,Број,Унско-сански кантон,50,Оба пола,4131
2013,Број,Унско-сански кантон,51,Оба пола,4113
2013,Број,Унско-сански кантон,52,Оба пола,4172
2013,Број,Унско-сански кантон,53,Оба пола,3939
2013,Број,Унско-сански кантон,54,Оба пола,3869
2013,Број,Унско-сански кантон,55,Оба пола,3409
2013,Број,Унско-сански кантон,56,Оба пола,3443
2013,Број,Унско-сански кантон,57,Оба пола,3517
2013,Број,Унско-сански кантон,58,Оба пола,3447
2013,Број,Унско-сански кантон,59,Оба пола,3173
2013,Број,Унско-сански кантон,60,Оба пола,3204
2013,Број,Унско-сански кантон,61,Оба пола,2615
2013,Број,Унско-сански кантон,62,Оба пола,2435
2013,Број,Унско-сански кантон,63,Оба пола,2673
2013,Број,Унско-сански кантон,64,Оба пола,2417
2013,Број,Унско-сански кантон,65,Оба пола,2296
2013,Број,Унско-сански кантон,66,Оба пола,2569
2013,Број,Унско-сански кантон,67,Оба пола,1852
2013,Број,Унско-сански кантон,68,Оба пола,1472
2013,Број,Унско-сански кантон,69,Оба пола,1437
2013,Број,Унско-сански кантон,70,Оба пола,1886
2013,Број,Унско-сански кантон,71,Оба пола,1603
2013,Број,Унско-сански кантон,72,Оба пола,1878
2013,Број,Унско-сански кантон,73,Оба пола,1822
2013,Број,Унско-сански кантон,74,Оба пола,1635
2013,Број,Унско-сански кантон,75,Оба пола,1583
2013,Број,Унско-сански кантон,76,Оба пола,1459
2013,Број,Унско-сански кантон,77,Оба пола,1346
2013,Број,Унско-сански кантон,78,Оба пола,1112
2013,Број,Унско-сански кантон,79,Оба пола,1027
2013,Број,Унско-сански кантон,80,Оба пола,869
2013,Број,Унско-сански кантон,81,Оба пола,672
2013,Број,Унско-сански кантон,82,Оба пола,594
2013,Број,Унско-сански кантон,83,Оба пола,547
2013,Број,Унско-сански кантон,84,Оба пола,385
2013,Број,Унско-сански кантон,85+,Оба пола,1219
2013,Број,Посавски кантон,Укупно,Оба пола,43453
2013,Број,Посавски кантон,0,Оба пола,246
2013,Број,Посавски кантон,1,Оба пола,308
2013,Број,Посавски кантон,2,Оба пола,343
2013,Број,Посавски кантон,3,Оба пола,344
2013,Број,Посавски кантон,4,Оба пола,341
2013,Број,Посавски кантон,5,Оба пола,381
2013,Број,Посавски кантон,6,Оба пола,376
2013,Број,Посавски кантон,7,Оба пола,412
2013,Број,Посавски кантон,8,Оба пола,414
2013,Број,Посавски кантон,9,Оба пола,404
2013,Број,Посавски кантон,10,Оба пола,440
2013,Број,Посавски кантон,11,Оба пола,474
2013,Број,Посавски кантон,12,Оба пола,482
2013,Број,Посавски кантон,13,Оба пола,520
2013,Број,Посавски кантон,14,Оба пола,550
2013,Број,Посавски кантон,15,Оба пола,636
2013,Број,Посавски кантон,16,Оба пола,570
2013,Број,Посавски кантон,17,Оба пола,648
2013,Број,Посавски кантон,18,Оба пола,618
2013,Број,Посавски кантон,19,Оба пола,544
2013,Број,Посавски кантон,20,Оба пола,475
2013,Број,Посавски кантон,21,Оба пола,590
2013,Број,Посавски кантон,22,Оба пола,574
2013,Број,Посавски кантон,23,Оба пола,590
2013,Број,Посавски кантон,24,Оба пола,612
2013,Број,Посавски кантон,25,Оба пола,584
2013,Број,Посавски кантон,26,Оба пола,554
2013,Број,Посавски кантон,27,Оба пола,562
2013,Број,Посавски кантон,28,Оба пола,591
2013,Број,Посавски кантон,29,Оба пола,532
2013,Број,Посавски кантон,30,Оба пола,550
2013,Број,Посавски кантон,31,Оба пола,540
2013,Број,Посавски кантон,32,Оба пола,527
2013,Број,Посавски кантон,33,Оба пола,523
2013,Број,Посавски кантон,34,Оба пола,540
2013,Број,Посавски кантон,35,Оба пола,530
2013,Број,Посавски кантон,36,Оба пола,567
2013,Број,Посавски кантон,37,Оба пола,644
2013,Број,Посавски кантон,38,Оба пола,655
2013,Број,Посавски кантон,39,Оба пола,662
2013,Број,Посавски кантон,40,Оба пола,697
2013,Број,Посавски кантон,41,Оба пола,726
2013,Број,Посавски кантон,42,Оба пола,684
2013,Број,Посавски кантон,43,Оба пола,703
2013,Број,Посавски кантон,44,Оба пола,769
2013,Број,Посавски кантон,45,Оба пола,786
2013,Број,Посавски кантон,46,Оба пола,788
2013,Број,Посавски кантон,47,Оба пола,824
2013,Број,Посавски кантон,48,Оба пола,875
2013,Број,Посавски кантон,49,Оба пола,799
2013,Број,Посавски кантон,50,Оба пола,731
2013,Број,Посавски кантон,51,Оба пола,743
2013,Број,Посавски кантон,52,Оба пола,694
2013,Број,Посавски кантон,53,Оба пола,691
2013,Број,Посавски кантон,54,Оба пола,676
2013,Број,Посавски кантон,55,Оба пола,561
2013,Број,Посавски кантон,56,Оба пола,561
2013,Број,Посавски кантон,57,Оба пола,562
2013,Број,Посавски кантон,58,Оба пола,546
2013,Број,Посавски кантон,59,Оба пола,567
2013,Број,Посавски кантон,60,Оба пола,550
2013,Број,Посавски кантон,61,Оба пола,507
2013,Број,Посавски кантон,62,Оба пола,460
2013,Број,Посавски кантон,63,Оба пола,503
2013,Број,Посавски кантон,64,Оба пола,478
2013,Број,Посавски кантон,65,Оба пола,440
2013,Број,Посавски кантон,66,Оба пола,461
2013,Број,Посавски кантон,67,Оба пола,387
2013,Број,Посавски кантон,68,Оба пола,463
2013,Број,Посавски кантон,69,Оба пола,387
2013,Број,Посавски кантон,70,Оба пола,377
2013,Број,Посавски кантон,71,Оба пола,425
2013,Број,Посавски кантон,72,Оба пола,384
2013,Број,Посавски кантон,73,Оба пола,405
2013,Број,Посавски кантон,74,Оба пола,343
2013,Број,Посавски кантон,75,Оба пола,306
2013,Број,Посавски кантон,76,Оба пола,333
2013,Број,Посавски кантон,77,Оба пола,293
2013,Број,Посавски кантон,78,Оба пола,286
2013,Број,Посавски кантон,79,Оба пола,268
2013,Број,Посавски кантон,80,Оба пола,186
2013,Број,Посавски кантон,81,Оба пола,182
2013,Број,Посавски кантон,82,Оба пола,156
2013,Број,Посавски кантон,83,Оба пола,101
2013,Број,Посавски кантон,84,Оба пола,91
2013,Број,Посавски кантон,85 i više,Оба пола,245
2013,Број,Тузлански кантон,Укупно,Оба пола,445028
2013,Број,Тузлански кантон,0,Оба пола,4395
2013,Број,Тузлански кантон,1,Оба пола,4522
2013,Број,Тузлански кантон,2,Оба пола,4533
2013,Број,Тузлански кантон,3,Оба пола,4748
2013,Број,Тузлански кантон,4,Оба пола,4849
2013,Број,Тузлански кантон,5,Оба пола,4687
2013,Број,Тузлански кантон,6,Оба пола,4483
2013,Број,Тузлански кантон,7,Оба пола,4510
2013,Број,Тузлански кантон,8,Оба пола,4592
2013,Број,Тузлански кантон,9,Оба пола,4458
2013,Број,Тузлански кантон,10,Оба пола,4610
2013,Број,Тузлански кантон,11,Оба пола,4663
2013,Број,Тузлански кантон,12,Оба пола,4792
2013,Број,Тузлански кантон,13,Оба пола,4811
2013,Број,Тузлански кантон,14,Оба пола,5151
2013,Број,Тузлански кантон,15,Оба пола,5812
2013,Број,Тузлански кантон,16,Оба пола,6736
2013,Број,Тузлански кантон,17,Оба пола,7413
2013,Број,Тузлански кантон,18,Оба пола,6874
2013,Број,Тузлански кантон,19,Оба пола,5428
2013,Број,Тузлански кантон,20,Оба пола,5337
2013,Број,Тузлански кантон,21,Оба пола,6359
2013,Број,Тузлански кантон,22,Оба пола,6772
2013,Број,Тузлански кантон,23,Оба пола,6631
2013,Број,Тузлански кантон,24,Оба пола,6521
2013,Број,Тузлански кантон,25,Оба пола,6818
2013,Број,Тузлански кантон,26,Оба пола,6626
2013,Број,Тузлански кантон,27,Оба пола,6494
2013,Број,Тузлански кантон,28,Оба пола,6390
2013,Број,Тузлански кантон,29,Оба пола,6718
2013,Број,Тузлански кантон,30,Оба пола,6272
2013,Број,Тузлански кантон,31,Оба пола,6209
2013,Број,Тузлански кантон,32,Оба пола,6597
2013,Број,Тузлански кантон,33,Оба пола,6275
2013,Број,Тузлански кантон,34,Оба пола,6127
2013,Број,Тузлански кантон,35,Оба пола,6113
2013,Број,Тузлански кантон,36,Оба пола,6052
2013,Број,Тузлански кантон,37,Оба пола,6545
2013,Број,Тузлански кантон,38,Оба пола,6218
2013,Број,Тузлански кантон,39,Оба пола,6267
2013,Број,Тузлански кантон,40,Оба пола,6215
2013,Број,Тузлански кантон,41,Оба пола,6490
2013,Број,Тузлански кантон,42,Оба пола,6335
2013,Број,Тузлански кантон,43,Оба пола,6011
2013,Број,Тузлански кантон,44,Оба пола,6418
2013,Број,Тузлански кантон,45,Оба пола,6347
2013,Број,Тузлански кантон,46,Оба пола,6693
2013,Број,Тузлански кантон,47,Оба пола,7018
2013,Број,Тузлански кантон,48,Оба пола,7163
2013,Број,Тузлански кантон,49,Оба пола,7355
2013,Број,Тузлански кантон,50,Оба пола,7228
2013,Број,Тузлански кантон,51,Оба пола,7475
2013,Број,Тузлански кантон,52,Оба пола,7598
2013,Број,Тузлански кантон,53,Оба пола,7476
2013,Број,Тузлански кантон,54,Оба пола,7255
2013,Број,Тузлански кантон,55,Оба пола,6927
2013,Број,Тузлански кантон,56,Оба пола,6036
2013,Број,Тузлански кантон,57,Оба пола,6345
2013,Број,Тузлански кантон,58,Оба пола,6434
2013,Број,Тузлански кантон,59,Оба пола,6225
2013,Број,Тузлански кантон,60,Оба пола,6492
2013,Број,Тузлански кантон,61,Оба пола,5700
2013,Број,Тузлански кантон,62,Оба пола,4997
2013,Број,Тузлански кантон,63,Оба пола,4768
2013,Број,Тузлански кантон,64,Оба пола,4778
2013,Број,Тузлански кантон,65,Оба пола,4102
2013,Број,Тузлански кантон,66,Оба пола,4445
2013,Број,Тузлански кантон,67,Оба пола,3704
2013,Број,Тузлански кантон,68,Оба пола,2954
2013,Број,Тузлански кантон,69,Оба пола,3174
2013,Број,Тузлански кантон,70,Оба пола,2921
2013,Број,Тузлански кантон,71,Оба пола,3186
2013,Број,Тузлански кантон,72,Оба пола,3058
2013,Број,Тузлански кантон,73,Оба пола,3293
2013,Број,Тузлански кантон,74,Оба пола,2779
2013,Број,Тузлански кантон,75,Оба пола,2737
2013,Број,Тузлански кантон,76,Оба пола,2542
2013,Број,Тузлански кантон,77,Оба пола,2375
2013,Број,Тузлански кантон,78,Оба пола,2155
2013,Број,Тузлански кантон,79,Оба пола,1929
2013,Број,Тузлански кантон,80,Оба пола,1608
2013,Број,Тузлански кантон,81,Оба пола,1447
2013,Број,Тузлански кантон,82,Оба пола,1176
2013,Број,Тузлански кантон,83,Оба пола,1024
2013,Број,Тузлански кантон,84,Оба пола,816
2013,Број,Тузлански кантон,85+,Оба пола,2416
2013,Број,Зеничко-добојски кантон,Укупно,Оба пола,364433
2013,Број,Зеничко-добојски кантон,0,Оба пола,3695
2013,Број,Зеничко-добојски кантон,1,Оба пола,3974
2013,Број,Зеничко-добојски кантон,2,Оба пола,3870
2013,Број,Зеничко-добојски кантон,3,Оба пола,4106
2013,Број,Зеничко-добојски кантон,4,Оба пола,4261
2013,Број,Зеничко-добојски кантон,5,Оба пола,4208
2013,Број,Зеничко-добојски кантон,6,Оба пола,3902
2013,Број,Зеничко-добојски кантон,7,Оба пола,3794
2013,Број,Зеничко-добојски кантон,8,Оба пола,3859
2013,Број,Зеничко-добојски кантон,9,Оба пола,3847
2013,Број,Зеничко-добојски кантон,10,Оба пола,4009
2013,Број,Зеничко-добојски кантон,11,Оба пола,3901
2013,Број,Зеничко-добојски кантон,12,Оба пола,4163
2013,Број,Зеничко-добојски кантон,13,Оба пола,4340
2013,Број,Зеничко-добојски кантон,14,Оба пола,4514
2013,Број,Зеничко-добојски кантон,15,Оба пола,4967
2013,Број,Зеничко-добојски кантон,16,Оба пола,5877
2013,Број,Зеничко-добојски кантон,17,Оба пола,6643
2013,Број,Зеничко-добојски кантон,18,Оба пола,5892
2013,Број,Зеничко-добојски кантон,19,Оба пола,4295
2013,Број,Зеничко-добојски кантон,20,Оба пола,4114
2013,Број,Зеничко-добојски кантон,21,Оба пола,4975
2013,Број,Зеничко-добојски кантон,22,Оба пола,5441
2013,Број,Зеничко-добојски кантон,23,Оба пола,5404
2013,Број,Зеничко-добојски кантон,24,Оба пола,5406
2013,Број,Зеничко-добојски кантон,25,Оба пола,5458
2013,Број,Зеничко-добојски кантон,26,Оба пола,5535
2013,Број,Зеничко-добојски кантон,27,Оба пола,5334
2013,Број,Зеничко-добојски кантон,28,Оба пола,5357
2013,Број,Зеничко-добојски кантон,29,Оба пола,5408
2013,Број,Зеничко-добојски кантон,30,Оба пола,5227
2013,Број,Зеничко-добојски кантон,31,Оба пола,5405
2013,Број,Зеничко-добојски кантон,32,Оба пола,5204
2013,Број,Зеничко-добојски кантон,33,Оба пола,5036
2013,Број,Зеничко-добојски кантон,34,Оба пола,5178
2013,Број,Зеничко-добојски кантон,35,Оба пола,5092
2013,Број,Зеничко-добојски кантон,36,Оба пола,5214
2013,Број,Зеничко-добојски кантон,37,Оба пола,5332
2013,Број,Зеничко-добојски кантон,38,Оба пола,5117
2013,Број,Зеничко-добојски кантон,39,Оба пола,5011
2013,Број,Зеничко-добојски кантон,40,Оба пола,4944
2013,Број,Зеничко-добојски кантон,41,Оба пола,5223
2013,Број,Зеничко-добојски кантон,42,Оба пола,5045
2013,Број,Зеничко-добојски кантон,43,Оба пола,4922
2013,Број,Зеничко-добојски кантон,44,Оба пола,5156
2013,Број,Зеничко-добојски кантон,45,Оба пола,5210
2013,Број,Зеничко-добојски кантон,46,Оба пола,5522
2013,Број,Зеничко-добојски кантон,47,Оба пола,5792
2013,Број,Зеничко-добојски кантон,48,Оба пола,5809
2013,Број,Зеничко-добојски кантон,49,Оба пола,5647
2013,Број,Зеничко-добојски кантон,50,Оба пола,5772
2013,Број,Зеничко-добојски кантон,51,Оба пола,6038
2013,Број,Зеничко-добојски кантон,52,Оба пола,5912
2013,Број,Зеничко-добојски кантон,53,Оба пола,5868
2013,Број,Зеничко-добојски кантон,54,Оба пола,5908
2013,Број,Зеничко-добојски кантон,55,Оба пола,5517
2013,Број,Зеничко-добојски кантон,56,Оба пола,5118
2013,Број,Зеничко-добојски кантон,57,Оба пола,5218
2013,Број,Зеничко-добојски кантон,58,Оба пола,5230
2013,Број,Зеничко-добојски кантон,59,Оба пола,4986
2013,Број,Зеничко-добојски кантон,60,Оба пола,4860
2013,Број,Зеничко-добојски кантон,61,Оба пола,4492
2013,Број,Зеничко-добојски кантон,62,Оба пола,4065
2013,Број,Зеничко-добојски кантон,63,Оба пола,4054
2013,Број,Зеничко-добојски кантон,64,Оба пола,3780
2013,Број,Зеничко-добојски кантон,65,Оба пола,3288
2013,Број,Зеничко-добојски кантон,66,Оба пола,3576
2013,Број,Зеничко-добојски кантон,67,Оба пола,2810
2013,Број,Зеничко-добојски кантон,68,Оба пола,2373
2013,Број,Зеничко-добојски кантон,69,Оба пола,2170
2013,Број,Зеничко-добојски кантон,70,Оба пола,2313
2013,Број,Зеничко-добојски кантон,71,Оба пола,2434
2013,Број,Зеничко-добојски кантон,72,Оба пола,2588
2013,Број,Зеничко-добојски кантон,73,Оба пола,2675
2013,Број,Зеничко-добојски кантон,74,Оба пола,2198
2013,Број,Зеничко-добојски кантон,75,Оба пола,2163
2013,Број,Зеничко-добојски кантон,76,Оба пола,2035
2013,Број,Зеничко-добојски кантон,77,Оба пола,1908
2013,Број,Зеничко-добојски кантон,78,Оба пола,1709
2013,Број,Зеничко-добојски кантон,79,Оба пола,1422
2013,Број,Зеничко-добојски кантон,80,Оба пола,1194
2013,Број,Зеничко-добојски кантон,81,Оба пола,1162
2013,Број,Зеничко-добојски кантон,82,Оба пола,860
2013,Број,Зеничко-добојски кантон,83,Оба пола,759
2013,Број,Зеничко-добојски кантон,84,Оба пола,618
2013,Број,Зеничко-добојски кантон,85+,Оба пола,1725
2013,Број,Босанско-подрињски кантон,Укупно,Оба пола,23734
2013,Број,Босанско-подрињски кантон,0,Оба пола,232
2013,Број,Босанско-подрињски кантон,1,Оба пола,201
2013,Број,Босанско-подрињски кантон,2,Оба пола,197
2013,Број,Босанско-подрињски кантон,3,Оба пола,230
2013,Број,Босанско-подрињски кантон,4,Оба пола,238
2013,Број,Босанско-подрињски кантон,5,Оба пола,206
2013,Број,Босанско-подрињски кантон,6,Оба пола,165
2013,Број,Босанско-подрињски кантон,7,Оба пола,164
2013,Број,Босанско-подрињски кантон,8,Оба пола,210
2013,Број,Босанско-подрињски кантон,9,Оба пола,213
2013,Број,Босанско-подрињски кантон,10,Оба пола,201
2013,Број,Босанско-подрињски кантон,11,Оба пола,225
2013,Број,Босанско-подрињски кантон,12,Оба пола,244
2013,Број,Босанско-подрињски кантон,13,Оба пола,267
2013,Број,Босанско-подрињски кантон,14,Оба пола,293
2013,Број,Босанско-подрињски кантон,15,Оба пола,336
2013,Број,Босанско-подрињски кантон,16,Оба пола,427
2013,Број,Босанско-подрињски кантон,17,Оба пола,345
2013,Број,Босанско-подрињски кантон,18,Оба пола,364
2013,Број,Босанско-подрињски кантон,19,Оба пола,266
2013,Број,Босанско-подрињски кантон,20,Оба пола,247
2013,Број,Босанско-подрињски кантон,21,Оба пола,278
2013,Број,Босанско-подрињски кантон,22,Оба пола,317
2013,Број,Босанско-подрињски кантон,23,Оба пола,305
2013,Број,Босанско-подрињски кантон,24,Оба пола,290
2013,Број,Босанско-подрињски кантон,25,Оба пола,331
2013,Број,Босанско-подрињски кантон,26,Оба пола,326
2013,Број,Босанско-подрињски кантон,27,Оба пола,289
2013,Број,Босанско-подрињски кантон,28,Оба пола,309
2013,Број,Босанско-подрињски кантон,29,Оба пола,347
2013,Број,Босанско-подрињски кантон,30,Оба пола,324
2013,Број,Босанско-подрињски кантон,31,Оба пола,324
2013,Број,Босанско-подрињски кантон,32,Оба пола,310
2013,Број,Босанско-подрињски кантон,33,Оба пола,328
2013,Број,Босанско-подрињски кантон,34,Оба пола,337
2013,Број,Босанско-подрињски кантон,35,Оба пола,308
2013,Број,Босанско-подрињски кантон,36,Оба пола,321
2013,Број,Босанско-подрињски кантон,37,Оба пола,272
2013,Број,Босанско-подрињски кантон,38,Оба пола,277
2013,Број,Босанско-подрињски кантон,39,Оба пола,277
2013,Број,Босанско-подрињски кантон,40,Оба пола,284
2013,Број,Босанско-подрињски кантон,41,Оба пола,242
2013,Број,Босанско-подрињски кантон,42,Оба пола,301
2013,Број,Босанско-подрињски кантон,43,Оба пола,271
2013,Број,Босанско-подрињски кантон,44,Оба пола,305
2013,Број,Босанско-подрињски кантон,45,Оба пола,338
2013,Број,Босанско-подрињски кантон,46,Оба пола,314
2013,Број,Босанско-подрињски кантон,47,Оба пола,350
2013,Број,Босанско-подрињски кантон,48,Оба пола,378
2013,Број,Босанско-подрињски кантон,49,Оба пола,326
2013,Број,Босанско-подрињски кантон,50,Оба пола,333
2013,Број,Босанско-подрињски кантон,51,Оба пола,417
2013,Број,Босанско-подрињски кантон,52,Оба пола,383
2013,Број,Босанско-подрињски кантон,53,Оба пола,360
2013,Број,Босанско-подрињски кантон,54,Оба пола,421
2013,Број,Босанско-подрињски кантон,55,Оба пола,380
2013,Број,Босанско-подрињски кантон,56,Оба пола,372
2013,Број,Босанско-подрињски кантон,57,Оба пола,422
2013,Број,Босанско-подрињски кантон,58,Оба пола,443
2013,Број,Босанско-подрињски кантон,59,Оба пола,411
2013,Број,Босанско-подрињски кантон,60,Оба пола,406
2013,Број,Босанско-подрињски кантон,61,Оба пола,327
