Year,UNIT_MEASURE,Administrativna jedinica,Spol,Value
2009,Broj,Federacija Bosne i Hercegovine,Oba spola,872
2010,Broj,Federacija Bosne i Hercegovine,Oba spola,1473
2011,Broj,Federacija Bosne i Hercegovine,Oba spola,4405
2012,Broj,Federacija Bosne i Hercegovine,Oba spola,5117
2013,Broj,Federacija Bosne i Hercegovine,Oba spola,5603
2014,Broj,Federacija Bosne i Hercegovine,Oba spola,6326
2015,Broj,Federacija Bosne i Hercegovine,Oba spola,5523
2016,Broj,Federacija Bosne i Hercegovine,Oba spola,6371
2017,Broj,Federacija Bosne i Hercegovine,Oba spola,6224
2018,Broj,Federacija Bosne i Hercegovine,Oba spola,6617
2019,Broj,Federacija Bosne i Hercegovine,Oba spola,6815
2020,Broj,Federacija Bosne i Hercegovine,Oba spola,6720
2021,Broj,Federacija Bosne i Hercegovine,Oba spola,6663
2022,Broj,Federacija Bosne i Hercegovine,Oba spola,6661
2009,Broj,Federacija Bosne i Hercegovine,M,365
2010,Broj,Federacija Bosne i Hercegovine,M,626
2011,Broj,Federacija Bosne i Hercegovine,M,1415
2012,Broj,Federacija Bosne i Hercegovine,M,1596
2013,Broj,Federacija Bosne i Hercegovine,M,1788
2014,Broj,Federacija Bosne i Hercegovine,M,2088
2015,Broj,Federacija Bosne i Hercegovine,M,1746
2016,Broj,Federacija Bosne i Hercegovine,M,2013
2017,Broj,Federacija Bosne i Hercegovine,M,1937
2018,Broj,Federacija Bosne i Hercegovine,M,2051
2019,Broj,Federacija Bosne i Hercegovine,M,2057
2020,Broj,Federacija Bosne i Hercegovine,M,1933
2021,Broj,Federacija Bosne i Hercegovine,M,1768
2022,Broj,Federacija Bosne i Hercegovine,M,1684
2009,Broj,Federacija Bosne i Hercegovine,Ž,507
2010,Broj,Federacija Bosne i Hercegovine,Ž,847
2011,Broj,Federacija Bosne i Hercegovine,Ž,2990
2012,Broj,Federacija Bosne i Hercegovine,Ž,3521
2013,Broj,Federacija Bosne i Hercegovine,Ž,3815
2014,Broj,Federacija Bosne i Hercegovine,Ž,4238
2015,Broj,Federacija Bosne i Hercegovine,Ž,3777
2016,Broj,Federacija Bosne i Hercegovine,Ž,4358
2017,Broj,Federacija Bosne i Hercegovine,Ž,4287
2018,Broj,Federacija Bosne i Hercegovine,Ž,4566
2019,Broj,Federacija Bosne i Hercegovine,Ž,4758
2020,Broj,Federacija Bosne i Hercegovine,Ž,4787
2021,Broj,Federacija Bosne i Hercegovine,Ž,4895
2022,Broj,Federacija Bosne i Hercegovine,Ž,4977
2011,Broj,Tuzlanski kanton,Oba spola,1795
2012,Broj,Tuzlanski kanton,Oba spola,1794
2013,Broj,Tuzlanski kanton,Oba spola,1891
2014,Broj,Tuzlanski kanton,Oba spola,2189
2015,Broj,Tuzlanski kanton,Oba spola,2141
2016,Broj,Tuzlanski kanton,Oba spola,2080
2017,Broj,Tuzlanski kanton,Oba spola,2105
2018,Broj,Tuzlanski kanton,Oba spola,2028
2019,Broj,Tuzlanski kanton,Oba spola,2034
2020,Broj,Tuzlanski kanton,Oba spola,1959
2021,Broj,Tuzlanski kanton,Oba spola,1889
2022,Broj,Tuzlanski kanton,Oba spola,1841
2011,Broj,Tuzlanski kanton,M,501
2012,Broj,Tuzlanski kanton,M,503
2013,Broj,Tuzlanski kanton,M,535
2014,Broj,Tuzlanski kanton,M,621
2015,Broj,Tuzlanski kanton,M,601
2016,Broj,Tuzlanski kanton,M,565
2017,Broj,Tuzlanski kanton,M,578
2018,Broj,Tuzlanski kanton,M,554
2019,Broj,Tuzlanski kanton,M,529
2020,Broj,Tuzlanski kanton,M,494
2021,Broj,Tuzlanski kanton,M,470
2022,Broj,Tuzlanski kanton,M,429
2011,Broj,Tuzlanski kanton,Ž,1294
2012,Broj,Tuzlanski kanton,Ž,1291
2013,Broj,Tuzlanski kanton,Ž,1356
2014,Broj,Tuzlanski kanton,Ž,1568
2015,Broj,Tuzlanski kanton,Ž,1540
2016,Broj,Tuzlanski kanton,Ž,1515
2017,Broj,Tuzlanski kanton,Ž,1527
2018,Broj,Tuzlanski kanton,Ž,1474
2019,Broj,Tuzlanski kanton,Ž,1505
2020,Broj,Tuzlanski kanton,Ž,1465
2021,Broj,Tuzlanski kanton,Ž,1419
2022,Broj,Tuzlanski kanton,Ž,1412
2016,Broj,Zeničko-dobojski kanton,Oba spola,69
2017,Broj,Zeničko-dobojski kanton,Oba spola,123
2018,Broj,Zeničko-dobojski kanton,Oba spola,195
2019,Broj,Zeničko-dobojski kanton,Oba spola,218
2020,Broj,Zeničko-dobojski kanton,Oba spola,236
2021,Broj,Zeničko-dobojski kanton,Oba spola,271
2022,Broj,Zeničko-dobojski kanton,Oba spola,289
2016,Broj,Zeničko-dobojski kanton,M,21
2017,Broj,Zeničko-dobojski kanton,M,35
2018,Broj,Zeničko-dobojski kanton,M,52
2019,Broj,Zeničko-dobojski kanton,M,61
2020,Broj,Zeničko-dobojski kanton,M,64
2021,Broj,Zeničko-dobojski kanton,M,77
2022,Broj,Zeničko-dobojski kanton,M,84
2016,Broj,Zeničko-dobojski kanton,Ž,48
2017,Broj,Zeničko-dobojski kanton,Ž,88
2018,Broj,Zeničko-dobojski kanton,Ž,143
2019,Broj,Zeničko-dobojski kanton,Ž,157
2020,Broj,Zeničko-dobojski kanton,Ž,172
2021,Broj,Zeničko-dobojski kanton,Ž,194
2022,Broj,Zeničko-dobojski kanton,Ž,205
2014,Broj,Bosansko-podrinjski kanton,Oba spola,2
2019,Broj,Bosansko-podrinjski kanton,Oba spola,5
2020,Broj,Bosansko-podrinjski kanton,Oba spola,2
2021,Broj,Bosansko-podrinjski kanton,Oba spola,5
2019,Broj,Bosansko-podrinjski kanton,M,5
2020,Broj,Bosansko-podrinjski kanton,M,2
2021,Broj,Bosansko-podrinjski kanton,M,1
2014,Broj,Bosansko-podrinjski kanton,Ž,2
2021,Broj,Bosansko-podrinjski kanton,Ž,4
2012,Broj,Srednjobosanski kanton,Oba spola,119
2013,Broj,Srednjobosanski kanton,Oba spola,190
